Rank,Score,Num1,Num2,Num3,Num4,Num5,Sum,Even,Odd,Seq2,Seq3,Mod,Dup1,Dup2,Dup3,RankScore,Mean,Median
24,75.0015,1,12,25,30,35,103,2,3,0,0,1,1,2,2,80.0,20.6,25
25,75.0015,7,12,21,25,38,103,2,3,0,0,0,1,1,2,80.0,20.6,21
26,75.0015,1,16,19,28,39,103,2,3,0,0,1,1,1,1,80.0,20.6,19
27,75.0015,3,6,19,28,41,97,2,3,0,0,0,0,0,0,80.0,19.4,19
28,75.0015,8,13,19,25,38,103,2,3,0,0,1,1,1,1,80.0,20.6,19
29,74.509,4,12,22,39,41,118,3,2,0,0,1,1,1,1,100.0,23.6,22
30,74.506,7,12,18,35,40,112,3,2,0,0,0,1,1,2,100.0,22.4,18
31,74.502,1,13,18,32,40,104,3,2,0,0,0,1,1,1,80.0,20.8,18
32,74.0025,1,12,19,23,40,95,2,3,0,0,0,1,2,2,80.0,19.0,19
33,74.0025,1,7,12,35,40,95,2,3,0,0,0,1,1,2,80.0,19.0,12
34,74.0015,3,4,19,37,40,103,2,3,1,0,0,1,1,1,100.0,20.6,19
35,73.503,4,15,20,23,32,94,3,2,0,0,0,0,1,1,80.0,18.8,20
36,73.503,2,12,18,33,41,106,3,2,0,0,1,0,0,0,80.0,21.2,18
37,73.503,3,8,16,28,39,94,3,2,0,0,1,1,1,1,80.0,18.8,16
38,73.5,4,12,14,33,37,100,3,2,0,0,1,0,0,0,80.0,20.0,14
39,73.5,2,7,18,35,38,100,3,2,0,0,1,0,0,1,80.0,20.0,18
40,73.0045,13,18,20,23,35,109,2,3,0,0,1,0,1,1,100.0,21.8,20
41,73.0045,5,16,19,30,39,109,2,3,0,0,1,1,2,2,100.0,21.8,19
42,73.0035,2,13,18,33,41,107,2,3,0,0,1,0,0,0,80.0,21.4,18
43,73.0035,5,10,23,32,37,107,2,3,0,0,0,0,1,2,80.0,21.4,23
44,73.0035,4,11,25,32,35,107,2,3,0,0,1,1,2,2,80.0,21.4,25
45,73.0035,4,17,23,28,35,107,2,3,0,0,0,0,1,1,80.0,21.4,23
46,73.0005,4,7,25,29,34,99,2,3,0,0,1,1,1,3,80.0,19.8,25
47,73.0005,2,5,25,30,39,101,2,3,0,0,1,1,2,2,80.0,20.2,25
48,73.0005,1,13,18,32,35,99,2,3,0,0,0,0,0,0,80.0,19.8,18
49,73.0005,3,6,23,32,35,99,2,3,0,0,1,0,1,1,80.0,19.8,23
50,72.507,4,12,23,34,41,114,3,2,0,0,1,0,1,1,80.0,22.8,23
51,72.504,5,7,14,28,38,92,3,2,0,0,1,0,0,1,80.0,18.4,14
52,72.504,5,7,16,28,36,92,3,2,0,0,1,1,1,2,80.0,18.4,16
53,72.504,3,12,20,27,30,92,3,2,0,0,1,0,1,1,80.0,18.4,20
54,72.504,3,16,21,30,38,108,3,2,0,0,0,1,2,2,80.0,21.6,21
55,72.501,1,16,18,32,35,102,3,2,0,0,0,1,1,1,80.0,20.4,18
56,72.5,4,10,19,25,42,100,3,2,0,0,0,1,1,3,60.0,20.0,19
57,72.5,1,12,26,29,32,100,3,2,0,0,1,0,0,1,60.0,20.0,26
58,72.5,2,13,20,29,36,100,3,2,0,0,0,0,0,1,60.0,20.0,20
59,72.0055,4,13,18,37,39,111,2,3,0,0,0,0,0,0,100.0,22.2,18
60,72.0045,5,14,22,33,35,109,2,3,0,0,1,1,1,1,80.0,21.8,22
61,72.0045,3,5,11,32,40,91,2,3,0,0,0,1,2,2,80.0,18.2,11
62,72.0045,7,13,23,26,40,109,2,3,0,0,1,1,2,3,80.0,21.8,23
63,72.0045,4,12,27,31,35,109,2,3,0,0,0,1,1,1,80.0,21.8,27
64,72.0045,7,14,25,28,35,109,2,3,0,0,1,1,1,2,80.0,21.8,25
65,72.0045,7,17,25,28,32,109,2,3,0,0,1,1,1,2,80.0,21.8,25
66,72.0045,4,8,13,25,41,91,2,3,0,0,0,1,1,1,80.0,18.2,13
67,72.0045,4,9,16,23,39,91,2,3,0,0,1,1,2,3,80.0,18.2,16
68,72.0045,5,12,26,31,35,109,2,3,0,0,1,1,1,1,80.0,21.8,26
69,72.0015,3,13,16,34,37,103,2,3,0,0,1,1,1,1,80.0,20.6,16
70,72.0015,5,9,18,30,35,97,2,3,0,0,1,0,1,2,80.0,19.4,18
71,72.0005,2,10,23,31,35,101,2,3,0,0,0,1,2,3,60.0,20.2,23
72,72.0005,3,17,20,26,33,99,2,3,0,0,1,0,0,0,60.0,19.8,20
73,72.0005,5,14,20,27,33,99,2,3,0,0,0,0,0,0,60.0,19.8,20
74,72.0005,5,17,22,24,33,101,2,3,0,0,0,1,1,1,60.0,20.2,22
75,72.0005,1,13,25,28,34,101,2,3,0,0,0,1,1,1,60.0,20.2,25
76,72.0005,5,12,15,26,41,99,2,3,0,0,1,0,0,0,60.0,19.8,15
77,72.0005,2,7,17,33,40,99,2,3,0,0,1,1,1,2,60.0,19.8,17
78,72.0005,5,10,24,29,33,101,2,3,0,0,0,0,0,2,60.0,20.2,24
79,72.0005,5,10,23,26,37,101,2,3,0,0,0,0,1,2,60.0,20.2,23
80,72.0005,9,13,20,27,32,101,2,3,0,0,0,0,0,1,60.0,20.2,20
81,72.0005,1,16,19,23,42,101,2,3,0,0,0,1,2,3,60.0,20.2,19
82,72.0005,5,14,17,28,35,99,2,3,0,0,1,0,0,0,60.0,19.8,17
83,71.505,3,12,18,23,34,90,3,2,0,0,1,0,1,1,80.0,18.0,18
84,71.505,7,10,28,30,35,110,3,2,0,0,1,0,1,3,80.0,22.0,28
85,71.505,4,12,16,21,37,90,3,2,0,0,0,1,1,1,80.0,18.0,16
86,71.504,1,13,22,30,42,108,3,2,0,0,1,1,2,3,60.0,21.6,22
87,71.502,4,10,12,31,39,96,3,2,0,0,0,1,1,2,80.0,19.2,12
88,71.502,5,7,20,30,34,96,3,2,0,0,1,0,1,2,80.0,19.2,20
89,71.502,2,7,22,35,38,104,3,2,0,0,1,1,1,2,80.0,20.8,22
90,71.502,2,7,18,31,38,96,3,2,0,0,1,1,1,2,80.0,19.2,18
91,71.502,1,4,20,33,38,96,3,2,0,0,0,0,0,0,80.0,19.2,20
92,71.501,8,12,23,25,34,102,3,2,0,0,0,1,2,2,60.0,20.4,23
93,71.501,2,12,15,33,40,102,3,2,0,0,1,1,1,1,60.0,20.4,15
94,71.501,8,13,17,22,38,98,3,2,0,0,1,1,1,1,60.0,19.6,17
95,71.501,3,7,14,34,40,98,3,2,0,0,1,1,1,2,60.0,19.6,14
96,71.501,3,6,19,28,42,98,3,2,0,0,0,0,0,1,60.0,19.6,19
97,71.501,2,7,15,38,40,102,3,2,0,0,0,1,1,2,60.0,20.4,15
98,71.0065,5,13,18,22,29,87,2,3,0,0,0,1,1,2,100.0,17.4,18
99,71.0055,5,14,22,33,37,111,2,3,0,0,0,1,1,1,80.0,22.2,22
100,71.0055,5,8,18,39,41,111,2,3,0,0,1,0,0,0,80.0,22.2,18
101,71.0055,4,7,15,23,40,89,2,3,0,0,0,1,2,3,80.0,17.8,15
102,71.0025,5,7,10,35,38,95,2,3,0,0,1,0,0,2,80.0,19.0,10
103,71.0015,4,14,21,25,39,103,2,3,0,0,1,1,1,1,60.0,20.6,21
104,71.0015,5,14,17,28,33,97,2,3,0,0,0,0,0,0,60.0,19.4,17
105,71.0015,7,11,21,28,30,97,2,3,0,0,1,0,2,3,60.0,19.4,21
106,71.0015,12,13,20,23,35,103,2,3,1,0,1,0,1,1,100.0,20.6,20
107,71.0015,9,13,19,26,30,97,2,3,0,0,1,0,1,2,60.0,19.4,19
108,71.0015,7,14,16,27,33,97,2,3,0,0,1,1,1,2,60.0,19.4,16
109,70.506,8,13,19,32,40,112,3,2,0,0,0,1,1,1,80.0,22.4,19
110,70.506,2,4,18,23,41,88,3,2,0,0,0,0,1,1,80.0,17.6,18
111,70.506,2,18,23,30,39,112,3,2,0,0,0,0,2,2,80.0,22.4,23
112,70.503,2,5,18,31,38,94,3,2,0,0,1,1,1,1,80.0,18.8,18
113,70.502,5,16,21,24,38,104,3,2,0,0,0,1,1,1,60.0,20.8,21
114,70.502,9,16,18,24,37,104,3,2,0,0,0,1,1,2,60.0,20.8,18
115,70.502,2,18,20,27,37,104,3,2,0,0,1,0,0,0,60.0,20.8,20
116,70.502,7,14,16,24,35,96,3,2,0,0,1,1,1,2,60.0,19.2,16
117,70.502,4,8,15,37,40,104,3,2,0,0,0,1,1,1,60.0,20.8,15
118,70.502,1,12,25,32,34,104,3,2,0,0,1,1,1,1,60.0,20.8,25
119,70.502,8,12,19,24,33,96,3,2,0,0,0,0,0,0,60.0,19.2,19
120,70.501,1,12,13,32,40,98,3,2,1,0,1,1,1,1,80.0,19.6,13
121,70.0065,1,7,16,28,35,87,2,3,0,0,0,1,1,2,80.0,17.4,16
122,70.0065,2,12,23,37,39,113,2,3,0,0,1,0,1,1,80.0,22.6,23
123,70.0065,4,6,13,29,35,87,2,3,0,0,0,0,0,1,80.0,17.4,13
124,70.0065,5,13,23,34,38,113,2,3,0,0,1,0,1,1,80.0,22.6,23
125,70.0065,5,18,22,27,41,113,2,3,0,0,0,1,1,1,80.0,22.6,22
126,70.0065,9,13,20,33,38,113,2,3,0,0,1,0,0,1,80.0,22.6,20
127,70.0065,7,14,16,35,41,113,2,3,0,0,0,1,1,2,80.0,22.6,16
128,70.0055,3,12,21,34,41,111,2,3,0,0,1,0,0,0,60.0,22.2,21
129,70.0035,2,4,13,35,39,93,2,3,0,0,0,0,0,0,80.0,18.6,13
130,70.0025,2,17,25,29,32,105,2,3,0,0,1,1,1,2,60.0,21.0,25
131,70.0025,2,11,13,28,41,95,2,3,0,0,1,0,1,1,60.0,19.0,13
132,70.0025,3,7,20,32,33,95,2,3,1,0,1,0,0,1,100.0,19.0,20
133,70.0025,2,17,20,31,35,105,2,3,0,0,0,1,1,1,60.0,21.0,20
134,70.0025,3,13,21,32,36,105,2,3,0,0,1,0,0,0,60.0,21.0,21
135,70.0025,2,14,19,29,41,105,2,3,0,0,1,0,0,1,60.0,21.0,19
136,70.0025,2,15,19,22,37,95,2,3,0,0,1,1,1,1,60.0,19.0,19
137,70.0025,3,10,26,29,37,105,2,3,0,0,0,0,0,2,60.0,21.0,26
138,70.0025,6,13,17,29,40,105,2,3,0,0,0,1,1,2,60.0,21.0,17
139,70.0025,3,10,15,28,39,95,2,3,0,0,0,0,0,1,60.0,19.0,15
140,70.0015,7,13,14,25,38,97,2,3,1,0,0,1,1,2,80.0,19.4,14
141,70.0015,8,12,13,29,35,97,2,3,1,0,0,0,0,1,80.0,19.4,13
142,69.504,7,14,18,31,38,108,3,2,0,0,1,1,1,2,80.0,21.6,18
143,69.504,4,8,20,23,37,92,3,2,0,0,0,0,1,1,80.0,18.4,20
144,69.503,3,8,18,26,39,94,3,2,0,0,1,0,0,0,60.0,18.8,18
145,69.503,6,13,24,28,35,106,3,2,0,0,0,0,0,0,60.0,21.2,24
146,69.503,3,18,21,30,34,106,3,2,0,0,0,0,1,1,60.0,21.2,21
147,69.502,5,16,19,20,36,96,3,2,1,0,1,1,1,1,80.0,19.2,19
148,69.502,7,19,20,26,32,104,3,2,1,0,0,0,0,1,80.0,20.8,20
149,69.5,2,7,16,36,39,100,3,2,0,0,1,1,1,2,60.0,20.0,16
150,69.0075,3,7,12,26,37,85,2,3,0,0,1,0,0,1,80.0,17.0,12
151,69.0075,5,16,24,33,37,115,2,3,0,0,0,1,1,1,80.0,23.0,24
152,69.0045,5,13,16,36,39,109,2,3,0,0,1,1,1,1,80.0,21.8,16
153,69.0035,4,14,27,29,33,107,2,3,0,0,1,0,0,1,60.0,21.4,27
154,69.0035,3,17,25,28,34,107,2,3,0,0,0,1,1,1,60.0,21.4,25
155,69.0035,1,14,16,29,33,93,2,3,0,0,0,1,1,2,60.0,18.6,16
156,69.0035,9,12,26,29,31,107,2,3,0,0,1,1,1,3,60.0,21.4,26
157,69.0035,8,17,19,23,40,107,2,3,0,0,0,1,2,2,60.0,21.4,19
158,69.0025,7,13,14,30,41,105,2,3,1,0,0,0,1,2,80.0,21.0,14
159,69.0025,3,12,25,26,39,105,2,3,1,0,0,1,1,1,80.0,21.0,25
160,69.0005,1,4,25,34,37,101,2,3,0,0,1,1,1,1,60.0,20.2,25
161,69.0005,1,7,26,28,39,101,2,3,0,0,0,0,0,1,60.0,20.2,26
162,69.0005,5,7,24,31,34,101,2,3,0,0,1,1,1,2,60.0,20.2,24
163,69.0005,3,7,24,27,38,99,2,3,0,0,1,0,0,1,60.0,19.8,24
164,69.0005,1,14,18,31,37,101,2,3,0,0,1,1,1,1,60.0,20.2,18
165,68.511,7,18,20,35,42,122,3,2,0,0,0,0,0,2,80.0,24.4,20
166,68.508,3,5,10,28,38,84,3,2,0,0,1,0,0,1,80.0,16.8,10
167,68.504,6,9,20,33,40,108,3,2,0,0,1,1,1,2,60.0,21.6,20
168,68.504,4,17,23,28,36,108,3,2,0,0,0,0,1,1,60.0,21.6,23
169,68.504,4,14,23,26,41,108,3,2,0,0,1,0,1,1,60.0,21.6,23
170,68.504,4,10,19,34,41,108,3,2,0,0,1,0,0,1,60.0,21.6,19
171,68.504,2,10,25,32,39,108,3,2,0,0,1,1,1,2,60.0,21.6,25
172,68.503,1,16,18,29,30,94,3,2,1,0,0,1,2,3,80.0,18.8,18
173,68.503,4,18,25,26,33,106,3,2,1,0,0,1,1,1,80.0,21.2,25
174,68.503,4,5,20,35,42,106,3,2,1,0,1,0,0,1,80.0,21.2,20
175,68.501,2,4,24,35,37,102,3,2,0,0,1,0,0,0,60.0,20.4,24
176,68.501,7,9,18,32,36,102,3,2,0,0,0,0,0,2,60.0,20.4,18
177,68.501,6,10,13,35,38,102,3,2,0,0,0,0,0,1,60.0,20.4,13
178,68.501,2,12,19,31,34,98,3,2,0,0,1,1,1,1,60.0,19.6,19
179,68.5,8,13,17,24,38,100,3,2,0,0,1,0,0,0,40.0,20.0,17
180,68.5,7,11,22,26,34,100,3,2,0,0,0,1,2,3,40.0,20.0,22
181,68.5,3,8,15,32,42,100,3,2,0,0,1,0,0,1,40.0,20.0,15
182,68.5,4,12,21,27,36,100,3,2,0,0,0,0,0,0,40.0,20.0,21
183,68.5,9,15,20,22,34,100,3,2,0,0,0,1,1,2,40.0,20.0,20
184,68.0115,7,12,23,39,42,123,2,3,0,0,1,0,1,3,80.0,24.6,23
185,68.0085,7,17,25,30,38,117,2,3,0,0,1,1,2,3,80.0,23.4,25
186,68.0085,3,13,29,34,38,117,2,3,0,0,1,0,0,1,80.0,23.4,29
187,68.0085,5,15,28,30,39,117,2,3,0,0,1,0,1,1,80.0,23.4,28
188,68.0085,1,18,29,32,37,117,2,3,0,0,0,0,0,1,80.0,23.4,29
189,68.0075,4,5,28,37,41,115,2,3,1,0,0,0,0,0,100.0,23.0,28
190,68.0045,5,8,17,22,39,91,2,3,0,0,0,1,1,1,60.0,18.2,17
191,68.0045,8,11,20,29,41,109,2,3,0,0,1,0,1,2,60.0,21.8,20
192,68.0045,3,5,25,34,42,109,2,3,0,0,1,1,1,2,60.0,21.8,25
193,68.0045,1,7,11,32,40,91,2,3,0,0,1,1,2,3,60.0,18.2,11
194,68.0045,1,15,22,33,38,109,2,3,0,0,0,1,1,1,60.0,21.8,22
195,68.0035,7,18,24,25,33,107,2,3,1,0,0,1,1,2,80.0,21.4,24
196,68.0035,5,16,27,29,30,107,2,3,1,0,0,1,2,3,80.0,21.4,27
197,68.0015,1,3,24,30,39,97,2,3,0,0,0,0,1,1,60.0,19.4,24
198,68.0015,2,9,23,32,37,103,2,3,0,0,1,0,1,2,60.0,20.6,23
199,68.0015,7,9,13,36,38,103,2,3,0,0,0,0,0,2,60.0,20.6,13
200,68.0015,4,11,19,33,36,103,2,3,0,0,0,0,1,1,60.0,20.6,19
201,68.0005,9,11,22,24,33,99,2,3,0,0,0,1,2,3,40.0,19.8,22
202,68.0005,8,11,20,27,35,101,2,3,0,0,0,0,1,1,40.0,20.2,20
203,68.0005,4,11,25,27,34,101,2,3,0,0,1,1,2,2,40.0,20.2,25
204,68.0005,7,9,20,31,32,99,2,3,1,0,0,1,1,3,80.0,19.8,20
205,68.0005,11,12,20,23,35,101,2,3,1,0,0,0,2,2,80.0,20.2,20
206,68.0005,1,4,29,32,33,99,2,3,1,0,0,0,0,1,80.0,19.8,29
207,67.509,4,10,12,23,33,82,3,2,0,0,1,0,1,2,80.0,16.4,12
208,67.509,3,9,28,38,40,118,3,2,0,0,1,1,1,2,80.0,23.6,28
209,67.508,6,13,27,30,40,116,3,2,0,0,1,1,2,2,60.0,23.2,27
210,67.506,5,13,16,26,28,88,3,2,0,0,1,1,1,1,80.0,17.6,16
211,67.505,9,12,25,28,36,110,3,2,0,0,0,1,1,2,60.0,22.0,25
212,67.505,7,9,16,26,32,90,3,2,0,0,1,1,1,3,60.0,18.0,16
213,67.505,3,10,27,32,38,110,3,2,0,0,0,0,0,1,60.0,22.0,27
214,67.505,1,18,25,32,34,110,3,2,0,0,0,1,1,1,60.0,22.0,25
215,67.505,8,17,22,30,33,110,3,2,0,0,0,1,2,2,60.0,22.0,22
216,67.502,3,9,22,28,42,104,3,2,0,0,1,1,1,3,60.0,20.8,22
217,67.501,6,14,17,22,39,98,3,2,0,0,0,1,1,1,40.0,19.6,17
218,67.501,7,10,18,31,32,98,3,2,1,0,0,1,1,3,80.0,19.6,18
219,67.501,6,10,15,29,38,98,3,2,0,0,0,0,0,2,40.0,19.6,15
220,67.501,6,8,15,33,40,102,3,2,0,0,0,1,1,1,40.0,20.4,15
221,67.501,5,14,16,21,42,98,3,2,0,0,0,1,1,2,40.0,19.6,16
222,67.501,4,6,17,29,42,98,3,2,0,0,0,0,0,2,40.0,19.6,17
223,67.501,6,13,19,26,34,98,3,2,0,0,1,0,0,0,40.0,19.6,19
224,67.501,5,11,14,30,42,102,3,2,0,0,0,0,2,3,40.0,20.4,14
225,67.501,4,6,15,36,41,102,3,2,0,0,1,0,0,0,40.0,20.4,15
226,67.5,4,15,16,29,36,100,3,2,1,0,1,1,1,2,60.0,20.0,16
227,67.5,3,18,21,22,36,100,3,2,1,0,0,1,1,1,60.0,20.0,21
228,67.0125,6,16,23,39,41,125,2,3,0,0,1,1,2,2,80.0,25.0,23
229,67.0095,4,19,27,32,37,119,2,3,0,0,1,0,0,0,80.0,23.8,27
230,67.0095,7,17,28,32,35,119,2,3,0,0,1,0,0,1,80.0,23.8,28
231,67.0095,3,16,26,35,39,119,2,3,0,0,1,1,1,1,80.0,23.8,26
232,67.0095,7,16,19,35,42,119,2,3,0,0,0,1,1,3,80.0,23.8,19
233,67.0065,12,15,20,29,37,113,2,3,0,0,0,0,0,1,80.0,22.6,20
234,67.0055,4,8,15,25,37,89,2,3,0,0,1,1,1,1,60.0,17.8,15
235,67.0055,5,7,22,23,32,89,2,3,1,0,1,1,2,3,100.0,17.8,22
236,67.0055,5,17,25,30,34,111,2,3,0,0,1,1,2,2,60.0,22.2,25
237,67.0055,5,7,18,40,41,111,2,3,1,0,0,1,1,2,100.0,22.2,18
238,67.0055,3,11,22,36,39,111,2,3,0,0,0,1,2,2,60.0,22.2,22
239,67.0055,9,13,19,28,42,111,2,3,0,0,1,0,0,2,60.0,22.2,19
240,67.0055,1,16,19,21,32,89,2,3,0,0,1,1,1,1,60.0,17.8,19
241,67.0055,1,17,23,32,38,111,2,3,0,0,0,0,1,1,60.0,22.2,23
242,67.0055,9,12,26,29,35,111,2,3,0,0,1,0,0,2,60.0,22.2,26
243,67.0055,6,15,23,32,35,111,2,3,0,0,1,0,1,1,60.0,22.2,23
244,67.0055,8,13,15,23,30,89,2,3,0,0,1,0,2,2,60.0,17.8,15
245,67.0025,8,13,15,30,39,105,2,3,0,0,0,0,1,1,60.0,21.0,15
246,67.0025,3,8,17,32,35,95,2,3,0,0,0,0,0,0,60.0,19.0,17
247,67.0025,1,5,21,28,40,95,2,3,0,0,1,1,1,1,60.0,19.0,21
248,67.0025,4,8,17,37,39,105,2,3,0,0,1,0,0,0,60.0,21.0,17
249,67.0025,1,4,21,32,37,95,2,3,0,0,1,0,0,0,60.0,19.0,21
250,67.0015,2,3,29,31,38,103,2,3,1,0,0,1,1,2,80.0,20.6,29
251,67.0015,1,15,18,24,39,97,2,3,0,0,0,0,0,0,40.0,19.4,18
252,67.0015,6,7,19,32,39,103,2,3,1,0,1,0,0,1,80.0,20.6,19
253,67.0015,3,10,17,25,42,97,2,3,0,0,0,1,1,3,40.0,19.4,17
254,67.0015,2,5,17,31,42,97,2,3,0,0,1,1,1,2,40.0,19.4,17
255,67.0015,4,7,23,34,35,103,2,3,1,0,1,0,1,2,80.0,20.6,23
256,67.0015,7,8,20,29,33,97,2,3,1,0,0,0,0,2,80.0,19.4,20
257,67.0015,1,14,20,27,35,97,2,3,0,0,0,0,0,0,40.0,19.4,20
258,67.0015,2,17,19,26,33,97,2,3,0,0,0,0,0,0,40.0,19.4,19
259,67.0015,1,6,10,39,41,97,2,3,0,0,1,0,0,1,40.0,19.4,10
260,67.0005,9,10,19,25,38,101,2,3,1,0,1,1,1,3,60.0,20.2,19
261,67.0005,7,17,18,23,34,99,2,3,1,0,1,0,1,2,60.0,19.8,18
262,67.0005,1,17,18,25,38,99,2,3,1,0,1,1,1,1,60.0,19.8,18
263,67.0005,8,13,23,24,31,99,2,3,1,0,1,1,2,2,60.0,19.8,23
264,66.509,1,18,22,36,41,118,3,2,0,0,1,1,1,1,60.0,23.6,22
265,66.506,7,14,22,33,36,112,3,2,0,0,0,1,1,2,60.0,22.4,22
266,66.506,8,16,24,29,35,112,3,2,0,0,0,1,1,2,60.0,22.4,24
267,66.506,9,19,24,28,32,112,3,2,0,0,1,0,0,1,60.0,22.4,24
268,66.506,9,12,24,30,37,112,3,2,0,0,0,0,1,2,60.0,22.4,24
269,66.506,9,12,24,29,38,112,3,2,0,0,1,0,0,2,60.0,22.4,24
270,66.506,9,13,24,28,38,112,3,2,0,0,1,0,0,1,60.0,22.4,24
271,66.506,2,5,16,29,36,88,3,2,0,0,1,1,1,2,60.0,17.6,16
272,66.503,6,8,25,30,37,106,3,2,0,0,0,1,2,2,60.0,21.2,25
273,66.503,12,14,23,26,31,106,3,2,0,0,0,1,2,2,60.0,21.2,23
274,66.503,6,8,25,28,39,106,3,2,0,0,1,1,1,1,60.0,21.2,25
275,66.502,3,8,16,38,39,104,3,2,1,0,1,1,1,1,80.0,20.8,16
276,66.502,6,11,20,27,32,96,3,2,0,0,0,0,1,1,40.0,19.2,20
277,66.502,7,14,18,28,29,96,3,2,1,0,1,0,0,2,80.0,19.2,18
278,66.502,2,14,21,28,31,96,3,2,0,0,1,1,1,1,40.0,19.2,21
279,66.502,8,13,17,26,32,96,3,2,0,0,0,0,0,0,40.0,19.2,17
280,66.501,7,10,24,25,32,98,3,2,1,0,0,1,1,3,60.0,19.6,24
281,66.501,8,17,22,23,32,102,3,2,1,0,1,1,2,2,60.0,20.4,22
282,66.501,2,15,20,32,33,102,3,2,1,0,1,0,0,0,60.0,20.4,20
283,66.0135,5,18,26,37,41,127,2,3,0,0,0,0,0,0,80.0,25.4,26
284,66.0095,5,15,26,32,41,119,2,3,0,0,1,0,0,0,60.0,23.8,26
285,66.0095,6,13,27,32,41,119,2,3,0,0,0,0,0,0,60.0,23.8,27
286,66.0075,5,7,28,36,39,115,2,3,0,0,0,0,0,1,80.0,23.0,28
287,66.0075,14,19,23,28,31,115,2,3,0,0,0,1,2,2,80.0,23.0,23
288,66.0075,7,12,17,20,29,85,2,3,0,0,1,0,0,2,80.0,17.0,17
289,66.0075,4,7,29,36,39,115,2,3,0,0,1,0,0,2,80.0,23.0,29
290,66.0065,6,13,19,34,41,113,2,3,0,0,0,0,0,0,60.0,22.6,19
291,66.0065,4,18,19,33,39,113,2,3,1,0,1,0,0,0,100.0,22.6,19
292,66.0065,5,9,12,25,36,87,2,3,0,0,1,1,1,2,60.0,17.4,12
293,66.0065,5,14,24,29,41,113,2,3,0,0,1,0,0,1,60.0,22.6,24
294,66.0065,1,3,14,29,40,87,2,3,0,0,0,1,1,2,60.0,17.4,14
295,66.0065,4,17,27,30,35,113,2,3,0,0,1,0,1,1,60.0,22.6,27
296,66.0055,3,12,25,35,36,111,2,3,1,0,1,1,1,1,80.0,22.2,25
297,66.0035,2,8,19,31,33,93,2,3,0,0,0,1,1,1,60.0,18.6,19
298,66.0035,1,5,23,30,34,93,2,3,0,0,0,0,2,2,60.0,18.6,23
299,66.0035,6,15,19,32,35,107,2,3,0,0,1,0,0,0,60.0,21.4,19
300,66.0035,5,12,15,36,39,107,2,3,0,0,1,0,0,0,60.0,21.4,15
301,66.0035,10,15,23,28,31,107,2,3,0,0,0,1,2,3,60.0,21.4,23
302,66.0025,6,10,21,33,35,105,2,3,0,0,0,0,0,1,40.0,21.0,21
303,66.0025,9,11,24,28,33,105,2,3,0,0,0,0,1,2,40.0,21.0,24
304,66.0025,8,15,23,25,34,105,2,3,0,0,1,1,2,2,40.0,21.0,23
305,66.0025,2,9,15,29,40,95,2,3,0,0,1,1,1,3,40.0,19.0,15
306,66.0025,2,13,15,26,39,95,2,3,0,0,0,0,0,0,40.0,19.0,15
307,66.0025,1,5,10,37,42,95,2,3,0,0,0,0,0,2,40.0,19.0,10
308,66.0025,2,15,17,28,33,95,2,3,0,0,0,0,0,0,40.0,19.0,17
309,66.0015,6,17,18,25,37,103,2,3,1,0,1,1,1,1,60.0,20.6,18
310,66.0015,6,13,14,29,35,97,2,3,1,0,0,0,0,1,60.0,19.4,14
