Rank,Score,Num1,Num2,Num3,Num4,Num5,Sum,Even,Odd,Seq2,Seq3,Mod,Dup1,Dup2,Dup3,r0,r1,r2,r3,r4,r5,r6,r7,Mean,Median
17,76.0005,3,13,19,26,40,101,2,3,0,0,1,1,1,1,0,0,1,0,1,2,0,1,20.2,19.0
18,76.0005,5,12,17,28,37,99,2,3,0,0,1,1,1,1,0,0,1,1,1,0,1,1,19.8,17.0
19,75.505,7,12,16,25,30,90,3,2,0,0,0,1,2,2,0,0,0,1,4,0,0,0,18.0,16.0
20,75.505,5,13,20,22,30,90,3,2,0,0,1,1,1,1,0,0,0,1,2,2,0,0,18.0,20.0
21,75.501,2,18,20,23,35,98,3,2,0,0,0,0,2,2,0,0,1,3,1,0,0,0,19.6,20.0
22,75.501,5,10,22,29,32,98,3,2,0,0,1,1,1,3,0,0,1,1,1,1,1,0,19.6,22.0
23,75.501,2,16,22,25,37,102,3,2,0,0,1,0,1,1,0,0,1,0,2,1,1,0,20.4,22.0
24,75.0055,5,16,22,29,39,111,2,3,0,0,1,1,2,3,0,0,0,1,3,1,0,0,22.2,22.0
25,75.0055,7,13,16,22,31,89,2,3,0,0,0,1,2,2,0,0,0,0,2,3,0,0,17.8,16.0
26,75.0015,4,12,23,27,31,97,2,3,0,0,0,0,1,1,0,0,1,2,0,1,1,0,19.4,23.0
27,75.0015,3,12,15,29,38,97,2,3,0,0,0,0,1,2,0,0,1,3,0,1,0,0,19.4,15.0
28,75.0015,7,15,20,23,32,97,2,3,0,0,0,1,2,2,0,0,1,2,1,0,1,0,19.4,20.0
29,75.0015,7,13,18,26,33,97,2,3,0,0,1,1,2,2,0,0,1,2,1,1,0,0,19.4,18.0
30,74.502,1,12,20,33,38,104,3,2,0,0,0,0,1,1,0,0,1,4,0,0,0,0,20.8,20.0
31,74.502,5,13,22,26,30,96,3,2,0,0,0,1,1,1,0,0,1,0,2,2,0,0,19.2,22.0
32,74.502,4,12,22,27,31,96,3,2,0,0,1,0,0,0,0,0,1,1,0,2,1,0,19.2,22.0
33,74.502,3,18,24,28,31,104,3,2,0,0,1,0,1,1,0,0,1,1,0,2,0,1,20.8,24.0
34,74.502,1,12,16,28,39,96,3,2,0,0,0,0,1,1,0,0,1,1,2,0,0,1,19.2,16.0
35,74.502,6,12,22,31,33,104,3,2,0,0,1,0,0,0,0,0,1,2,0,2,0,0,20.8,22.0
36,74.502,4,11,16,25,40,96,3,2,0,0,0,1,2,2,0,0,1,0,3,0,1,0,19.2,16.0
37,74.0065,3,16,25,31,38,113,2,3,0,0,0,0,2,2,0,0,0,1,2,2,0,0,22.6,25.0
38,74.0025,3,6,18,29,39,95,2,3,0,0,1,0,1,2,0,0,1,2,1,1,0,0,19.0,18.0
39,74.0025,2,13,16,23,41,95,2,3,0,0,1,0,2,2,0,0,1,1,1,2,0,0,19.0,16.0
40,74.0025,5,10,25,28,37,105,2,3,0,0,1,1,1,2,0,0,1,0,2,0,1,1,21.0,25.0
41,74.0015,4,18,19,25,37,103,2,3,1,0,0,0,1,1,0,0,0,1,1,0,2,1,20.6,19.0
42,73.503,9,12,16,22,35,94,3,2,0,0,1,0,1,1,0,0,1,1,2,1,0,0,18.8,16.0
43,73.503,1,16,20,25,32,94,3,2,0,0,0,0,1,1,0,0,1,1,2,0,1,0,18.8,20.0
44,73.0105,3,16,29,32,41,121,2,3,0,0,0,0,1,2,0,0,0,1,1,2,1,0,24.2,29.0
45,73.0075,3,16,28,33,35,115,2,3,0,0,1,0,1,1,0,0,0,1,2,1,0,1,23.0,28.0
46,73.0045,3,7,12,31,38,91,2,3,0,0,0,1,2,2,0,0,0,2,1,2,0,0,18.2,12.0
47,73.0035,8,12,23,25,39,107,2,3,0,0,0,0,1,1,0,0,1,2,2,0,0,0,21.4,23.0
48,73.0035,4,15,20,23,31,93,2,3,0,0,0,0,1,1,0,0,1,2,0,1,1,0,18.6,20.0
49,73.0035,4,8,19,35,41,107,2,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,21.4,19.0
50,73.0025,4,13,25,31,32,105,2,3,1,0,0,0,0,0,0,0,0,0,1,2,2,0,21.0,25.0
51,73.0005,3,7,23,30,36,99,2,3,0,0,1,1,2,2,0,0,1,1,2,1,0,0,19.8,23.0
52,73.0005,3,8,16,35,39,101,2,3,0,0,0,0,1,1,0,0,1,0,3,1,0,0,20.2,16.0
53,73.0005,3,5,25,30,36,99,2,3,0,0,1,1,1,1,0,0,1,0,3,1,0,0,19.8,25.0
54,72.504,4,17,19,22,30,92,3,2,0,0,0,0,0,0,0,0,1,0,1,1,1,1,18.4,19.0
55,72.503,3,4,22,37,40,106,3,2,1,0,0,1,1,1,0,0,0,0,1,2,2,0,21.2,22.0
56,72.501,7,9,12,32,38,98,3,2,0,0,1,1,2,2,0,0,1,2,1,0,1,0,19.6,12.0
57,72.501,4,8,25,29,32,98,3,2,0,0,0,0,0,1,0,0,1,1,1,0,2,0,19.6,25.0
58,72.5,2,6,12,39,41,100,3,2,0,0,1,0,0,0,0,0,2,1,1,1,0,0,20.0,12.0
59,72.5,2,17,23,28,30,100,3,2,0,0,0,0,1,1,0,0,2,1,1,0,0,1,20.0,23.0
60,72.0045,3,10,18,23,37,91,2,3,0,0,1,0,2,3,0,0,1,2,0,1,1,0,18.2,18.0
61,72.0045,7,9,12,25,38,91,2,3,0,0,0,1,2,2,0,0,1,2,2,0,0,0,18.2,12.0
62,72.0045,3,12,27,30,37,109,2,3,0,0,1,0,0,0,0,0,1,1,1,1,1,0,21.8,27.0
63,72.0045,4,17,23,30,35,109,2,3,0,0,0,0,1,1,0,0,1,1,2,0,1,0,21.8,23.0
64,72.0045,3,14,23,30,39,109,2,3,0,0,1,1,2,2,0,0,1,1,2,1,0,0,21.8,23.0
65,72.0035,3,12,28,29,35,107,2,3,1,0,0,0,0,1,0,0,0,2,1,1,0,1,21.4,28.0
66,72.0015,3,9,28,30,33,103,2,3,0,0,1,0,0,0,0,0,1,1,1,1,0,1,20.6,28.0
67,72.0015,7,9,19,30,38,103,2,3,0,0,1,1,2,2,0,0,1,1,2,0,0,1,20.6,19.0
68,72.0005,1,10,25,30,33,99,2,3,0,0,1,0,0,1,0,0,2,1,2,0,0,0,19.8,25.0
69,72.0005,5,19,21,26,30,101,2,3,0,0,0,1,1,1,0,0,2,0,2,0,0,1,20.2,21.0
70,72.0005,1,12,18,27,41,99,2,3,0,0,1,0,1,1,0,0,2,2,0,1,0,0,19.8,18.0
71,72.0005,4,11,19,26,39,99,2,3,0,0,1,0,0,0,0,0,2,0,1,0,1,1,19.8,19.0
72,72.0005,7,11,21,28,32,99,2,3,0,0,1,1,1,1,0,0,2,0,1,0,1,1,19.8,21.0
73,72.0005,9,14,20,25,33,101,2,3,0,0,0,1,1,1,0,0,2,2,1,0,0,0,20.2,20.0
74,72.0005,7,12,21,24,37,101,2,3,0,0,1,1,1,1,0,0,2,1,1,0,1,0,20.2,21.0
75,72.0005,5,16,21,26,33,101,2,3,0,0,1,1,2,2,0,0,2,1,2,0,0,0,20.2,21.0
76,72.0005,2,9,13,37,40,101,2,3,0,0,0,1,1,1,0,0,2,0,1,1,1,0,20.2,13.0
77,72.0005,3,17,22,26,33,101,2,3,0,0,1,0,0,0,0,0,2,1,0,2,0,0,20.2,22.0
78,71.509,3,7,18,22,32,82,3,2,0,0,1,1,2,2,0,0,0,1,1,2,1,0,16.4,18.0
79,71.508,4,13,26,33,40,116,3,2,0,0,1,1,1,1,0,0,1,1,1,1,1,0,23.2,26.0
80,71.505,2,16,19,33,40,110,3,2,0,0,0,1,2,2,0,0,1,1,2,0,0,1,22.0,19.0
81,71.502,4,8,28,31,33,104,3,2,0,0,1,0,0,0,0,0,1,1,0,1,1,1,20.8,28.0
82,71.501,5,17,20,26,30,98,3,2,0,0,1,1,1,1,0,0,2,1,2,0,0,0,19.6,20.0
83,71.501,2,15,20,28,33,98,3,2,0,0,0,0,0,0,0,0,2,2,0,0,0,1,19.6,20.0
84,71.501,2,14,16,25,41,98,3,2,0,0,0,1,2,2,0,0,2,0,2,1,0,0,19.6,16.0
85,71.501,4,14,25,27,32,102,3,2,0,0,1,1,1,1,0,0,2,0,1,0,2,0,20.4,25.0
86,71.5,1,18,22,29,30,100,3,2,1,0,0,0,1,2,0,0,1,2,1,1,0,0,20.0,22.0
87,71.5,4,10,25,30,31,100,3,2,1,0,1,0,0,1,0,0,1,0,2,1,1,0,20.0,25.0
88,71.5,3,19,20,22,36,100,3,2,1,0,0,0,0,0,0,0,1,1,0,2,0,1,20.0,20.0
89,71.0095,4,19,29,32,35,119,2,3,0,0,1,0,0,1,0,0,0,1,1,0,2,1,23.8,29.0
90,71.0085,4,15,25,32,41,117,2,3,0,0,1,0,0,0,0,0,1,0,1,1,2,0,23.4,25.0
91,71.0055,5,9,18,22,35,89,2,3,0,0,1,1,2,2,0,0,1,1,2,1,0,0,17.8,18.0
92,71.0055,3,10,29,32,37,111,2,3,0,0,0,0,0,2,0,0,1,1,0,1,2,0,22.2,29.0
93,71.0045,4,10,21,33,41,109,2,3,0,0,1,0,0,1,0,0,2,1,0,1,1,0,21.8,21.0
94,71.0025,3,6,28,31,37,105,2,3,0,0,0,0,0,0,0,0,1,0,0,2,1,1,21.0,28.0
95,71.0015,5,17,20,26,35,103,2,3,0,0,1,1,1,1,0,0,2,1,2,0,0,0,20.6,20.0
96,71.0015,1,8,23,31,40,103,2,3,0,0,1,1,2,2,0,0,2,1,1,1,0,0,20.6,23.0
97,71.0015,3,8,21,31,40,103,2,3,0,0,1,1,1,1,0,0,2,0,1,2,0,0,20.6,21.0
98,71.0015,5,9,18,24,41,97,2,3,0,0,0,1,2,2,0,0,2,1,1,1,0,0,19.4,18.0
99,71.0015,9,12,17,28,37,103,2,3,0,0,1,0,0,0,0,0,2,1,0,0,1,1,20.6,17.0
100,71.0015,5,11,24,30,33,103,2,3,0,0,0,1,1,1,0,0,2,1,2,0,0,0,20.6,24.0
101,71.0015,1,9,20,32,41,103,2,3,0,0,1,0,0,0,0,0,2,1,0,1,1,0,20.6,20.0
102,71.0015,4,10,23,27,39,103,2,3,0,0,0,0,1,2,0,0,2,1,1,0,1,0,20.6,23.0
103,71.0015,8,15,18,23,39,103,2,3,0,0,1,0,2,2,0,0,2,2,1,0,0,0,20.6,18.0
104,71.0005,4,5,13,36,41,99,2,3,1,0,0,1,1,1,0,0,1,0,1,2,1,0,19.8,13.0
105,71.0005,3,16,17,28,35,99,2,3,1,0,0,0,1,1,0,0,1,0,2,1,0,1,19.8,17.0
106,70.51,4,18,28,33,37,120,3,2,0,0,1,0,1,1,0,0,0,2,0,0,2,1,24.0,28.0
107,70.509,3,16,20,37,42,118,3,2,0,0,0,0,1,1,0,0,1,1,1,1,1,0,23.6,20.0
108,70.507,12,16,23,28,35,114,3,2,0,0,0,0,2,2,0,0,0,2,2,0,0,1,22.8,23.0
109,70.506,4,13,17,38,40,112,3,2,0,0,0,1,2,2,0,0,1,1,1,1,1,0,22.4,17.0
110,70.506,2,16,22,35,37,112,3,2,0,0,1,0,1,1,0,0,1,0,2,1,1,0,22.4,22.0
111,70.506,9,16,22,30,35,112,3,2,0,0,0,0,1,1,0,0,1,0,3,1,0,0,22.4,22.0
112,70.506,2,16,22,33,39,112,3,2,0,0,1,0,1,1,0,0,1,1,2,1,0,0,22.4,22.0
113,70.503,2,4,16,35,37,94,3,2,0,0,0,0,1,1,0,0,1,0,2,0,2,0,18.8,16.0
114,70.503,12,17,22,25,30,106,3,2,0,0,1,0,0,0,0,0,1,1,2,1,0,0,21.2,22.0
115,70.502,5,9,12,28,42,96,3,2,0,0,1,1,1,1,0,0,2,1,1,0,0,1,19.2,12.0
116,70.502,4,10,13,35,42,104,3,2,0,0,0,0,0,1,0,0,2,0,1,1,1,0,20.8,13.0
117,70.502,7,15,18,28,36,104,3,2,0,0,1,1,2,2,0,0,2,1,1,0,0,1,20.8,18.0
118,70.502,6,11,20,28,39,104,3,2,0,0,0,0,0,0,0,0,2,1,1,0,0,1,20.8,20.0
119,70.502,7,12,15,24,38,96,3,2,0,0,0,1,2,2,0,0,2,2,1,0,0,0,19.2,15.0
120,70.502,9,12,14,28,33,96,3,2,0,0,0,1,1,1,0,0,2,2,0,0,0,1,19.2,14.0
121,70.502,4,11,16,31,42,104,3,2,0,0,1,0,1,1,0,0,2,0,1,1,1,0,20.8,16.0
122,70.502,2,10,22,29,41,104,3,2,0,0,1,0,0,2,0,0,2,1,0,2,0,0,20.8,22.0
123,70.502,3,17,26,28,30,104,3,2,0,0,0,0,0,0,0,0,2,0,1,1,0,1,20.8,26.0
124,70.502,5,17,24,28,30,104,3,2,0,0,0,1,1,1,0,0,2,0,2,0,0,1,20.8,24.0
125,70.502,1,16,22,26,39,104,3,2,0,0,1,0,1,1,0,0,2,0,2,1,0,0,20.8,22.0
126,70.501,3,18,21,22,38,102,3,2,1,0,1,0,2,2,0,0,1,2,0,2,0,0,20.4,21.0
127,70.501,4,12,25,26,31,98,3,2,1,0,0,0,0,0,0,0,1,1,1,1,1,0,19.6,25.0
128,70.0105,5,18,22,37,39,121,2,3,0,0,0,1,2,2,0,0,0,1,2,1,1,0,24.2,22.0
129,70.0095,4,17,25,33,40,119,2,3,0,0,0,1,1,1,0,0,1,1,2,0,1,0,23.8,25.0
130,70.0095,6,12,23,37,41,119,2,3,0,0,0,0,1,1,0,0,1,2,0,1,1,0,23.8,23.0
131,70.0075,5,20,23,32,35,115,2,3,0,0,1,1,2,2,0,0,0,2,2,0,1,0,23.0,23.0
132,70.0065,4,19,24,31,35,113,2,3,0,0,1,0,0,0,0,0,1,0,1,1,1,1,22.6,24.0
133,70.0065,5,10,16,25,31,87,2,3,0,0,1,1,2,3,0,0,1,0,3,1,0,0,17.4,16.0
134,70.0065,3,12,18,21,33,87,2,3,0,0,1,0,1,1,0,0,1,3,0,1,0,0,17.4,18.0
135,70.0035,4,11,13,30,35,93,2,3,0,0,0,0,0,0,0,0,1,0,2,1,1,0,18.6,13.0
136,70.0025,5,12,19,27,42,105,2,3,0,0,1,1,1,1,0,0,2,1,1,0,0,1,21.0,19.0
137,70.0015,7,16,21,22,31,97,2,3,1,0,1,1,2,2,0,0,1,0,2,2,0,0,19.4,21.0
138,70.0015,4,18,19,27,35,103,2,3,1,0,0,0,1,1,0,0,1,1,1,0,1,1,20.6,19.0
139,70.0015,4,5,15,32,41,97,2,3,1,0,1,1,1,1,0,0,1,0,1,1,2,0,19.4,15.0
140,69.51,4,13,24,38,41,120,3,2,0,0,1,0,1,1,0,0,1,1,0,2,1,0,24.0,24.0
141,69.507,4,18,25,31,36,114,3,2,0,0,0,0,1,1,0,0,1,1,1,1,1,0,22.8,25.0
142,69.504,15,18,20,23,32,108,3,2,0,0,0,0,2,2,0,0,1,3,0,0,1,0,21.6,20.0
143,69.503,2,14,18,25,35,94,3,2,0,0,1,1,2,2,0,0,2,1,2,0,0,0,18.8,18.0
144,69.503,8,10,18,29,41,106,3,2,0,0,1,0,1,3,0,0,2,2,0,1,0,0,21.2,18.0
145,69.503,2,15,18,28,31,94,3,2,0,0,1,0,1,1,0,0,2,1,0,1,0,1,18.8,18.0
146,69.503,2,11,28,30,35,106,3,2,0,0,0,0,0,0,0,0,2,0,2,0,0,1,21.2,28.0
147,69.503,1,6,18,29,40,94,3,2,0,0,0,1,2,3,0,0,2,2,1,0,0,0,18.8,18.0
148,69.503,3,12,14,26,39,94,3,2,0,0,0,1,1,1,0,0,2,1,1,1,0,0,18.8,14.0
149,69.502,3,4,27,30,40,104,3,2,1,0,1,1,1,1,0,0,1,0,2,1,1,0,20.8,27.0
150,69.502,4,12,25,26,37,104,3,2,1,0,0,0,0,0,0,0,1,1,1,0,2,0,20.8,25.0
151,69.5,8,11,19,30,32,100,3,2,0,0,0,0,0,0,0,0,2,0,1,0,1,1,20.0,19.0
152,69.0115,3,13,32,35,40,123,2,3,0,0,1,1,1,1,0,0,0,0,2,2,1,0,24.6,32.0
153,69.0105,9,12,23,37,40,121,2,3,0,0,0,1,2,2,0,0,1,2,1,0,1,0,24.2,23.0
154,69.0075,3,9,16,25,32,85,2,3,0,0,0,0,1,1,0,0,1,0,2,1,1,0,17.0,16.0
155,69.0075,2,19,25,29,40,115,2,3,0,0,1,1,1,2,0,0,1,1,2,0,0,1,23.0,25.0
156,69.0045,5,9,12,30,35,91,2,3,0,0,1,1,1,1,0,0,1,1,3,0,0,0,18.2,12.0
157,69.0045,4,15,18,25,29,91,2,3,0,0,1,0,1,2,0,0,1,2,1,0,1,0,18.2,18.0
158,69.0035,2,11,18,25,37,93,2,3,0,0,0,0,1,1,0,0,2,1,1,0,1,0,18.6,18.0
159,69.0035,6,9,19,32,41,107,2,3,0,0,1,0,0,0,0,0,2,0,0,1,1,1,21.4,19.0
160,69.0035,3,19,21,26,38,107,2,3,0,0,0,0,1,1,0,0,2,1,0,1,0,1,21.4,21.0
161,69.0035,1,10,18,25,39,93,2,3,0,0,0,0,1,2,0,0,2,1,2,0,0,0,18.6,18.0
162,69.0035,8,15,20,25,39,107,2,3,0,0,1,0,0,0,0,0,2,1,2,0,0,0,21.4,20.0
163,69.0035,7,13,17,20,36,93,2,3,0,0,1,1,1,1,0,0,2,1,1,1,0,0,18.6,17.0
164,69.0035,4,13,17,25,34,93,2,3,0,0,1,1,1,1,0,0,2,0,1,1,1,0,18.6,17.0
165,69.0035,1,18,21,30,37,107,2,3,0,0,1,0,1,1,0,0,2,1,1,0,1,0,21.4,21.0
166,69.0035,2,11,23,33,38,107,2,3,0,0,1,0,2,2,0,0,2,3,0,0,0,0,21.4,23.0
167,69.0035,2,10,25,29,41,107,2,3,0,0,0,0,0,2,0,0,2,1,1,1,0,0,21.4,25.0
168,69.0005,4,8,21,25,41,99,2,3,0,0,1,0,0,0,0,0,2,0,1,1,1,0,19.8,21.0
169,69.0005,5,9,20,24,41,99,2,3,0,0,0,1,1,1,0,0,2,1,1,1,0,0,19.8,20.0
170,69.0005,8,10,13,31,37,99,2,3,0,0,0,0,0,1,0,0,2,0,0,2,1,0,19.8,13.0
171,69.0005,2,7,24,31,35,99,2,3,0,0,0,1,1,1,0,0,2,0,2,1,0,0,19.8,24.0
172,69.0005,2,6,29,31,33,101,2,3,0,0,0,0,0,1,0,0,2,2,0,1,0,0,20.2,29.0
173,68.508,1,4,18,29,32,84,3,2,0,0,0,0,1,2,0,0,1,2,0,0,2,0,16.8,18.0
174,68.508,4,6,13,20,41,84,3,2,0,0,0,0,0,0,0,0,1,1,0,2,1,0,16.8,13.0
175,68.508,4,7,10,28,35,84,3,2,0,0,0,1,1,2,0,0,1,0,2,0,1,1,16.8,10.0
176,68.504,4,11,18,24,35,92,3,2,0,0,1,0,1,1,0,0,2,1,1,0,1,0,18.4,18.0
177,68.504,4,17,26,29,32,108,3,2,0,0,0,0,0,1,0,0,2,1,0,0,2,0,21.6,26.0
178,68.504,4,5,28,33,38,108,3,2,1,0,1,1,2,2,0,0,0,2,1,0,1,1,21.6,28.0
179,68.504,2,13,16,25,36,92,3,2,0,0,1,0,1,1,0,0,2,0,2,1,0,0,18.4,16.0
180,68.504,2,17,19,30,40,108,3,2,0,0,1,1,1,1,0,0,2,0,2,0,0,1,21.6,19.0
181,68.504,6,13,16,31,42,108,3,2,0,0,1,0,1,1,0,0,2,0,1,2,0,0,21.6,16.0
182,68.503,6,19,20,29,32,106,3,2,1,0,1,0,0,1,0,0,1,2,0,0,1,1,21.2,20.0
183,68.501,2,5,16,36,39,98,3,2,0,0,1,1,2,2,0,0,2,0,3,0,0,0,19.6,16.0
184,68.501,3,9,12,36,38,98,3,2,0,0,0,0,1,1,0,0,2,2,0,1,0,0,19.6,12.0
185,68.5,5,10,21,26,38,100,3,2,0,0,0,1,2,3,0,0,3,1,1,0,0,0,20.0,21.0
186,68.5,4,13,21,26,36,100,3,2,0,0,1,0,0,0,0,0,3,0,0,1,1,0,20.0,21.0
187,68.5,4,14,19,21,42,100,3,2,0,0,1,1,1,1,0,0,3,0,0,0,1,1,20.0,19.0
188,68.5,8,13,15,24,40,100,3,2,0,0,0,1,1,1,0,0,3,0,1,1,0,0,20.0,15.0
189,68.5,6,14,17,22,41,100,3,2,0,0,0,1,1,1,0,0,3,0,0,2,0,0,20.0,17.0
190,68.0075,2,13,21,38,41,115,2,3,0,0,1,0,1,1,0,0,2,1,0,2,0,0,23.0,21.0
191,68.0045,7,18,19,22,25,91,2,3,1,0,0,1,2,2,0,0,0,1,2,1,0,1,18.2,19.0
192,68.0045,3,18,19,32,37,109,2,3,1,0,0,0,1,1,0,0,0,1,0,1,2,1,21.8,19.0
193,68.0045,4,6,21,37,41,109,2,3,0,0,1,0,0,0,0,0,2,0,0,1,2,0,21.8,21.0
194,68.0045,8,11,20,29,41,109,2,3,0,0,1,0,0,1,0,0,2,2,0,1,0,0,21.8,20.0
195,68.0045,7,11,26,28,37,109,2,3,0,0,1,1,1,1,0,0,2,0,1,0,1,1,21.8,26.0
196,68.0045,2,13,19,23,34,91,2,3,0,0,1,1,2,2,0,0,2,1,0,1,0,1,18.2,19.0
197,68.0045,4,16,21,27,41,109,2,3,0,0,1,0,1,1,0,0,2,0,1,1,1,0,21.8,21.0
198,68.0035,1,12,13,29,38,93,2,3,1,0,0,0,1,2,0,0,1,3,0,1,0,0,18.6,13.0
199,68.0035,7,8,12,25,41,93,2,3,1,0,0,1,1,1,0,0,1,1,2,1,0,0,18.6,12.0
200,68.0035,4,15,28,29,31,107,2,3,1,0,0,0,0,1,0,0,1,1,0,1,1,1,21.4,28.0
201,68.0015,11,15,20,25,32,103,2,3,0,0,1,0,0,0,0,0,2,1,1,0,1,0,20.6,20.0
202,68.0015,1,14,19,30,33,97,2,3,0,0,0,1,1,1,0,0,2,1,1,0,0,1,19.4,19.0
203,68.0005,1,6,19,31,42,99,2,3,0,0,1,0,0,0,0,0,3,0,0,1,0,1,19.8,19.0
204,68.0005,1,15,19,26,38,99,2,3,0,0,0,0,1,1,0,0,3,1,0,0,0,1,19.8,19.0
205,68.0005,8,11,17,23,40,99,2,3,0,0,0,1,2,2,0,0,3,1,1,0,0,0,19.8,17.0
206,68.0005,6,8,19,27,39,99,2,3,0,0,1,0,0,0,0,0,3,0,1,0,0,1,19.8,19.0
207,68.0005,1,14,23,25,36,99,2,3,0,0,0,1,2,2,0,0,3,1,1,0,0,0,19.8,23.0
208,68.0005,9,12,15,26,39,101,2,3,0,0,1,0,0,0,0,0,3,1,1,0,0,0,20.2,15.0
209,68.0005,6,9,15,31,40,101,2,3,0,0,0,1,1,1,0,0,3,0,1,1,0,0,20.2,15.0
210,67.513,13,16,25,32,40,126,3,2,0,0,0,1,2,2,0,0,0,0,3,1,1,0,25.2,25.0
211,67.512,4,13,28,37,42,124,3,2,0,0,0,0,0,0,0,0,1,0,0,1,2,1,24.8,28.0
212,67.509,2,4,19,25,32,82,3,2,0,0,1,0,0,0,0,0,1,0,1,0,2,1,16.4,19.0
213,67.508,9,16,21,30,40,116,3,2,0,0,1,1,2,2,0,0,2,0,3,0,0,0,23.2,21.0
214,67.506,2,7,20,28,31,88,3,2,0,0,0,1,1,1,0,0,1,1,1,1,0,1,17.6,20.0
215,67.506,2,5,12,30,39,88,3,2,0,0,1,1,1,1,0,0,1,1,3,0,0,0,17.6,12.0
216,67.505,8,16,19,27,40,110,3,2,0,0,0,1,2,2,0,0,2,0,2,0,0,1,22.0,19.0
217,67.505,3,6,18,26,37,90,3,2,0,0,1,0,1,1,0,0,2,1,0,1,1,0,18.0,18.0
218,67.505,1,13,18,22,36,90,3,2,0,0,0,0,1,1,0,0,2,1,0,2,0,0,18.0,18.0
219,67.505,3,10,12,26,39,90,3,2,0,0,0,0,0,1,0,0,2,1,1,1,0,0,18.0,12.0
220,67.505,8,12,23,31,36,110,3,2,0,0,0,0,1,1,0,0,2,2,0,1,0,0,22.0,23.0
221,67.504,7,16,26,29,30,108,3,2,1,0,1,1,2,3,0,0,1,1,3,0,0,0,21.6,26.0
222,67.504,7,19,20,24,38,108,3,2,1,0,0,1,2,2,0,0,1,2,1,0,0,1,21.6,20.0
223,67.502,3,6,22,29,36,96,3,2,0,0,1,0,0,1,0,0,2,1,0,2,0,0,19.2,22.0
224,67.502,3,8,19,36,38,104,3,2,0,0,1,0,1,1,0,0,2,1,0,1,0,1,20.8,19.0
225,67.502,3,6,24,28,35,96,3,2,0,0,0,0,0,0,0,0,2,0,1,1,0,1,19.2,24.0
226,67.501,8,10,12,27,41,98,3,2,0,0,0,0,0,1,0,0,3,1,0,1,0,0,19.6,12.0
227,67.501,7,10,18,21,42,98,3,2,0,0,0,1,2,3,0,0,3,1,1,0,0,0,19.6,18.0
228,67.501,2,17,20,26,33,98,3,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,19.6,20.0
229,67.501,4,15,16,32,35,102,3,2,1,0,1,0,1,1,0,0,1,0,2,0,2,0,20.4,16.0
230,67.501,2,11,22,29,34,98,3,2,0,0,1,1,1,2,0,0,3,1,0,1,0,0,19.6,22.0
231,67.501,2,16,21,24,39,102,3,2,0,0,0,0,1,1,0,0,3,0,2,0,0,0,20.4,21.0
232,67.5,5,12,26,27,30,100,3,2,1,0,0,1,1,1,0,0,2,1,2,0,0,0,20.0,26.0
233,67.0135,5,20,22,39,41,127,2,3,0,0,0,1,1,1,0,0,0,1,2,2,0,0,25.4,22.0
234,67.0105,4,7,13,16,39,79,2,3,0,0,0,1,2,2,0,0,0,0,3,1,1,0,15.8,13.0
235,67.0105,4,25,28,31,33,121,2,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,24.2,28.0
