Rank,Score,Num1,Num2,Num3,Num4,Num5,Sum,Even,Odd,Seq2,Seq3,Mod,Dup1,Dup2,Dup3,RankScore,Mean,Median
39,67.501,1,16,20,23,42,102,3,2,0,0,0,1,2,3,40.0,20.4,20
40,67.501,2,7,21,30,42,102,3,2,0,0,1,0,1,3,40.0,20.4,21
41,67.501,4,8,15,29,42,98,3,2,0,0,0,0,0,2,40.0,19.6,15
42,67.0015,1,11,17,26,42,97,2,3,0,0,1,0,1,2,40.0,19.4,17
43,67.0015,6,11,18,27,35,97,2,3,0,0,0,0,1,1,40.0,19.4,18
44,67.0015,6,12,21,23,35,97,2,3,0,0,0,0,1,1,40.0,19.4,21
45,67.0015,7,13,18,28,31,97,2,3,0,0,1,1,1,2,40.0,19.4,18
46,67.0015,2,15,23,25,38,103,2,3,0,0,1,1,2,2,40.0,20.6,23
47,67.0015,9,14,17,23,34,97,2,3,0,0,1,0,1,2,40.0,19.4,17
48,67.0015,3,19,21,24,36,103,2,3,0,0,0,0,0,0,40.0,20.6,21
49,67.0015,2,17,21,26,37,103,2,3,0,0,1,0,0,0,40.0,20.6,21
50,67.0015,6,11,15,29,42,103,2,3,0,0,0,0,1,3,40.0,20.6,15
51,67.0015,2,4,19,37,41,103,2,3,0,0,0,0,0,0,40.0,20.6,19
52,67.0015,7,9,14,29,38,97,2,3,0,0,1,0,0,3,40.0,19.4,14
53,67.0015,3,17,20,25,32,97,2,3,0,0,0,1,1,1,40.0,19.4,20
54,67.0015,7,11,18,24,37,97,2,3,0,0,1,0,1,2,40.0,19.4,18
55,67.0015,3,6,17,36,41,103,2,3,0,0,1,0,0,0,40.0,20.6,17
56,67.0015,1,14,20,27,41,103,2,3,0,0,1,0,0,0,40.0,20.6,20
57,67.0015,2,19,21,25,36,103,2,3,0,0,0,1,1,1,40.0,20.6,21
58,67.0015,3,10,19,30,41,103,2,3,0,0,1,0,1,2,40.0,20.6,19
59,67.0015,4,13,19,27,40,103,2,3,0,0,0,1,1,1,40.0,20.6,19
60,66.502,8,15,22,26,33,104,3,2,0,0,0,1,1,1,40.0,20.8,22
61,66.502,2,6,11,37,40,96,3,2,0,0,0,1,2,2,40.0,19.2,11
62,66.502,7,9,18,26,36,96,3,2,0,0,1,0,0,2,40.0,19.2,18
63,66.502,7,12,20,26,31,96,3,2,0,0,0,1,1,2,40.0,19.2,20
64,66.502,1,19,22,28,34,104,3,2,0,0,0,1,1,1,40.0,20.8,22
65,66.502,7,10,25,28,34,104,3,2,0,0,0,1,1,3,40.0,20.8,25
66,66.502,2,5,19,28,42,96,3,2,0,0,1,0,0,1,40.0,19.2,19
67,66.502,9,13,18,28,36,104,3,2,0,0,1,0,0,1,40.0,20.8,18
68,66.502,1,12,20,25,38,96,3,2,0,0,0,1,1,1,40.0,19.2,20
69,66.502,5,10,21,28,32,96,3,2,0,0,0,0,0,1,40.0,19.2,21
70,66.502,1,12,19,30,42,104,3,2,0,0,1,0,1,2,40.0,20.8,19
71,66.502,4,15,19,28,38,104,3,2,0,0,1,0,0,0,40.0,20.8,19
72,66.502,9,12,17,28,30,96,3,2,0,0,0,0,1,2,40.0,19.2,17
73,66.502,2,16,21,23,42,104,3,2,0,0,1,1,2,3,40.0,20.8,21
74,66.502,6,13,20,27,38,104,3,2,0,0,0,0,0,0,40.0,20.8,20
75,66.502,5,12,20,23,36,96,3,2,0,0,0,0,1,1,40.0,19.2,20
76,66.0025,4,11,17,24,39,95,2,3,0,0,1,0,1,1,40.0,19.0,17
77,66.0025,1,8,22,33,41,105,2,3,0,0,1,1,1,1,40.0,21.0,22
78,66.0025,5,14,21,23,42,105,2,3,0,0,0,0,1,2,40.0,21.0,21
79,66.0025,3,14,18,29,41,105,2,3,0,0,0,0,0,1,40.0,21.0,18
80,66.0025,3,12,23,27,30,95,2,3,0,0,1,0,2,2,40.0,19.0,23
81,66.0025,7,13,26,28,31,105,2,3,0,0,0,1,1,2,40.0,21.0,26
82,66.0025,6,9,18,29,33,95,2,3,0,0,1,0,0,2,40.0,19.0,18
83,66.0025,7,14,19,28,37,105,2,3,0,0,1,0,0,1,40.0,21.0,19
84,66.0025,9,12,24,29,31,105,2,3,0,0,1,1,1,3,40.0,21.0,24
85,66.0025,9,14,19,21,32,95,2,3,0,0,1,0,0,1,40.0,19.0,19
86,66.0025,2,5,19,29,40,95,2,3,0,0,1,1,1,2,40.0,19.0,19
87,65.503,5,14,19,28,40,106,3,2,0,0,0,1,1,1,40.0,21.2,19
88,65.503,1,18,21,32,34,106,3,2,0,0,1,0,0,0,40.0,21.2,21
89,65.503,5,8,12,27,42,94,3,2,0,0,1,0,0,1,40.0,18.8,12
90,65.503,8,11,25,28,34,106,3,2,0,0,1,1,2,2,40.0,21.2,25
91,65.503,2,13,19,24,36,94,3,2,0,0,0,0,0,0,40.0,18.8,19
92,65.503,7,10,16,24,37,94,3,2,0,0,1,1,1,3,40.0,18.8,16
93,65.503,1,14,28,30,33,106,3,2,0,0,0,0,1,1,40.0,21.2,28
94,65.503,4,10,19,31,42,106,3,2,0,0,0,1,1,3,40.0,21.2,19
95,65.503,2,7,14,29,42,94,3,2,0,0,1,0,0,3,40.0,18.8,14
96,65.503,6,8,18,27,35,94,3,2,0,0,1,0,0,0,40.0,18.8,18
97,65.503,2,9,13,28,42,94,3,2,0,0,1,0,0,2,40.0,18.8,13
98,65.503,5,12,24,26,39,106,3,2,0,0,0,0,0,0,40.0,21.2,24
99,65.503,8,15,24,26,33,106,3,2,0,0,0,0,0,0,40.0,21.2,24
100,65.503,5,14,16,29,42,106,3,2,0,0,0,1,1,3,40.0,21.2,16
101,65.503,1,4,22,37,42,106,3,2,0,0,1,1,1,2,40.0,21.2,22
102,65.503,5,19,22,28,32,106,3,2,0,0,1,1,1,1,40.0,21.2,22
103,65.503,6,13,22,29,36,106,3,2,0,0,1,1,1,2,40.0,21.2,22
104,65.503,7,14,18,26,41,106,3,2,0,0,0,0,0,1,40.0,21.2,18
105,65.503,6,8,16,29,35,94,3,2,0,0,1,1,1,2,40.0,18.8,16
106,65.503,3,6,18,25,42,94,3,2,0,0,0,1,1,2,40.0,18.8,18
107,65.503,3,14,18,29,42,106,3,2,0,0,0,0,0,2,40.0,21.2,18
108,65.503,4,9,22,30,41,106,3,2,0,0,0,1,2,3,40.0,21.2,22
109,65.503,1,10,14,27,42,94,3,2,0,0,0,0,0,2,40.0,18.8,14
110,65.503,4,6,17,27,40,94,3,2,0,0,1,1,1,1,40.0,18.8,17
111,65.503,8,17,20,24,37,106,3,2,0,0,1,0,0,0,40.0,21.2,20
112,65.503,1,12,18,28,35,94,3,2,0,0,1,0,0,0,40.0,18.8,18
113,65.503,6,10,13,26,39,94,3,2,0,0,1,0,0,1,40.0,18.8,13
114,65.5,7,12,14,32,35,100,3,2,0,0,1,0,0,1,40.0,20.0,14
115,65.5,2,4,23,34,37,100,3,2,0,0,1,0,1,1,40.0,20.0,23
116,65.5,6,9,19,32,34,100,3,2,0,0,1,0,0,1,40.0,20.0,19
117,65.5,5,7,26,30,32,100,3,2,0,0,0,0,1,2,40.0,20.0,26
118,65.5,6,8,10,37,39,100,3,2,0,0,0,0,0,1,40.0,20.0,10
119,65.5,4,6,27,30,33,100,3,2,0,0,0,0,1,1,40.0,20.0,27
120,65.5,5,10,12,34,39,100,3,2,0,0,0,0,0,1,40.0,20.0,12
121,65.5,2,8,22,27,41,100,3,2,0,0,1,1,1,1,40.0,20.0,22
122,65.5,4,10,18,33,35,100,3,2,0,0,0,0,0,1,40.0,20.0,18
123,65.0065,6,13,20,33,41,113,2,3,0,0,1,0,0,0,40.0,22.6,20
124,65.0065,1,13,27,32,40,113,2,3,0,0,0,1,1,1,40.0,22.6,27
125,65.0035,6,11,17,22,37,93,2,3,0,0,1,1,2,2,40.0,18.6,17
126,65.0035,5,14,20,31,37,107,2,3,0,0,0,1,1,1,40.0,21.4,20
127,65.0035,2,11,23,33,38,107,2,3,0,0,1,0,2,2,40.0,21.4,23
128,65.0035,6,13,16,21,37,93,2,3,0,0,1,1,1,1,40.0,18.6,16
129,65.0035,2,12,21,33,39,107,2,3,0,0,1,0,0,0,40.0,21.4,21
130,65.0035,2,4,21,39,41,107,2,3,0,0,1,0,0,0,40.0,21.4,21
131,65.0035,3,9,20,33,42,107,2,3,0,0,1,0,0,2,40.0,21.4,20
132,65.0035,8,11,20,29,39,107,2,3,0,0,1,0,1,2,40.0,21.4,20
133,65.0035,7,9,11,28,38,93,2,3,0,0,1,0,1,3,40.0,18.6,11
134,65.0035,5,10,18,27,33,93,2,3,0,0,0,0,0,1,40.0,18.6,18
135,65.0035,2,13,23,28,41,107,2,3,0,0,1,0,1,1,40.0,21.4,23
136,65.0035,8,10,21,27,41,107,2,3,0,0,1,0,0,1,40.0,21.4,21
137,65.0035,6,17,25,27,32,107,2,3,0,0,1,1,1,1,40.0,21.4,25
138,65.0035,8,11,15,32,41,107,2,3,0,0,1,0,1,1,40.0,21.4,15
139,65.0035,2,13,26,29,37,107,2,3,0,0,0,0,0,1,40.0,21.4,26
140,65.0035,5,13,18,25,32,93,2,3,0,0,1,1,1,1,40.0,18.6,18
141,65.0035,5,7,15,24,42,93,2,3,0,0,1,0,0,2,40.0,18.6,15
142,65.0035,1,12,27,32,35,107,2,3,0,0,1,0,0,0,40.0,21.4,27
143,65.0035,7,10,22,27,41,107,2,3,0,0,1,1,1,3,40.0,21.4,22
144,65.0005,6,8,15,35,37,101,2,3,0,0,1,0,0,0,40.0,20.2,15
145,65.0005,3,10,14,35,39,101,2,3,0,0,0,0,0,1,40.0,20.2,14
146,65.0005,7,9,24,27,32,99,2,3,0,0,1,0,0,2,40.0,19.8,24
147,65.0005,3,10,19,31,38,101,2,3,0,0,0,1,1,2,40.0,20.2,19
148,65.0005,5,9,24,28,33,99,2,3,0,0,0,0,0,1,40.0,19.8,24
149,65.0005,5,11,18,30,35,99,2,3,0,0,1,0,2,2,40.0,19.8,18
150,64.507,2,14,24,33,41,114,3,2,0,0,1,0,0,0,40.0,22.8,24
151,64.504,2,6,28,31,41,108,3,2,0,0,1,1,1,1,40.0,21.6,28
152,64.504,1,11,22,36,38,108,3,2,0,0,1,1,2,2,40.0,21.6,22
153,64.504,2,9,18,29,34,92,3,2,0,0,1,0,0,2,40.0,18.4,18
154,64.504,9,11,18,24,30,92,3,2,0,0,0,0,2,3,40.0,18.4,18
155,64.504,4,15,24,29,36,108,3,2,0,0,1,0,0,1,40.0,21.6,24
156,64.504,7,12,14,34,41,108,3,2,0,0,1,0,0,1,40.0,21.6,14
157,64.504,2,6,16,27,41,92,3,2,0,0,1,1,1,1,40.0,18.4,16
158,64.504,2,12,17,21,40,92,3,2,0,0,1,1,1,1,40.0,18.4,17
159,64.504,2,4,16,29,41,92,3,2,0,0,0,1,1,2,40.0,18.4,16
160,64.504,6,12,14,27,33,92,3,2,0,0,0,0,0,0,40.0,18.4,14
161,64.504,5,12,21,24,30,92,3,2,0,0,0,0,1,1,40.0,18.4,21
162,64.504,4,6,19,23,40,92,3,2,0,0,0,1,2,2,40.0,18.4,19
163,64.504,3,6,19,26,38,92,3,2,0,0,1,0,0,0,40.0,18.4,19
164,64.504,3,10,19,28,32,92,3,2,0,0,0,0,0,1,40.0,18.4,19
165,64.504,2,17,23,32,34,108,3,2,0,0,1,0,1,1,40.0,21.6,23
166,64.504,6,12,17,33,40,108,3,2,0,0,0,1,1,1,40.0,21.6,17
167,64.504,5,12,26,28,37,108,3,2,0,0,0,0,0,0,40.0,21.6,26
168,64.504,2,4,19,28,39,92,3,2,0,0,1,0,0,0,40.0,18.4,19
169,64.501,6,9,20,23,40,98,3,2,0,0,1,1,2,3,40.0,19.6,20
170,64.501,2,15,18,30,37,102,3,2,0,0,0,0,1,1,40.0,20.4,18
171,64.501,1,9,20,32,36,98,3,2,0,0,0,0,0,1,40.0,19.6,20
172,64.501,6,8,21,29,34,98,3,2,0,0,0,0,0,1,40.0,19.6,21
173,64.501,2,5,26,28,41,102,3,2,0,0,0,0,0,0,40.0,20.4,26
174,64.501,2,5,26,31,34,98,3,2,0,0,0,1,1,1,40.0,19.6,26
175,64.501,4,6,23,29,40,102,3,2,0,0,0,1,2,3,40.0,20.4,23
176,64.501,2,8,25,29,38,102,3,2,0,0,1,1,1,2,40.0,20.4,25
177,64.501,4,9,23,32,34,102,3,2,0,0,1,0,1,2,40.0,20.4,23
178,64.501,3,9,20,30,36,98,3,2,0,0,1,0,1,2,40.0,19.6,20
179,64.501,4,9,23,30,36,102,3,2,0,0,0,0,2,3,40.0,20.4,23
180,64.0075,2,15,21,36,41,115,2,3,0,0,1,0,0,0,40.0,23.0,21
181,64.0045,1,9,22,36,41,109,2,3,0,0,1,1,1,2,40.0,21.8,22
182,64.0045,3,12,19,34,41,109,2,3,0,0,0,0,0,0,40.0,21.8,19
183,64.0045,4,19,21,30,35,109,2,3,0,0,0,0,1,1,40.0,21.8,21
184,64.0045,8,17,24,29,31,109,2,3,0,0,0,1,1,2,40.0,21.8,24
185,64.0045,7,15,23,30,34,109,2,3,0,0,0,0,2,3,40.0,21.8,23
186,64.0045,8,14,21,31,35,109,2,3,0,0,1,1,1,1,40.0,21.8,21
187,64.0045,2,5,26,35,41,109,2,3,0,0,1,0,0,0,40.0,21.8,26
188,64.0045,2,11,29,31,36,109,2,3,0,0,1,1,2,3,40.0,21.8,29
189,64.0045,7,13,16,20,35,91,2,3,0,0,0,1,1,2,40.0,18.2,16
190,64.0045,9,15,21,28,36,109,2,3,0,0,0,0,0,1,40.0,21.8,21
191,64.0045,4,8,17,23,39,91,2,3,0,0,0,0,1,1,40.0,18.2,17
192,64.0045,1,16,27,30,35,109,2,3,0,0,0,1,2,2,40.0,21.8,27
193,64.0045,9,18,21,24,37,109,2,3,0,0,0,0,0,1,40.0,21.8,21
194,64.0045,3,5,28,31,42,109,2,3,0,0,0,1,1,2,40.0,21.8,28
195,64.0045,7,12,15,26,31,91,2,3,0,0,0,1,1,2,40.0,18.2,15
196,64.0045,4,11,27,31,36,109,2,3,0,0,1,1,2,2,40.0,21.8,27
197,64.0045,3,11,13,24,40,91,2,3,0,0,1,1,2,2,40.0,18.2,13
198,64.0045,1,9,23,36,40,109,2,3,0,0,0,1,2,3,40.0,21.8,23
199,64.0045,4,14,19,21,33,91,2,3,0,0,1,0,0,0,40.0,18.2,19
200,64.0045,5,11,16,20,39,91,2,3,0,0,0,1,2,2,40.0,18.2,16
201,64.0045,5,10,24,31,39,109,2,3,0,0,0,1,1,2,40.0,21.8,24
202,64.0045,2,5,19,26,39,91,2,3,0,0,1,0,0,0,40.0,18.2,19
203,64.0015,1,7,23,30,36,97,2,3,0,0,0,0,2,3,40.0,19.4,23
204,64.0015,2,6,23,35,37,103,2,3,0,0,0,0,1,1,40.0,20.6,23
205,64.0015,3,8,24,29,39,103,2,3,0,0,1,0,0,1,40.0,20.6,24
206,64.0015,6,12,19,31,35,103,2,3,0,0,0,1,1,1,40.0,20.6,19
207,64.0015,5,7,20,29,36,97,2,3,0,0,0,0,0,2,40.0,19.4,20
208,64.0015,7,10,17,33,36,103,2,3,0,0,1,0,0,2,40.0,20.6,17
209,64.0015,4,6,23,25,39,97,2,3,0,0,0,1,2,2,40.0,19.4,23
210,64.0015,1,7,22,28,39,97,2,3,0,0,0,1,1,2,40.0,19.4,22
211,64.0015,4,9,17,30,37,97,2,3,0,0,1,0,1,2,40.0,19.4,17
212,63.508,4,10,28,33,41,116,3,2,0,0,0,0,0,1,40.0,23.2,28
213,63.508,3,14,20,38,41,116,3,2,0,0,0,0,0,0,40.0,23.2,20
214,63.505,2,10,21,24,33,90,3,2,0,0,0,0,0,1,40.0,18.0,21
215,63.505,5,12,18,21,34,90,3,2,0,0,0,0,0,0,40.0,18.0,18
216,63.505,5,14,24,30,37,110,3,2,0,0,1,0,1,1,40.0,22.0,24
217,63.505,5,10,25,34,36,110,3,2,0,0,1,1,1,2,40.0,22.0,25
218,63.505,7,10,17,22,34,90,3,2,0,0,1,1,1,3,40.0,18.0,17
219,63.505,8,15,18,27,42,110,3,2,0,0,1,0,0,1,40.0,22.0,18
220,63.505,2,19,22,30,37,110,3,2,0,0,1,1,2,2,40.0,22.0,22
221,63.505,5,10,19,26,30,90,3,2,0,0,1,0,1,2,40.0,18.0,19
222,63.505,2,19,21,28,40,110,3,2,0,0,0,1,1,1,40.0,22.0,21
223,63.505,4,6,26,33,41,110,3,2,0,0,1,0,0,0,40.0,22.0,26
224,63.505,7,14,22,30,37,110,3,2,0,0,1,1,2,3,40.0,22.0,22
225,63.505,5,11,20,36,38,110,3,2,0,0,0,0,1,1,40.0,22.0,20
226,63.505,2,8,19,26,35,90,3,2,0,0,0,0,0,0,40.0,18.0,19
227,63.505,6,15,23,30,36,110,3,2,0,0,1,0,2,2,40.0,22.0,23
228,63.505,6,12,24,27,41,110,3,2,0,0,0,0,0,0,40.0,22.0,24
229,63.502,8,13,18,30,35,104,3,2,0,0,1,0,1,1,40.0,20.8,18
230,63.502,1,4,24,30,37,96,3,2,0,0,1,0,1,1,40.0,19.2,24
231,63.502,6,8,15,36,39,104,3,2,0,0,1,0,0,0,40.0,20.8,15
232,63.502,10,14,21,26,33,104,3,2,0,0,0,0,0,1,40.0,20.8,21
233,63.502,5,12,17,34,36,104,3,2,0,0,0,0,0,0,40.0,20.8,17
234,63.502,1,8,17,34,36,96,3,2,0,0,0,0,0,0,40.0,19.2,17
235,63.502,2,5,21,32,36,96,3,2,0,0,1,0,0,0,40.0,19.2,21
236,63.502,4,7,24,29,32,96,3,2,0,0,1,0,0,2,40.0,19.2,24
237,63.502,6,17,19,30,32,104,3,2,0,0,0,0,1,1,40.0,20.8,19
238,63.502,5,7,18,32,34,96,3,2,0,0,0,0,0,1,40.0,19.2,18
239,63.502,12,15,21,24,32,104,3,2,0,0,1,0,0,0,40.0,20.8,21
240,63.5,3,17,18,20,42,100,3,2,1,0,0,0,0,1,40.0,20.0,18
241,63.5,9,10,20,23,38,100,3,2,1,0,1,0,1,3,40.0,20.0,20
242,63.5,2,18,21,22,37,100,3,2,1,0,1,1,1,1,40.0,20.0,21
243,63.0055,3,8,18,29,31,89,2,3,0,0,1,1,1,2,40.0,17.8,18
244,63.0055,4,15,27,30,35,111,2,3,0,0,1,0,1,1,40.0,22.2,27
245,63.0055,8,13,16,33,41,111,2,3,0,0,1,1,1,1,40.0,22.2,16
246,63.0055,8,10,17,21,33,89,2,3,0,0,0,0,0,1,40.0,17.8,17
247,63.0055,3,17,19,32,40,111,2,3,0,0,0,1,1,1,40.0,22.2,19
248,63.0055,3,12,17,24,33,89,2,3,0,0,1,0,0,0,40.0,17.8,17
249,63.0055,1,19,24,30,37,111,2,3,0,0,0,0,1,1,40.0,22.2,24
250,63.0055,5,17,23,28,38,111,2,3,0,0,1,0,1,1,40.0,22.2,23
251,63.0055,1,7,18,26,37,89,2,3,0,0,1,0,0,1,40.0,17.8,18
252,63.0055,5,18,24,29,35,111,2,3,0,0,1,0,0,1,40.0,22.2,24
253,63.0055,3,12,14,23,37,89,2,3,0,0,1,0,1,1,40.0,17.8,14
254,63.0055,9,18,21,27,36,111,2,3,0,0,0,0,0,1,40.0,22.2,21
255,63.0055,5,8,14,29,33,89,2,3,0,0,0,0,0,1,40.0,17.8,14
256,63.0055,1,12,28,31,39,111,2,3,0,0,1,1,1,1,40.0,22.2,28
257,63.0055,3,6,21,39,42,111,2,3,0,0,0,0,0,1,40.0,22.2,21
258,63.0055,1,13,26,32,39,111,2,3,0,0,0,0,0,0,40.0,22.2,26
259,63.0025,1,8,13,35,38,95,2,3,0,0,1,0,0,0,40.0,19.0,13
260,63.0025,6,9,12,31,37,95,2,3,0,0,0,1,1,2,40.0,19.0,12
261,63.0025,4,9,21,24,37,95,2,3,0,0,1,0,0,1,40.0,19.0,21
262,63.0025,2,8,23,33,39,105,2,3,0,0,1,0,1,1,40.0,21.0,23
263,63.0025,6,11,19,32,37,105,2,3,0,0,0,0,1,1,40.0,21.0,19
264,63.0025,1,3,28,35,38,105,2,3,0,0,1,0,0,0,40.0,21.0,28
265,63.0025,1,11,13,32,38,95,2,3,0,0,1,0,1,1,40.0,19.0,13
266,63.0025,4,7,13,33,38,95,2,3,0,0,1,0,0,1,40.0,19.0,13
267,63.0025,1,5,16,35,38,95,2,3,0,0,1,1,1,1,40.0,19.0,16
268,63.0025,1,5,26,29,34,95,2,3,0,0,0,0,0,1,40.0,19.0,26
269,63.0025,1,16,19,33,36,105,2,3,0,0,1,1,1,1,40.0,21.0,19
270,63.0005,4,11,26,27,31,99,2,3,1,0,1,1,2,2,40.0,19.8,26
271,63.0005,3,14,22,23,37,99,2,3,1,0,1,1,2,2,40.0,19.8,22
272,63.0005,5,15,22,23,36,101,2,3,1,0,1,1,2,2,40.0,20.2,22
273,63.0005,9,17,19,20,36,101,2,3,1,0,1,0,0,1,40.0,20.2,19
274,63.0005,3,14,15,29,40,101,2,3,1,0,0,1,1,2,40.0,20.2,15
275,63.0005,1,13,26,30,31,101,2,3,1,0,1,1,2,2,40.0,20.2,26
276,62.509,8,12,23,35,40,118,3,2,0,0,0,1,2,2,40.0,23.6,23
277,62.509,1,16,28,32,41,118,3,2,0,0,1,1,1,1,40.0,23.6,28
278,62.509,4,11,26,37,40,118,3,2,0,0,0,1,2,2,40.0,23.6,26
279,62.506,2,19,23,30,38,112,3,2,0,0,0,0,2,2,40.0,22.4,23
280,62.506,9,14,26,30,33,112,3,2,0,0,0,0,1,2,40.0,22.4,26
281,62.506,7,10,14,24,33,88,3,2,0,0,1,0,0,2,40.0,17.6,14
282,62.506,8,12,24,31,37,112,3,2,0,0,0,1,1,1,40.0,22.4,24
283,62.506,4,15,17,34,42,112,3,2,0,0,1,0,0,1,40.0,22.4,17
284,62.506,5,8,19,26,30,88,3,2,0,0,0,0,1,1,40.0,17.6,19
285,62.506,2,8,22,39,41,112,3,2,0,0,1,1,1,1,40.0,22.4,22
286,62.506,8,13,26,30,35,112,3,2,0,0,0,0,1,1,40.0,22.4,26
287,62.506,4,8,18,25,33,88,3,2,0,0,1,1,1,1,40.0,17.6,18
288,62.506,2,9,13,24,40,88,3,2,0,0,0,1,1,2,40.0,17.6,13
289,62.506,4,10,14,29,31,88,3,2,0,0,1,1,1,3,40.0,17.6,14
290,62.506,4,14,17,23,30,88,3,2,0,0,1,0,2,2,40.0,17.6,17
291,62.506,3,6,26,35,42,112,3,2,0,0,1,0,0,1,40.0,22.4,26
292,62.506,7,14,22,30,39,112,3,2,0,0,0,1,2,3,40.0,22.4,22
293,62.506,6,16,27,29,34,112,3,2,0,0,1,1,1,2,40.0,22.4,27
294,62.503,5,14,17,32,38,106,3,2,0,0,0,0,0,0,40.0,21.2,17
295,62.503,9,15,18,30,34,106,3,2,0,0,0,0,1,2,40.0,21.2,18
296,62.503,9,13,18,30,36,106,3,2,0,0,0,0,1,2,40.0,21.2,18
297,62.503,2,16,18,33,37,106,3,2,0,0,0,1,1,1,40.0,21.2,18
298,62.503,11,15,20,22,38,106,3,2,0,0,0,1,2,2,40.0,21.2,20
299,62.503,2,9,20,27,36,94,3,2,0,0,0,0,0,1,40.0,18.8,20
300,62.503,1,8,20,26,39,94,3,2,0,0,0,0,0,0,40.0,18.8,20
301,62.503,4,8,24,31,39,106,3,2,0,0,1,1,1,1,40.0,21.2,24
302,62.503,9,12,16,30,39,106,3,2,0,0,1,1,2,3,40.0,21.2,16
303,62.503,4,6,13,34,37,94,3,2,0,0,1,0,0,0,40.0,18.8,13
304,62.503,3,8,10,34,39,94,3,2,0,0,0,0,0,1,40.0,18.8,10
305,62.503,1,3,20,40,42,106,3,2,0,0,1,1,1,2,40.0,21.2,20
306,62.503,8,15,19,24,28,94,3,2,0,0,1,0,0,0,40.0,18.8,19
307,62.501,8,9,14,27,40,98,3,2,1,0,0,1,1,2,40.0,19.6,14
308,62.501,8,15,16,27,36,102,3,2,1,0,1,1,1,1,40.0,20.4,16
309,62.501,6,7,15,28,42,98,3,2,1,0,0,0,0,2,40.0,19.6,15
310,62.501,4,11,12,30,41,98,3,2,1,0,1,0,2,2,40.0,19.6,12
311,62.501,2,10,11,38,41,102,3,2,1,0,1,0,1,2,40.0,20.4,11
