Rank,Score,Num1,Num2,Num3,Num4,Num5,Sum,Even,Odd,Seq2,Seq3,Mod,Modx,Dup1,Dup2,Dup3,r0,r1,r2,r3,r4,r5,r6,r7,Mean,Median
46,73.0005,1,4,28,33,35,101,2,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,20.2,28.0
47,73.0005,5,8,22,31,35,101,2,3,0,0,1,0,1,1,1,0,0,1,0,2,2,0,0,20.2,22.0
48,72.508,3,7,16,28,30,84,3,2,0,0,0,0,1,2,2,0,0,0,0,3,1,0,1,16.8,16.0
49,72.505,4,7,29,32,38,110,3,2,0,0,0,0,1,2,3,0,0,0,2,1,0,2,0,22.0,29.0
50,72.504,8,13,16,22,33,92,3,2,0,0,1,0,0,1,1,0,0,1,1,1,2,0,0,18.4,16.0
51,72.504,6,16,20,31,35,108,3,2,0,0,1,0,0,1,1,0,0,1,1,2,1,0,0,21.6,20.0
52,72.504,1,16,19,32,40,108,3,2,0,0,0,0,1,2,2,0,0,1,0,2,0,1,1,21.6,19.0
53,72.501,3,7,22,30,36,98,3,2,0,0,0,0,1,1,1,0,0,1,0,2,2,0,0,19.6,22.0
54,72.501,7,10,16,30,35,98,3,2,0,0,1,0,1,2,3,0,0,1,0,4,0,0,0,19.6,16.0
55,72.501,4,6,16,33,39,98,3,2,0,0,1,0,0,1,1,0,0,1,1,2,0,1,0,19.6,16.0
56,72.5,3,12,16,27,42,100,3,2,0,0,1,0,0,1,1,0,0,2,1,1,1,0,0,20.0,16.0
57,72.5,8,12,17,28,35,100,3,2,0,0,1,0,0,0,0,0,0,2,1,1,0,0,1,20.0,17.0
58,72.5,6,12,21,28,33,100,3,2,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,20.0,21.0
59,72.5,4,10,22,27,37,100,3,2,0,0,1,0,0,0,1,0,0,2,0,0,1,2,0,20.0,22.0
60,72.5,3,10,15,32,40,100,3,2,0,0,1,0,1,1,2,0,0,2,0,1,1,1,0,20.0,15.0
61,72.0085,3,18,28,31,37,117,2,3,0,0,1,0,0,1,1,0,0,0,1,0,2,1,1,23.4,28.0
62,72.0085,4,19,25,31,38,117,2,3,0,0,0,0,0,1,1,0,0,0,1,1,1,1,1,23.4,25.0
63,72.0075,4,15,20,35,41,115,2,3,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,23.0,20.0
64,72.0075,7,13,20,33,42,115,2,3,0,0,1,0,1,1,1,0,0,1,2,1,1,0,0,23.0,20.0
65,72.0075,1,16,20,37,41,115,2,3,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,23.0,20.0
66,72.0045,4,9,16,23,39,91,2,3,0,0,1,0,0,2,2,0,0,1,1,2,0,1,0,18.2,16.0
67,72.0045,3,13,20,34,39,109,2,3,0,0,1,0,1,1,1,0,0,1,1,1,2,0,0,21.8,20.0
68,72.0045,7,13,23,30,36,109,2,3,0,0,1,0,1,2,2,0,0,1,1,2,1,0,0,21.8,23.0
69,72.0035,4,5,25,32,41,107,2,3,1,0,1,0,1,1,1,0,0,0,0,2,1,2,0,21.4,25.0
70,72.0015,3,7,22,29,42,103,2,3,0,0,1,0,1,1,2,0,0,1,1,1,2,0,0,20.6,22.0
71,72.0015,3,6,25,30,33,97,2,3,0,0,1,0,0,0,0,0,0,1,1,2,1,0,0,19.4,25.0
72,72.0015,5,8,12,33,39,97,2,3,0,0,0,0,1,1,1,0,0,1,2,2,0,0,0,19.4,12.0
73,72.0015,4,8,25,29,31,97,2,3,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,19.4,25.0
74,72.0005,4,5,23,28,39,99,2,3,1,0,0,0,1,2,2,0,0,0,1,2,0,1,1,19.8,23.0
75,72.0005,3,17,20,24,35,99,2,3,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,19.8,20.0
76,72.0005,1,17,20,29,32,99,2,3,0,0,0,0,0,0,1,0,0,2,2,0,0,1,0,19.8,20.0
77,72.0005,2,15,18,29,35,99,2,3,0,0,1,0,0,1,2,0,0,2,2,1,0,0,0,19.8,18.0
78,72.0005,1,19,23,26,32,101,2,3,0,0,0,0,0,1,1,0,0,2,1,0,0,1,1,20.2,23.0
79,72.0005,8,16,21,23,31,99,2,3,0,0,1,0,0,2,2,0,0,2,1,1,1,0,0,19.8,21.0
80,72.0005,4,11,19,27,40,101,2,3,0,0,0,0,1,1,1,0,0,2,0,1,0,1,1,20.2,19.0
81,72.0005,1,9,18,31,40,99,2,3,0,0,1,0,1,2,2,0,0,2,1,1,1,0,0,19.8,18.0
82,71.508,6,12,25,33,40,116,3,2,0,0,0,0,1,1,1,0,0,1,2,2,0,0,0,23.2,25.0
83,71.506,12,16,25,28,31,112,3,2,0,0,0,0,0,1,1,0,0,0,1,2,1,0,1,22.4,25.0
84,71.505,4,18,20,27,41,110,3,2,0,0,0,0,0,1,1,0,0,1,2,0,1,1,0,22.0,20.0
85,71.505,4,10,16,23,37,90,3,2,0,0,0,0,0,2,3,0,0,1,1,1,0,2,0,18.0,16.0
86,71.505,8,19,22,28,33,110,3,2,0,0,1,0,0,0,0,0,0,1,1,0,1,0,2,22.0,22.0
87,71.504,4,19,22,31,32,108,3,2,1,0,1,0,0,0,0,0,0,0,0,0,2,2,1,21.6,22.0
88,71.504,7,12,13,22,38,92,3,2,1,0,1,0,1,2,2,0,0,0,2,1,2,0,0,18.4,13.0
89,71.502,3,14,19,30,38,104,3,2,0,0,0,0,1,2,2,0,0,1,1,1,1,0,1,20.8,19.0
90,71.501,1,4,20,35,42,102,3,2,0,0,0,0,0,0,0,0,0,2,1,1,0,1,0,20.4,20.0
91,71.501,3,8,10,37,40,98,3,2,0,0,1,0,1,1,2,0,0,2,0,1,1,1,0,19.6,10.0
92,71.501,2,18,25,27,30,102,3,2,0,0,0,0,0,1,1,0,0,2,1,2,0,0,0,20.4,25.0
93,71.501,4,12,23,27,36,102,3,2,0,0,0,0,0,1,1,0,0,2,2,0,0,1,0,20.4,23.0
94,71.501,7,10,18,24,39,98,3,2,0,0,0,0,1,2,3,0,0,2,1,2,0,0,0,19.6,18.0
95,71.501,7,9,18,28,36,98,3,2,0,0,1,0,1,2,2,0,0,2,1,1,0,0,1,19.6,18.0
96,71.501,6,17,20,25,30,98,3,2,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,19.6,20.0
97,71.5,4,16,17,25,38,100,3,2,1,0,0,0,0,2,2,0,0,1,1,2,0,1,0,20.0,17.0
98,71.5,4,13,14,28,41,100,3,2,1,0,1,0,1,1,1,0,0,1,0,0,2,1,1,20.0,14.0
99,71.0055,7,11,22,32,39,111,2,3,0,0,1,0,1,1,1,0,0,1,0,2,1,1,0,22.2,22.0
100,71.0055,8,19,22,25,37,111,2,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,22.2,22.0
101,71.0055,5,16,24,29,37,111,2,3,0,0,0,0,1,2,3,0,0,1,1,2,0,1,0,22.2,24.0
102,71.0045,3,15,21,30,40,109,2,3,0,0,1,0,1,1,1,0,0,2,0,2,1,0,0,21.8,21.0
103,71.0025,3,6,19,32,35,95,2,3,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,19.0,19.0
104,71.0015,5,17,22,24,35,103,2,3,0,0,1,0,1,1,1,0,0,2,0,2,1,0,0,20.6,22.0
105,71.0015,1,10,28,31,33,103,2,3,0,0,1,0,0,0,1,0,0,2,1,0,1,0,1,20.6,28.0
106,71.0015,1,12,23,25,36,97,2,3,0,0,0,0,0,1,1,0,0,2,2,1,0,0,0,19.4,23.0
107,71.0015,2,14,19,29,33,97,2,3,0,0,1,0,1,1,2,0,0,2,2,0,0,0,1,19.4,19.0
108,71.0015,1,12,26,31,33,103,2,3,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,20.6,26.0
109,71.0015,1,14,25,30,33,103,2,3,0,0,0,0,1,1,1,0,0,2,1,2,0,0,0,20.6,25.0
110,71.0015,8,11,16,23,39,97,2,3,0,0,0,0,0,2,2,0,0,2,1,2,0,0,0,19.4,16.0
111,71.0005,3,4,14,39,41,101,2,3,1,0,1,0,1,1,1,0,0,1,0,1,2,1,0,20.2,14.0
112,71.0005,9,12,13,28,37,99,2,3,1,0,0,0,0,0,0,0,0,1,1,0,1,1,1,19.8,13.0
113,70.51,5,16,28,32,39,120,3,2,0,0,0,0,1,2,2,0,0,0,0,3,0,1,1,24.0,28.0
114,70.509,4,16,27,30,41,118,3,2,0,0,0,0,0,1,1,0,0,1,0,2,1,1,0,23.6,27.0
115,70.506,4,7,12,24,41,88,3,2,0,0,1,0,1,1,1,0,0,1,1,1,1,1,0,17.6,12.0
116,70.506,4,19,24,28,37,112,3,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2,2,22.4,24.0
117,70.506,4,10,25,35,38,112,3,2,0,0,1,0,0,1,2,0,0,1,1,2,0,1,0,22.4,25.0
118,70.505,7,12,13,20,38,90,3,2,1,0,0,0,1,2,2,0,0,0,3,1,1,0,0,18.0,13.0
119,70.503,4,6,23,28,33,94,3,2,0,0,1,0,0,1,1,0,0,1,2,0,0,1,1,18.8,23.0
120,70.502,2,15,18,28,33,96,3,2,0,0,1,0,0,1,1,0,0,2,2,0,0,0,1,19.2,18.0
121,70.502,6,13,22,26,37,104,3,2,0,0,1,0,0,0,0,0,0,2,0,0,2,1,0,20.8,22.0
122,70.502,6,17,23,28,30,104,3,2,0,0,0,0,0,1,1,0,0,2,1,1,0,0,1,20.8,23.0
123,70.501,7,19,20,26,30,102,3,2,1,0,1,0,1,1,1,0,0,1,1,2,0,0,1,20.4,20.0
124,70.501,5,12,26,29,30,102,3,2,1,0,0,0,1,1,2,0,0,1,2,2,0,0,0,20.4,26.0
125,70.501,6,16,22,23,35,102,3,2,1,0,1,0,0,2,2,0,0,1,1,2,1,0,0,20.4,22.0
126,70.0095,4,18,21,35,41,119,2,3,0,0,1,0,0,1,1,0,0,1,1,1,1,1,0,23.8,21.0
127,70.0075,12,18,23,25,37,115,2,3,0,0,0,0,0,2,2,0,0,0,3,1,0,1,0,23.0,23.0
128,70.0065,4,6,23,39,41,113,2,3,0,0,0,0,0,1,1,0,0,1,1,1,1,1,0,22.6,23.0
129,70.0065,3,16,19,34,41,113,2,3,0,0,0,0,1,2,2,0,0,1,0,1,2,0,1,22.6,19.0
130,70.0055,3,4,29,35,40,111,2,3,1,0,0,0,1,1,2,0,0,0,1,2,1,1,0,22.2,29.0
131,70.0055,1,13,20,35,42,111,2,3,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,22.2,20.0
132,70.0035,4,7,21,28,33,93,2,3,0,0,0,0,1,1,1,0,0,1,1,1,0,1,1,18.6,21.0
133,70.0035,4,7,26,29,41,107,2,3,0,0,0,0,1,1,2,0,0,1,1,1,1,1,0,21.4,26.0
134,70.0025,7,10,12,27,39,95,2,3,0,0,1,0,1,1,2,0,0,2,1,2,0,0,0,19.0,12.0
135,70.0025,2,16,25,27,35,105,2,3,0,0,1,0,0,1,1,0,0,2,0,3,0,0,0,21.0,25.0
136,70.0025,4,15,19,23,34,95,2,3,0,0,1,0,1,2,2,0,0,2,1,0,0,1,1,19.0,19.0
137,70.0025,4,5,20,31,35,95,2,3,1,0,1,0,1,1,1,0,0,0,1,2,1,1,0,19.0,20.0
138,70.0025,7,18,19,22,29,95,2,3,1,0,1,0,1,2,3,0,0,0,2,1,1,0,1,19.0,19.0
139,70.0025,9,12,17,22,35,95,2,3,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,19.0,17.0
140,70.0025,1,12,25,31,36,105,2,3,0,0,1,0,0,0,0,0,0,2,1,1,1,0,0,21.0,25.0
141,70.0025,6,14,23,29,33,105,2,3,0,0,1,0,1,2,3,0,0,2,3,0,0,0,0,21.0,23.0
142,70.0025,3,14,21,32,35,105,2,3,0,0,0,0,1,1,1,0,0,2,0,1,1,1,0,21.0,21.0
143,70.0015,1,19,20,22,41,103,2,3,1,0,1,0,0,0,0,0,0,1,1,0,2,0,1,20.6,20.0
144,69.511,4,12,31,35,40,122,3,2,0,0,0,0,1,1,1,0,0,0,1,2,1,1,0,24.4,31.0
145,69.507,2,18,25,30,39,114,3,2,0,0,0,0,0,1,1,0,0,1,1,3,0,0,0,22.8,25.0
146,69.507,9,12,25,30,38,114,3,2,0,0,0,0,0,1,1,0,0,1,2,2,0,0,0,22.8,25.0
147,69.507,6,18,25,28,37,114,3,2,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,22.8,25.0
148,69.506,4,18,25,32,33,112,3,2,1,0,0,0,0,1,1,0,0,0,2,1,0,2,0,22.4,25.0
149,69.506,1,10,29,32,40,112,3,2,0,0,1,0,1,1,3,0,0,2,1,1,0,1,0,22.4,29.0
150,69.504,12,17,20,28,31,108,3,2,0,0,0,0,0,0,0,0,0,1,2,0,1,0,1,21.6,20.0
151,69.503,3,4,20,28,39,94,3,2,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,18.8,20.0
152,69.503,6,9,12,38,41,106,3,2,0,0,0,0,0,1,1,0,0,2,2,0,1,0,0,21.2,12.0
153,69.503,6,8,20,31,41,106,3,2,0,0,1,0,0,0,0,0,0,2,1,0,2,0,0,21.2,20.0
154,69.503,7,12,18,21,36,94,3,2,0,0,0,0,1,2,2,0,0,2,2,1,0,0,0,18.8,18.0
155,69.503,4,7,11,30,42,94,3,2,0,0,0,0,1,1,1,0,0,2,0,2,0,1,0,18.8,11.0
156,69.503,6,12,25,29,34,106,3,2,0,0,0,0,1,1,2,0,0,2,2,1,0,0,0,21.2,25.0
157,69.503,8,10,13,22,41,94,3,2,0,0,0,0,0,0,1,0,0,2,0,0,3,0,0,18.8,13.0
158,69.503,4,12,21,26,31,94,3,2,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,18.8,21.0
159,69.503,4,15,18,27,30,94,3,2,0,0,0,0,0,1,1,0,0,2,1,1,0,1,0,18.8,18.0
160,69.5,10,15,20,22,33,100,3,2,0,0,1,0,0,0,1,0,0,2,2,0,1,0,0,20.0,20.0
161,69.5,2,6,18,35,39,100,3,2,0,0,0,0,0,1,1,0,0,2,1,2,0,0,0,20.0,18.0
162,69.5,2,8,23,32,35,100,3,2,0,0,1,0,0,1,1,0,0,2,1,1,0,1,0,20.0,23.0
163,69.5,4,9,25,28,34,100,3,2,0,0,1,0,1,1,1,0,0,2,0,1,0,1,1,20.0,25.0
164,69.0115,7,20,23,32,41,123,2,3,0,0,0,0,1,2,2,0,0,0,2,1,1,1,0,24.6,23.0
165,69.0105,7,19,22,31,42,121,2,3,0,0,1,0,1,1,1,0,0,1,0,1,2,0,1,24.2,22.0
166,69.0105,7,16,27,30,41,121,2,3,0,0,1,0,1,2,2,0,0,1,0,3,1,0,0,24.2,27.0
167,69.0065,7,10,23,31,42,113,2,3,0,0,0,0,1,2,3,0,0,2,1,1,1,0,0,22.6,23.0
168,69.0045,3,6,13,31,38,91,2,3,0,0,1,0,0,1,1,0,0,1,1,0,3,0,0,18.2,13.0
169,69.0035,1,13,18,33,42,107,2,3,0,0,1,0,0,1,1,0,0,2,2,0,1,0,0,21.4,18.0
170,69.0035,3,11,20,25,34,93,2,3,0,0,0,0,1,1,1,0,0,2,1,1,1,0,0,18.6,20.0
171,69.0035,1,14,23,30,39,107,2,3,0,0,0,0,1,2,2,0,0,2,1,2,0,0,0,21.4,23.0
172,69.0035,1,19,26,29,32,107,2,3,0,0,1,0,0,0,1,0,0,2,1,0,0,1,1,21.4,26.0
173,69.0035,2,15,18,31,41,107,2,3,0,0,1,0,0,1,1,0,0,2,1,0,2,0,0,21.4,18.0
174,69.0035,1,19,23,26,38,107,2,3,0,0,0,0,0,2,2,0,0,2,2,0,0,0,1,21.4,23.0
175,69.0035,4,13,19,28,29,93,2,3,1,0,1,0,0,0,1,0,0,0,1,0,1,1,2,18.6,19.0
176,69.0035,6,13,16,21,37,93,2,3,0,0,1,0,0,1,1,0,0,2,0,1,1,1,0,18.6,16.0
177,69.0035,9,13,18,27,40,107,2,3,0,0,0,0,1,2,2,0,0,2,1,1,1,0,0,21.4,18.0
178,69.0035,8,11,23,30,35,107,2,3,0,0,0,0,0,1,1,0,0,2,1,2,0,0,0,21.4,23.0
179,69.0005,2,6,25,29,39,101,2,3,0,0,1,0,0,0,1,0,0,2,1,2,0,0,0,20.2,25.0
180,69.0005,1,5,19,36,38,99,2,3,0,0,0,0,1,2,2,0,0,2,1,1,0,0,1,19.8,19.0
181,69.0005,3,9,24,28,37,101,2,3,0,0,0,0,0,0,0,0,0,2,0,0,1,1,1,20.2,24.0
182,68.511,6,13,25,38,40,122,3,2,0,0,0,0,1,2,2,0,0,1,1,2,1,0,0,24.4,25.0
183,68.511,4,13,27,38,40,122,3,2,0,0,0,0,1,2,2,0,0,1,1,1,1,1,0,24.4,27.0
184,68.508,4,6,13,20,41,84,3,2,0,0,0,0,0,0,0,0,0,1,1,0,2,1,0,16.8,13.0
185,68.507,4,10,24,35,41,114,3,2,0,0,1,0,0,0,1,0,0,2,0,1,1,1,0,22.8,24.0
186,68.507,1,12,26,35,40,114,3,2,0,0,0,0,1,1,1,0,0,2,1,2,0,0,0,22.8,26.0
187,68.504,1,6,28,32,41,108,3,2,0,0,1,0,0,0,0,0,0,2,0,0,1,1,1,21.6,28.0
188,68.504,1,16,19,22,34,92,3,2,0,0,0,0,1,2,2,0,0,2,0,1,1,0,1,18.4,19.0
189,68.504,3,10,16,26,37,92,3,2,0,0,1,0,0,1,2,0,0,2,0,1,1,1,0,18.4,16.0
190,68.504,5,12,17,22,36,92,3,2,0,0,1,0,1,1,1,0,0,2,1,1,1,0,0,18.4,17.0
191,68.504,3,11,26,30,38,108,3,2,0,0,0,0,0,1,1,0,0,2,1,1,1,0,0,21.6,26.0
192,68.503,6,12,25,31,32,106,3,2,1,0,1,0,0,0,0,0,0,1,1,1,1,1,0,21.2,25.0
193,68.501,11,17,20,22,32,102,3,2,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,20.4,20.0
194,68.501,6,8,16,33,39,102,3,2,0,0,1,0,0,1,1,0,0,2,1,2,0,0,0,20.4,16.0
195,68.501,1,14,19,30,38,102,3,2,0,0,0,0,1,2,2,0,0,2,1,1,0,0,1,20.4,19.0
196,68.501,5,8,20,29,36,98,3,2,0,0,0,0,1,1,2,0,0,2,2,1,0,0,0,19.6,20.0
197,68.5,2,15,18,23,42,100,3,2,0,0,1,0,0,2,2,0,0,3,2,0,0,0,0,20.0,18.0
198,68.5,8,15,19,22,36,100,3,2,0,0,0,0,0,0,0,0,0,3,0,0,1,0,1,20.0,19.0
199,68.5,8,13,18,30,31,100,3,2,1,0,1,0,0,1,1,0,0,1,1,1,2,0,0,20.0,18.0
200,68.0085,8,12,23,35,39,117,2,3,0,0,0,0,0,1,1,0,0,1,2,2,0,0,0,23.4,23.0
201,68.0075,1,10,28,35,41,115,2,3,0,0,1,0,0,0,1,0,0,2,0,1,1,0,1,23.0,28.0
202,68.0055,1,5,12,32,39,89,2,3,0,0,1,0,1,1,1,0,0,1,1,2,0,1,0,17.8,12.0
203,68.0055,4,15,18,23,29,89,2,3,0,0,0,0,0,2,3,0,0,1,3,0,0,1,0,17.8,18.0
204,68.0045,3,11,25,28,42,109,2,3,0,0,0,0,0,0,0,0,0,2,0,1,1,0,1,21.8,25.0
205,68.0045,5,8,19,23,36,91,2,3,0,0,0,0,1,2,2,0,0,2,1,1,0,0,1,18.2,19.0
206,68.0045,4,15,17,25,30,91,2,3,0,0,1,0,0,0,0,0,0,2,0,2,0,1,0,18.2,17.0
207,68.0045,6,13,23,25,42,109,2,3,0,0,1,0,0,1,1,0,0,2,1,1,1,0,0,21.8,23.0
208,68.0045,6,13,17,25,30,91,2,3,0,0,0,0,0,0,0,0,0,2,0,2,1,0,0,18.2,17.0
209,68.0045,4,13,21,29,42,109,2,3,0,0,0,0,0,0,1,0,0,2,1,0,1,1,0,21.8,21.0
210,68.0045,2,7,21,38,41,109,2,3,0,0,1,0,1,2,2,0,0,2,1,1,1,0,0,21.8,21.0
211,68.0035,5,15,16,30,41,107,2,3,1,0,1,0,1,2,2,0,0,1,0,3,1,0,0,21.4,16.0
212,68.0035,2,3,18,29,41,93,2,3,1,0,0,0,0,1,2,0,0,1,2,0,2,0,0,18.6,18.0
213,68.0035,5,18,19,24,41,107,2,3,1,0,0,0,1,2,2,0,0,1,1,1,1,0,1,21.4,19.0
214,68.0015,11,13,22,26,31,103,2,3,0,0,1,0,0,0,0,0,0,2,0,0,3,0,0,20.6,22.0
215,68.0015,6,9,13,32,37,97,2,3,0,0,0,0,0,0,0,0,0,2,0,0,1,2,0,19.4,13.0
216,68.0015,1,9,25,30,32,97,2,3,0,0,0,0,0,0,0,0,0,2,0,2,0,1,0,19.4,25.0
217,68.0015,9,11,16,30,37,103,2,3,0,0,0,0,0,1,1,0,0,2,0,2,0,1,0,20.6,16.0
218,68.0015,5,11,18,33,36,103,2,3,0,0,0,0,1,2,2,0,0,2,2,1,0,0,0,20.6,18.0
219,68.0005,3,13,16,34,35,101,2,3,1,0,1,0,1,2,2,0,0,1,0,2,2,0,0,20.2,16.0
220,68.0005,7,9,15,28,42,101,2,3,0,0,0,0,1,1,1,0,0,3,0,1,0,0,1,20.2,15.0
221,68.0005,8,12,13,31,35,99,2,3,1,0,0,0,0,0,0,0,0,1,1,1,2,0,0,19.8,13.0
222,68.0005,7,11,20,27,36,101,2,3,0,0,1,0,1,1,1,0,0,3,1,1,0,0,0,20.2,20.0
223,67.509,3,9,28,38,40,118,3,2,0,0,1,0,1,2,2,0,0,1,1,1,1,0,1,23.6,28.0
224,67.509,7,18,24,28,41,118,3,2,0,0,1,0,1,2,2,0,0,1,1,1,1,0,1,23.6,24.0
225,67.508,4,15,20,36,41,116,3,2,0,0,0,0,0,0,0,0,0,2,1,0,1,1,0,23.2,20.0
226,67.508,6,15,22,32,41,116,3,2,0,0,1,0,0,0,0,0,0,2,0,0,2,1,0,23.2,22.0
227,67.508,9,13,20,32,42,116,3,2,0,0,1,0,0,0,0,0,0,2,1,0,1,1,0,23.2,20.0
