Rank,Score,Num1,Num2,Num3,Num4,Num5,Sum,Even,Odd,Seq2,Seq3,Mod,Dup1,Dup2,Dup3,r0,r1,r2,r3,r4,r5,r6,r7,Mean,Median
61,72.0015,5,9,13,32,38,97,2,3,0,0,0,0,0,1,0,0,1,1,1,1,1,0,19.4,13.0
62,72.0005,1,10,23,30,37,101,2,3,0,0,1,0,2,3,0,0,2,1,1,0,1,0,20.2,23.0
63,72.0005,4,14,23,27,31,99,2,3,0,0,1,1,2,2,0,0,2,1,0,1,1,0,19.8,23.0
64,72.0005,1,3,23,30,42,99,2,3,0,0,1,0,2,3,0,0,2,1,1,1,0,0,19.8,23.0
65,72.0005,3,7,13,36,42,101,2,3,0,0,1,0,0,2,0,0,2,0,1,2,0,0,20.2,13.0
66,72.0005,3,8,17,32,41,101,2,3,0,0,0,0,0,0,0,0,2,0,0,2,1,0,20.2,17.0
67,72.0005,7,10,23,26,35,101,2,3,0,0,0,0,1,3,0,0,2,1,2,0,0,0,20.2,23.0
68,72.0005,5,8,17,29,40,99,2,3,0,0,0,1,1,2,0,0,2,1,2,0,0,0,19.8,17.0
69,72.0005,9,13,17,22,38,99,2,3,0,0,0,1,1,2,0,0,2,1,0,2,0,0,19.8,17.0
70,72.0005,3,11,15,32,40,101,2,3,0,0,0,1,2,2,0,0,2,0,1,1,1,0,20.2,15.0
71,72.0005,2,16,21,23,37,99,2,3,0,0,0,1,2,2,0,0,2,1,1,0,1,0,19.8,21.0
72,72.0005,3,6,17,35,40,101,2,3,0,0,0,1,1,1,0,0,2,0,2,1,0,0,20.2,17.0
73,72.0005,2,11,18,29,39,99,2,3,0,0,1,0,1,2,0,0,2,2,1,0,0,0,19.8,18.0
74,71.505,2,13,18,37,40,110,3,2,0,0,0,1,1,1,0,0,1,1,1,1,1,0,22.0,18.0
75,71.505,7,18,22,26,37,110,3,2,0,0,1,1,1,2,0,0,1,1,1,1,1,0,22.0,22.0
76,71.505,6,19,22,30,33,110,3,2,0,0,0,1,2,2,0,0,1,1,1,1,0,1,22.0,22.0
77,71.502,5,12,14,30,35,96,3,2,0,0,1,0,1,1,0,0,1,1,3,0,0,0,19.2,14.0
78,71.502,4,8,22,29,33,96,3,2,0,0,0,1,1,2,0,0,1,2,0,1,1,0,19.2,22.0
79,71.502,4,7,24,29,32,96,3,2,0,0,1,0,0,2,0,0,1,1,1,0,2,0,19.2,24.0
80,71.502,2,5,20,28,41,96,3,2,0,0,0,0,0,0,0,0,1,1,1,1,0,1,19.2,20.0
81,71.501,4,11,15,32,40,102,3,2,0,0,0,1,2,2,0,0,2,0,1,0,2,0,20.4,15.0
82,71.501,3,6,14,35,40,98,3,2,0,0,0,1,1,1,0,0,2,0,2,1,0,0,19.6,14.0
83,71.501,4,8,10,35,41,98,3,2,0,0,0,0,0,1,0,0,2,0,1,1,1,0,19.6,10.0
84,71.501,6,14,19,22,37,98,3,2,0,0,0,1,1,1,0,0,2,0,0,1,1,1,19.6,19.0
85,71.501,2,5,18,31,42,98,3,2,0,0,1,1,1,2,0,0,2,1,1,1,0,0,19.6,18.0
86,71.501,4,13,22,27,36,102,3,2,0,0,0,1,1,1,0,0,2,0,0,2,1,0,20.4,22.0
87,71.501,8,10,18,23,39,98,3,2,0,0,1,0,1,2,0,0,2,2,1,0,0,0,19.6,18.0
88,71.501,5,7,10,36,40,98,3,2,0,0,1,1,1,3,0,0,2,0,3,0,0,0,19.6,10.0
89,71.501,2,10,18,31,41,102,3,2,0,0,1,1,1,2,0,0,2,1,0,2,0,0,20.4,18.0
90,71.501,9,12,23,26,32,102,3,2,0,0,1,0,1,2,0,0,2,2,0,0,1,0,20.4,23.0
91,71.501,4,12,21,26,39,102,3,2,0,0,0,0,0,0,0,0,2,1,1,0,1,0,20.4,21.0
92,71.501,4,15,20,23,36,98,3,2,0,0,0,0,1,1,0,0,2,2,0,0,1,0,19.6,20.0
93,71.0095,3,20,22,33,41,119,2,3,0,0,1,1,1,1,0,0,0,2,0,3,0,0,23.8,22.0
94,71.0095,7,18,25,30,39,119,2,3,0,0,0,1,2,3,0,0,0,1,4,0,0,0,23.8,25.0
95,71.0085,4,13,26,33,41,117,2,3,0,0,1,0,0,0,0,0,1,1,0,2,1,0,23.4,26.0
96,71.0055,1,13,20,25,30,89,2,3,0,0,1,1,2,2,0,0,1,1,2,1,0,0,17.8,20.0
97,71.0055,2,5,13,29,40,89,2,3,0,0,0,1,1,2,0,0,1,1,2,1,0,0,17.8,13.0
98,71.0055,1,7,12,29,40,89,2,3,0,0,0,1,1,3,0,0,1,2,2,0,0,0,17.8,12.0
99,71.0055,5,9,18,20,37,89,2,3,0,0,0,0,0,1,0,0,1,2,1,0,1,0,17.8,18.0
100,71.0055,2,19,25,30,35,111,2,3,0,0,1,1,2,2,0,0,1,0,3,0,0,1,22.2,25.0
101,71.0025,7,12,14,35,37,105,2,3,0,0,1,0,0,1,0,0,1,1,2,0,1,0,21.0,14.0
102,71.0015,8,11,20,25,33,97,2,3,0,0,0,1,2,2,0,0,2,2,1,0,0,0,19.4,20.0
103,71.0015,5,11,18,24,39,97,2,3,0,0,0,0,1,1,0,0,2,1,2,0,0,0,19.4,18.0
104,71.0015,6,15,23,28,31,103,2,3,0,0,0,1,2,2,0,0,2,1,0,1,0,1,20.6,23.0
105,71.0015,7,13,15,20,42,97,2,3,0,0,0,0,0,2,0,0,2,1,1,1,0,0,19.4,15.0
106,71.0015,1,12,15,35,40,103,2,3,0,0,1,1,1,1,0,0,2,1,2,0,0,0,20.6,15.0
107,71.0015,1,6,12,37,41,97,2,3,0,0,1,0,0,0,0,0,2,1,0,1,1,0,19.4,12.0
108,71.0015,7,17,20,25,34,103,2,3,0,0,1,1,1,2,0,0,2,1,2,0,0,0,20.6,20.0
109,71.0015,6,14,19,23,41,103,2,3,0,0,0,0,1,1,0,0,2,1,0,1,0,1,20.6,19.0
110,71.0015,5,7,17,34,40,103,2,3,0,0,1,1,1,2,0,0,2,0,3,0,0,0,20.6,17.0
111,71.0015,9,13,19,28,34,103,2,3,0,0,1,0,0,1,0,0,2,0,0,1,0,2,20.6,19.0
112,71.0015,3,10,24,29,31,97,2,3,0,0,0,1,1,3,0,0,2,1,0,2,0,0,19.4,24.0
113,71.0015,2,13,21,29,38,103,2,3,0,0,0,0,0,1,0,0,2,2,0,1,0,0,20.6,21.0
114,70.506,4,7,10,29,38,88,3,2,0,0,0,0,0,3,0,0,1,2,1,0,1,0,17.6,10.0
115,70.506,4,6,19,22,37,88,3,2,0,0,0,1,1,1,0,0,1,0,0,1,2,1,17.6,19.0
116,70.506,2,4,28,37,41,112,3,2,0,0,0,0,0,0,0,0,1,0,0,1,2,1,22.4,28.0
117,70.505,2,10,22,35,41,110,3,2,0,0,1,1,1,2,0,0,2,0,1,2,0,0,22.0,22.0
118,70.503,6,12,19,30,39,106,3,2,0,0,1,0,1,1,0,0,1,1,2,0,0,1,21.2,19.0
119,70.503,2,5,20,28,39,94,3,2,0,0,0,0,0,0,0,0,1,1,2,0,0,1,18.8,20.0
120,70.502,5,9,18,28,36,96,3,2,0,0,1,0,0,1,0,0,2,1,1,0,0,1,19.2,18.0
121,70.502,5,12,19,26,42,104,3,2,0,0,1,0,0,1,0,0,2,1,1,0,0,1,20.8,19.0
122,70.502,4,17,20,26,37,104,3,2,0,0,1,0,0,0,0,0,2,1,0,0,2,0,20.8,20.0
123,70.502,3,4,28,31,38,104,3,2,1,0,1,1,1,1,0,0,0,1,0,2,1,1,20.8,28.0
124,70.502,2,16,19,27,32,96,3,2,0,0,1,1,1,1,0,0,2,0,1,0,1,1,19.2,19.0
125,70.502,1,9,18,28,40,96,3,2,0,0,1,1,1,2,0,0,2,1,1,0,0,1,19.2,18.0
126,70.502,9,18,20,23,34,104,3,2,0,0,0,0,1,2,0,0,2,3,0,0,0,0,20.8,20.0
127,70.502,4,14,17,20,41,96,3,2,0,0,1,0,0,0,0,0,2,1,0,1,1,0,19.2,17.0
128,70.502,5,13,24,28,34,104,3,2,0,0,1,0,0,0,0,0,2,0,1,1,0,1,20.8,24.0
129,70.0135,3,18,29,37,40,127,2,3,0,0,0,1,1,2,0,0,0,2,1,1,1,0,25.4,29.0
130,70.0095,2,19,22,35,41,119,2,3,0,0,1,1,1,1,0,0,1,0,1,2,0,1,23.8,22.0
131,70.0095,5,14,22,37,41,119,2,3,0,0,0,1,1,1,0,0,1,0,1,2,1,0,23.8,22.0
132,70.0095,5,16,23,33,42,119,2,3,0,0,1,1,2,3,0,0,1,2,2,0,0,0,23.8,23.0
133,70.0075,5,7,30,33,40,115,2,3,0,0,1,1,2,3,0,0,0,1,4,0,0,0,23.0,30.0
134,70.0065,4,13,19,21,30,87,2,3,0,0,0,0,1,1,0,0,1,0,1,1,1,1,17.4,19.0
135,70.0065,6,13,25,28,41,113,2,3,0,0,0,1,1,1,0,0,1,0,1,2,0,1,22.6,25.0
136,70.0055,3,19,20,28,41,111,2,3,1,0,0,0,0,0,0,0,0,1,0,2,0,2,22.2,20.0
137,70.0025,5,10,27,30,33,105,2,3,0,0,1,0,1,2,0,0,2,1,2,0,0,0,21.0,27.0
138,70.0025,3,6,14,31,41,95,2,3,0,0,1,1,1,1,0,0,2,0,0,3,0,0,19.0,14.0
139,70.0025,4,10,21,33,37,105,2,3,0,0,0,0,0,1,0,0,2,1,0,0,2,0,21.0,21.0
140,70.0025,5,15,18,27,30,95,2,3,0,0,1,0,1,1,0,0,2,1,2,0,0,0,19.0,18.0
141,70.0025,4,5,28,31,37,105,2,3,1,0,0,1,1,1,0,0,0,0,1,1,2,1,21.0,28.0
142,70.0025,3,10,21,23,38,95,2,3,0,0,1,0,1,2,0,0,2,2,0,1,0,0,19.0,21.0
143,70.0025,7,9,12,36,41,105,2,3,0,0,0,0,0,2,0,0,2,1,1,1,0,0,21.0,12.0
144,70.0025,5,9,12,37,42,105,2,3,0,0,1,0,0,2,0,0,2,1,1,0,1,0,21.0,12.0
145,70.0025,7,11,18,25,34,95,2,3,0,0,0,1,2,3,0,0,2,1,2,0,0,0,19.0,18.0
146,70.0015,5,17,18,20,37,97,2,3,1,0,1,0,0,0,0,0,1,2,1,0,1,0,19.4,18.0
147,70.0015,5,6,20,31,41,103,2,3,1,0,1,1,1,1,0,0,1,1,1,2,0,0,20.6,20.0
148,69.508,7,13,16,20,28,84,3,2,0,0,0,1,1,2,0,0,0,1,2,1,0,1,16.8,16.0
149,69.507,4,12,25,34,39,114,3,2,0,0,1,1,1,1,0,0,1,1,2,0,1,0,22.8,25.0
150,69.507,7,16,20,34,37,114,3,2,0,0,1,1,1,2,0,0,1,1,2,0,1,0,22.8,20.0
151,69.507,4,7,12,29,34,86,3,2,0,0,1,0,0,2,0,0,1,2,1,0,1,0,17.2,12.0
152,69.506,1,16,24,30,41,112,3,2,0,0,1,1,2,2,0,0,2,0,2,1,0,0,22.4,24.0
153,69.504,4,8,13,30,37,92,3,2,0,0,0,0,1,1,0,0,1,0,1,1,2,0,18.4,13.0
154,69.503,7,14,20,26,39,106,3,2,0,0,0,0,0,1,0,0,2,1,2,0,0,0,21.2,20.0
155,69.503,8,13,17,28,40,106,3,2,0,0,1,1,1,1,0,0,2,0,1,1,0,1,21.2,17.0
156,69.503,7,12,18,21,36,94,3,2,0,0,0,0,0,1,0,0,2,2,1,0,0,0,18.8,18.0
157,69.503,5,8,14,28,39,94,3,2,0,0,1,0,0,0,0,0,2,0,2,0,0,1,18.8,14.0
158,69.503,4,8,15,29,38,94,3,2,0,0,1,0,0,1,0,0,2,2,0,0,1,0,18.8,15.0
159,69.502,3,4,11,38,40,96,3,2,1,0,0,1,2,2,0,0,1,1,1,1,1,0,19.2,11.0
160,69.502,3,18,19,26,30,96,3,2,1,0,0,0,1,1,0,0,1,1,1,1,0,1,19.2,19.0
161,69.5,1,4,22,34,39,100,3,2,0,0,1,1,1,1,0,0,2,0,1,1,1,0,20.0,22.0
162,69.5,1,5,26,30,38,100,3,2,0,0,0,0,1,1,0,0,2,1,2,0,0,0,20.0,26.0
163,69.0105,4,13,25,37,42,121,2,3,0,0,0,1,1,2,0,0,1,0,1,1,2,0,24.2,25.0
164,69.0105,8,13,23,37,40,121,2,3,0,0,1,1,2,2,0,0,1,1,1,1,1,0,24.2,23.0
165,69.0105,5,19,24,32,41,121,2,3,0,0,0,0,0,0,0,0,1,0,1,1,1,1,24.2,24.0
166,69.0105,7,13,20,39,42,121,2,3,0,0,0,0,0,2,0,0,1,1,2,1,0,0,24.2,20.0
167,69.0075,4,15,25,32,39,115,2,3,0,0,1,1,1,1,0,0,1,0,2,0,2,0,23.0,25.0
168,69.0065,5,12,21,34,41,113,2,3,0,0,1,0,0,0,0,0,2,1,1,1,0,0,22.6,21.0
169,69.0035,1,14,20,25,33,93,2,3,0,0,0,1,1,1,0,0,2,2,1,0,0,0,18.6,20.0
170,69.0035,7,9,16,34,41,107,2,3,0,0,0,1,1,3,0,0,2,0,2,1,0,0,21.4,16.0
171,69.0035,3,17,22,27,38,107,2,3,0,0,1,1,1,1,0,0,2,1,0,2,0,0,21.4,22.0
172,69.0035,2,4,11,35,41,93,2,3,0,0,1,0,1,1,0,0,2,0,1,1,1,0,18.6,11.0
173,69.0035,3,11,26,29,38,107,2,3,0,0,0,0,1,2,0,0,2,2,0,1,0,0,21.4,26.0
174,69.0035,6,12,23,27,39,107,2,3,0,0,0,0,1,1,0,0,2,2,1,0,0,0,21.4,23.0
175,69.0035,4,6,15,29,39,93,2,3,0,0,1,0,0,1,0,0,2,1,1,0,1,0,18.6,15.0
176,69.0035,5,8,21,32,41,107,2,3,0,0,1,0,0,0,0,0,2,0,1,1,1,0,21.4,21.0
177,69.0025,5,12,13,27,38,95,2,3,1,0,0,0,0,0,0,0,1,2,1,1,0,0,19.0,13.0
178,69.0025,5,11,20,29,30,95,2,3,1,0,1,0,2,3,0,0,1,2,2,0,0,0,19.0,20.0
179,69.0005,5,7,17,34,38,101,2,3,0,0,1,0,0,1,0,0,2,1,2,0,0,0,20.2,17.0
180,69.0005,4,6,21,29,39,99,2,3,0,0,1,0,0,1,0,0,2,1,1,0,1,0,19.8,21.0
181,69.0005,3,5,26,31,34,99,2,3,0,0,0,1,1,1,0,0,2,0,1,2,0,0,19.8,26.0
182,69.0005,3,8,21,28,39,99,2,3,0,0,1,0,0,0,0,0,2,0,1,1,0,1,19.8,21.0
183,69.0005,3,10,14,35,37,99,2,3,0,0,0,0,0,1,0,0,2,0,1,1,1,0,19.8,14.0
184,69.0005,6,9,19,32,35,101,2,3,0,0,1,0,0,1,0,0,2,0,1,0,1,1,20.2,19.0
185,68.511,8,18,25,30,41,122,3,2,0,0,1,1,2,2,0,0,1,1,2,1,0,0,24.4,25.0
186,68.511,2,12,28,39,41,122,3,2,0,0,1,0,0,0,0,0,1,1,1,1,0,1,24.4,28.0
187,68.509,12,16,23,29,38,118,3,2,0,0,0,1,2,3,0,0,0,4,1,0,0,0,23.6,23.0
188,68.508,6,13,19,38,40,116,3,2,0,0,0,1,1,1,0,0,1,1,1,1,0,1,23.2,19.0
189,68.508,5,7,16,26,30,84,3,2,0,0,1,1,2,3,0,0,1,0,4,0,0,0,16.8,16.0
190,68.508,4,10,13,22,35,84,3,2,0,0,0,1,1,2,0,0,1,0,1,2,1,0,16.8,13.0
191,68.508,2,4,16,23,39,84,3,2,0,0,0,1,2,2,0,0,1,1,2,0,1,0,16.8,16.0
192,68.508,4,18,23,29,42,116,3,2,0,0,0,0,1,3,0,0,1,3,0,0,1,0,23.2,23.0
193,68.504,3,5,18,24,42,92,3,2,0,0,0,0,0,1,0,0,2,1,1,1,0,0,18.4,18.0
194,68.504,9,18,22,27,32,108,3,2,0,0,1,1,1,2,0,0,2,1,0,1,1,0,21.6,22.0
195,68.504,3,10,25,28,42,108,3,2,0,0,0,1,1,3,0,0,2,0,1,1,0,1,21.6,25.0
196,68.504,5,15,18,24,30,92,3,2,0,0,1,0,1,1,0,0,2,1,2,0,0,0,18.4,18.0
197,68.503,3,16,17,28,30,94,3,2,1,0,0,1,2,2,0,0,1,0,2,1,0,1,18.8,17.0
198,68.501,1,4,18,36,39,98,3,2,0,0,0,0,0,0,0,0,2,1,1,0,1,0,19.6,18.0
199,68.501,6,13,18,31,34,102,3,2,0,0,0,1,1,1,0,0,2,1,0,2,0,0,20.4,18.0
200,68.5,1,12,18,27,42,100,3,2,0,0,1,0,0,1,0,0,3,2,0,0,0,0,20.0,18.0
201,68.0075,3,17,20,34,41,115,2,3,0,0,0,0,0,0,0,0,2,1,0,2,0,0,23.0,20.0
202,68.0075,5,13,22,37,38,115,2,3,1,0,0,1,1,1,0,0,0,1,1,2,1,0,23.0,22.0
203,68.0055,5,9,28,30,39,111,2,3,0,0,1,0,1,2,0,0,1,0,3,0,0,1,22.2,28.0
204,68.0045,7,11,21,32,38,109,2,3,0,0,1,0,1,2,0,0,2,1,1,0,1,0,21.8,21.0
205,68.0045,3,8,19,25,36,91,2,3,0,0,0,1,1,1,0,0,2,0,1,1,0,1,18.2,19.0
206,68.0045,1,7,24,37,40,109,2,3,0,0,1,1,1,2,0,0,2,0,2,0,1,0,21.8,24.0
207,68.0045,5,17,22,29,36,109,2,3,0,0,0,1,1,2,0,0,2,1,1,1,0,0,21.8,22.0
208,68.0035,6,13,19,20,35,93,2,3,1,0,0,0,0,0,0,0,1,1,1,1,0,1,18.6,19.0
209,68.0015,2,9,19,35,38,103,2,3,0,0,1,0,0,1,0,0,2,1,1,0,0,1,20.6,19.0
210,68.0015,1,7,29,32,34,103,2,3,0,0,0,0,0,2,0,0,2,1,1,0,1,0,20.6,29.0
211,68.0005,5,11,21,28,34,99,2,3,0,0,1,0,1,1,0,0,3,0,1,0,0,1,19.8,21.0
212,68.0005,4,11,17,25,42,99,2,3,0,0,0,1,2,3,0,0,3,0,1,0,1,0,19.8,17.0
213,67.506,2,4,13,30,39,88,3,2,0,0,0,0,1,1,0,0,1,0,2,1,1,0,17.6,13.0
214,67.505,4,10,13,29,34,90,3,2,0,0,1,0,0,2,0,0,2,1,0,1,1,0,18.0,13.0
215,67.505,4,12,17,35,42,110,3,2,0,0,1,0,0,1,0,0,2,1,1,0,1,0,22.0,17.0
216,67.505,2,14,16,23,35,90,3,2,0,0,0,1,2,2,0,0,2,1,2,0,0,0,18.0,16.0
217,67.505,2,14,18,35,41,110,3,2,0,0,0,0,0,0,0,0,2,1,1,1,0,0,22.0,18.0
218,67.505,3,14,19,24,30,90,3,2,0,0,1,0,1,1,0,0,2,0,1,1,0,1,18.0,19.0
219,67.505,7,10,14,28,31,90,3,2,0,0,0,1,1,3,0,0,2,0,1,1,0,1,18.0,14.0
220,67.505,6,14,25,28,37,110,3,2,0,0,0,1,1,1,0,0,2,0,1,0,1,1,22.0,25.0
221,67.504,8,12,13,22,37,92,3,2,1,0,1,1,1,1,0,0,1,1,0,2,1,0,18.4,13.0
222,67.502,1,8,20,29,38,96,3,2,0,0,1,0,0,1,0,0,2,3,0,0,0,0,19.2,20.0
223,67.502,2,6,20,33,35,96,3,2,0,0,0,0,0,0,0,0,2,2,1,0,0,0,19.2,20.0
224,67.502,4,8,11,35,38,96,3,2,0,0,1,0,1,1,0,0,2,1,1,0,1,0,19.2,11.0
225,67.502,9,16,18,24,29,96,3,2,0,0,1,1,1,3,0,0,2,2,1,0,0,0,19.2,18.0
226,67.502,8,12,14,33,37,104,3,2,0,0,0,0,0,0,0,0,2,2,0,0,1,0,20.8,14.0
227,67.501,8,10,19,27,38,102,3,2,0,0,1,0,0,1,0,0,3,1,0,0,0,1,20.4,19.0
228,67.501,5,14,24,26,33,102,3,2,0,0,1,0,0,0,0,0,3,1,1,0,0,0,20.4,24.0
229,67.5,8,17,18,22,35,100,3,2,1,0,1,1,1,1,0,0,2,1,1,1,0,0,20.0,18.0
230,67.0125,7,19,22,35,42,125,2,3,0,0,1,1,1,3,0,0,1,0,2,1,0,1,25.0,22.0
231,67.0125,9,18,25,32,41,125,2,3,0,0,0,1,1,2,0,0,1,1,1,1,1,0,25.0,25.0
232,67.0125,6,18,29,31,41,125,2,3,0,0,1,1,1,2,0,0,1,2,0,2,0,0,25.0,29.0
233,67.0125,7,10,28,39,41,125,2,3,0,0,0,0,0,2,0,0,1,0,2,1,0,1,25.0,28.0
234,67.0095,3,7,12,24,35,81,2,3,0,0,0,0,0,1,0,0,1,1,2,1,0,0,16.2,12.0
235,67.0095,8,12,25,35,39,119,2,3,0,0,1,1,1,1,0,0,1,1,3,0,0,0,23.8,25.0
