Rank,Score,Num1,Num2,Num3,Num4,Num5,Sum,Even,Odd,Seq2,Seq3,Mod,Dup1,Dup2,Dup3,r0,r1,r2,r3,r4,r5,r6,r7,Mean,Median
55,72.5,1,12,20,25,42,100,3,2,0,0,1,1,1,2,0,0,2,2,1,0,0,0,20.0,20.0
56,72.0115,4,16,23,39,41,123,2,3,0,0,0,1,2,2,0,0,0,1,2,1,1,0,24.6,23.0
57,72.0115,5,18,22,37,41,123,2,3,0,0,0,1,1,1,0,0,0,1,1,2,1,0,24.6,22.0
58,72.0075,9,12,23,30,41,115,2,3,0,0,0,0,2,3,0,0,1,2,1,1,0,0,23.0,23.0
59,72.0045,3,10,28,33,35,109,2,3,0,0,1,0,0,1,0,0,1,1,1,1,0,1,21.8,28.0
60,72.0045,5,15,22,30,37,109,2,3,0,0,1,1,2,2,0,0,1,0,2,1,1,0,21.8,22.0
61,72.0045,5,12,19,24,31,91,2,3,0,0,0,1,1,1,0,0,1,1,1,1,0,1,18.2,19.0
62,72.0015,3,6,12,37,39,97,2,3,0,0,0,0,0,0,0,0,1,1,1,1,1,0,19.4,12.0
63,72.0015,3,9,25,28,32,97,2,3,0,0,0,1,1,2,0,0,1,0,1,1,1,1,19.4,25.0
64,72.0005,4,9,15,30,41,99,2,3,0,0,0,0,1,2,0,0,2,0,1,1,1,0,19.8,15.0
65,72.0005,1,3,16,39,42,101,2,3,0,0,0,1,1,2,0,0,2,0,2,1,0,0,20.2,16.0
66,72.0005,5,11,17,28,38,99,2,3,0,0,1,0,1,1,0,0,2,1,1,0,0,1,19.8,17.0
67,72.0005,4,8,15,33,41,101,2,3,0,0,0,0,0,0,0,0,2,1,0,1,1,0,20.2,15.0
68,72.0005,1,5,12,39,42,99,2,3,0,0,1,0,0,1,0,0,2,1,2,0,0,0,19.8,12.0
69,72.0005,1,15,20,22,41,99,2,3,0,0,1,1,1,1,0,0,2,1,0,2,0,0,19.8,20.0
70,72.0005,4,11,26,29,31,101,2,3,0,0,1,1,2,3,0,0,2,1,0,1,1,0,20.2,26.0
71,71.505,5,12,26,29,38,110,3,2,0,0,0,0,0,1,0,0,1,3,1,0,0,0,22.0,26.0
72,71.505,4,13,18,24,31,90,3,2,0,0,1,1,1,1,0,0,1,1,0,2,1,0,18.0,18.0
73,71.505,4,12,24,33,37,110,3,2,0,0,1,0,0,0,0,0,1,2,0,0,2,0,22.0,24.0
74,71.505,3,10,20,22,35,90,3,2,0,0,1,1,1,2,0,0,1,1,1,2,0,0,18.0,20.0
75,71.505,4,13,22,34,37,110,3,2,0,0,1,1,1,1,0,0,1,0,0,2,2,0,22.0,22.0
76,71.502,7,11,16,32,38,104,3,2,0,0,0,1,2,3,0,0,1,1,2,0,1,0,20.8,16.0
77,71.502,4,10,19,33,38,104,3,2,0,0,0,0,0,1,0,0,1,2,0,0,1,1,20.8,19.0
78,71.501,4,10,21,25,38,98,3,2,0,0,0,1,1,2,0,0,2,1,1,0,1,0,19.6,21.0
79,71.501,6,17,20,22,33,98,3,2,0,0,0,1,1,1,0,0,2,2,0,1,0,0,19.6,20.0
80,71.501,4,11,23,26,38,102,3,2,0,0,0,0,2,2,0,0,2,2,0,0,1,0,20.4,23.0
81,71.501,3,10,24,30,35,102,3,2,0,0,1,0,1,2,0,0,2,0,2,1,0,0,20.4,24.0
82,71.501,2,7,12,36,41,98,3,2,0,0,1,0,0,1,0,0,2,1,1,1,0,0,19.6,12.0
83,71.501,3,14,18,24,39,98,3,2,0,0,1,0,0,0,0,0,2,1,1,1,0,0,19.6,18.0
84,71.501,1,16,24,28,33,102,3,2,0,0,0,1,1,1,0,0,2,1,1,0,0,1,20.4,24.0
85,71.501,3,8,16,33,42,102,3,2,0,0,1,1,1,2,0,0,2,1,1,1,0,0,20.4,16.0
86,71.0125,3,18,25,38,41,125,2,3,0,0,1,1,1,1,0,0,0,2,1,2,0,0,25.0,25.0
87,71.0055,1,18,23,29,40,111,2,3,0,0,0,1,2,3,0,0,1,3,1,0,0,0,22.2,23.0
88,71.0055,6,12,29,31,33,111,2,3,0,0,0,1,1,2,0,0,1,3,0,1,0,0,22.2,29.0
89,71.0055,4,12,27,29,39,111,2,3,0,0,1,0,0,1,0,0,1,2,1,0,1,0,22.2,27.0
90,71.0055,4,10,25,33,39,111,2,3,0,0,0,1,1,2,0,0,1,1,2,0,1,0,22.2,25.0
91,71.0055,1,5,18,28,37,89,2,3,0,0,1,0,0,0,0,0,1,1,1,0,1,1,17.8,18.0
92,71.0055,4,11,13,20,41,89,2,3,0,0,1,0,1,1,0,0,1,1,0,2,1,0,17.8,13.0
93,71.0025,3,7,13,34,38,95,2,3,0,0,1,0,0,1,0,0,1,1,1,2,0,0,19.0,13.0
94,71.0025,3,8,23,29,32,95,2,3,0,0,1,0,1,2,0,0,1,2,0,1,1,0,19.0,23.0
95,71.0015,2,14,23,31,33,103,2,3,0,0,1,1,2,2,0,0,2,2,0,1,0,0,20.6,23.0
96,71.0015,8,11,18,29,37,103,2,3,0,0,1,0,1,2,0,0,2,2,0,0,1,0,20.6,18.0
97,71.0015,1,15,25,30,32,103,2,3,0,0,1,1,2,2,0,0,2,0,2,0,1,0,20.6,25.0
98,71.0005,7,13,20,21,40,101,2,3,1,0,1,1,1,2,0,0,1,1,2,1,0,0,20.2,20.0
99,70.507,4,7,20,23,32,86,3,2,0,0,0,0,1,2,0,0,0,2,1,0,2,0,17.2,20.0
100,70.506,3,18,23,32,36,112,3,2,0,0,1,0,1,1,0,0,1,2,0,1,1,0,22.4,23.0
101,70.506,5,12,24,33,38,112,3,2,0,0,0,0,0,0,0,0,1,3,1,0,0,0,22.4,24.0
102,70.506,3,8,16,29,32,88,3,2,0,0,0,1,1,2,0,0,1,1,1,1,1,0,17.6,16.0
103,70.503,1,5,20,30,38,94,3,2,0,0,1,0,1,1,0,0,1,2,2,0,0,0,18.8,20.0
104,70.503,13,16,20,23,34,106,3,2,0,0,1,1,2,2,0,0,1,2,1,1,0,0,21.2,20.0
105,70.502,3,14,24,28,35,104,3,2,0,0,1,0,0,0,0,0,2,0,1,1,0,1,20.8,24.0
106,70.502,5,16,23,26,34,104,3,2,0,0,1,1,2,2,0,0,2,1,2,0,0,0,20.8,23.0
107,70.502,5,11,18,24,38,96,3,2,0,0,1,0,1,1,0,0,2,2,1,0,0,0,19.2,18.0
108,70.502,5,16,18,32,33,104,3,2,1,0,0,1,1,1,0,0,0,2,2,0,1,0,20.8,18.0
109,70.502,2,13,19,28,42,104,3,2,0,0,1,0,0,1,0,0,2,0,0,1,0,2,20.8,19.0
110,70.502,7,13,18,24,42,104,3,2,0,0,0,0,0,2,0,0,2,1,1,1,0,0,20.8,18.0
111,70.502,4,10,15,28,39,96,3,2,0,0,0,0,0,1,0,0,2,0,1,0,1,1,19.2,15.0
112,70.502,1,7,10,38,40,96,3,2,0,0,1,1,1,3,0,0,2,1,2,0,0,0,19.2,10.0
113,70.501,3,12,26,30,31,102,3,2,1,0,0,1,2,2,0,0,1,1,1,2,0,0,20.4,26.0
114,70.0075,13,18,20,25,39,115,2,3,0,0,0,1,1,1,0,0,0,2,2,1,0,0,23.0,20.0
115,70.0075,5,7,20,23,30,85,2,3,0,0,1,0,2,3,0,0,0,2,3,0,0,0,17.0,20.0
116,70.0065,3,14,18,37,41,113,2,3,0,0,0,0,0,0,0,0,1,1,0,2,1,0,22.6,18.0
117,70.0065,2,18,25,29,39,113,2,3,0,0,1,1,1,2,0,0,1,2,2,0,0,0,22.6,25.0
118,70.0065,2,4,13,29,39,87,2,3,0,0,1,0,0,1,0,0,1,1,1,1,1,0,17.4,13.0
119,70.0065,3,11,18,22,33,87,2,3,0,0,1,1,2,2,0,0,1,2,0,2,0,0,17.4,18.0
120,70.0065,5,19,26,30,33,113,2,3,0,0,0,0,1,1,0,0,1,1,2,0,0,1,22.6,26.0
121,70.0065,1,19,28,30,35,113,2,3,0,0,0,0,1,1,0,0,1,0,2,0,0,2,22.6,28.0
122,70.0035,8,13,18,25,29,93,2,3,0,0,1,1,1,2,0,0,1,2,1,1,0,0,18.6,18.0
123,70.0035,7,14,16,33,37,107,2,3,0,0,1,1,1,2,0,0,1,1,2,0,1,0,21.4,16.0
124,70.0025,7,12,19,28,29,95,2,3,1,0,1,0,0,2,0,0,0,2,1,0,0,2,19.0,19.0
125,70.0025,1,14,22,29,39,105,2,3,0,0,1,1,1,2,0,0,2,1,1,1,0,0,21.0,22.0
126,70.0025,3,19,24,27,32,105,2,3,0,0,0,0,0,0,0,0,2,0,0,1,1,1,21.0,24.0
127,70.0025,5,14,20,27,39,105,2,3,0,0,0,0,0,0,0,0,2,1,2,0,0,0,21.0,20.0
128,70.0025,2,17,20,23,33,95,2,3,0,0,1,0,1,1,0,0,2,3,0,0,0,0,19.0,20.0
129,70.0025,5,7,14,37,42,105,2,3,0,0,1,0,0,2,0,0,2,0,2,0,1,0,21.0,14.0
130,69.507,5,19,24,28,38,114,3,2,0,0,1,0,0,0,0,0,1,1,1,0,0,2,22.8,24.0
131,69.504,7,14,18,30,39,108,3,2,0,0,0,0,1,2,0,0,1,1,3,0,0,0,21.6,18.0
132,69.504,3,16,19,26,28,92,3,2,0,0,1,1,1,1,0,0,1,0,1,1,0,2,18.4,19.0
133,69.504,7,12,16,34,39,108,3,2,0,0,0,1,1,2,0,0,1,1,3,0,0,0,21.6,16.0
134,69.503,6,13,16,21,38,94,3,2,0,0,1,1,1,1,0,0,2,1,1,1,0,0,18.8,16.0
135,69.503,4,6,13,29,42,94,3,2,0,0,0,0,0,2,0,0,2,1,0,1,1,0,18.8,13.0
136,69.503,8,13,20,24,41,106,3,2,0,0,0,0,0,0,0,0,2,1,0,2,0,0,21.2,20.0
137,69.503,5,17,20,24,40,106,3,2,0,0,1,1,1,1,0,0,2,1,2,0,0,0,21.2,20.0
138,69.503,2,12,23,26,31,94,3,2,0,0,1,1,2,2,0,0,2,2,0,1,0,0,18.8,23.0
139,69.503,4,5,16,30,39,94,3,2,1,0,0,1,2,2,0,0,0,0,4,0,1,0,18.8,16.0
140,69.502,4,17,18,22,35,96,3,2,1,0,0,1,1,1,0,0,1,1,1,1,1,0,19.2,18.0
141,69.5,3,6,20,34,37,100,3,2,0,0,0,0,0,0,0,0,2,1,0,1,1,0,20.0,20.0
142,69.5,4,9,24,30,33,100,3,2,0,0,1,0,1,2,0,0,2,1,1,0,1,0,20.0,24.0
143,69.0105,5,15,22,38,41,121,2,3,0,0,1,1,1,1,0,0,1,1,1,2,0,0,24.2,22.0
144,69.0075,3,5,28,37,42,115,2,3,0,0,0,0,0,1,0,0,1,0,1,1,1,1,23.0,28.0
145,69.0075,8,12,23,33,39,115,2,3,0,0,1,0,1,1,0,0,1,3,1,0,0,0,23.0,23.0
146,69.0075,2,4,13,29,37,85,2,3,0,0,0,0,0,1,0,0,1,1,0,1,2,0,17.0,13.0
147,69.0065,7,13,21,30,42,113,2,3,0,0,0,0,1,3,0,0,2,0,2,1,0,0,22.6,21.0
148,69.0065,3,12,23,37,38,113,2,3,1,0,1,0,1,1,0,0,0,3,0,1,1,0,22.6,23.0
149,69.0045,5,7,22,24,33,91,2,3,0,0,0,1,1,2,0,0,1,1,2,1,0,0,18.2,22.0
150,69.0045,6,13,18,25,29,91,2,3,0,0,0,1,1,2,0,0,1,2,1,1,0,0,18.2,18.0
151,69.0035,2,5,24,35,41,107,2,3,0,0,1,0,0,0,0,0,2,0,2,1,0,0,21.4,24.0
152,69.0035,8,13,17,29,40,107,2,3,0,0,0,1,1,2,0,0,2,1,1,1,0,0,21.4,17.0
153,69.0035,7,14,18,27,41,107,2,3,0,0,1,0,0,1,0,0,2,1,1,1,0,0,21.4,18.0
154,69.0035,6,13,21,29,38,107,2,3,0,0,0,0,0,1,0,0,2,2,0,1,0,0,21.4,21.0
155,69.0035,6,17,23,28,33,107,2,3,0,0,1,0,1,1,0,0,2,2,0,0,0,1,21.4,23.0
156,69.0035,8,12,21,29,37,107,2,3,0,0,0,0,0,1,0,0,2,2,0,0,1,0,21.4,21.0
157,69.0035,9,12,17,29,40,107,2,3,0,0,1,1,1,3,0,0,2,2,1,0,0,0,21.4,17.0
158,69.0035,9,13,20,26,39,107,2,3,0,0,1,0,0,1,0,0,2,1,1,1,0,0,21.4,20.0
159,69.0025,8,19,20,23,35,105,2,3,1,0,0,0,1,1,0,0,1,2,1,0,0,1,21.0,20.0
160,69.0005,1,8,22,33,35,99,2,3,0,0,0,1,1,1,0,0,2,1,1,1,0,0,19.8,22.0
161,69.0005,1,5,24,32,39,101,2,3,0,0,0,0,0,0,0,0,2,0,2,0,1,0,20.2,24.0
162,69.0005,1,4,26,29,41,101,2,3,0,0,1,0,0,1,0,0,2,1,0,1,1,0,20.2,26.0
163,69.0005,6,8,19,33,35,101,2,3,0,0,0,0,0,0,0,0,2,1,1,0,0,1,20.2,19.0
164,69.0005,3,7,14,36,39,99,2,3,0,0,0,0,0,1,0,0,2,0,2,1,0,0,19.8,14.0
165,69.0005,6,9,18,31,37,101,2,3,0,0,0,1,1,2,0,0,2,1,0,1,1,0,20.2,18.0
166,69.0005,6,13,17,30,35,101,2,3,0,0,0,0,1,1,0,0,2,0,2,1,0,0,20.2,17.0
167,68.508,4,7,12,21,40,84,3,2,0,0,0,1,1,2,0,0,1,1,2,0,1,0,16.8,12.0
168,68.508,4,6,18,23,33,84,3,2,0,0,1,0,1,1,0,0,1,3,0,0,1,0,16.8,18.0
169,68.508,8,12,28,33,35,116,3,2,0,0,1,0,0,0,0,0,1,2,1,0,0,1,23.2,28.0
170,68.505,2,4,23,29,32,90,3,2,0,0,1,0,1,2,0,0,1,2,0,0,2,0,18.0,23.0
171,68.504,3,8,14,28,39,92,3,2,0,0,1,0,0,0,0,0,2,0,1,1,0,1,18.4,14.0
172,68.504,4,7,16,32,33,92,3,2,1,0,0,1,1,2,0,0,0,1,2,0,2,0,18.4,16.0
173,68.504,5,10,19,22,36,92,3,2,0,0,0,1,1,2,0,0,2,0,1,1,0,1,18.4,19.0
174,68.504,6,15,25,30,32,108,3,2,0,0,1,1,2,2,0,0,2,0,2,0,1,0,21.6,25.0
175,68.504,6,8,18,35,41,108,3,2,0,0,1,0,0,0,0,0,2,1,1,1,0,0,21.6,18.0
176,68.504,2,16,21,28,41,108,3,2,0,0,1,1,1,1,0,0,2,0,1,1,0,1,21.6,21.0
177,68.504,1,13,20,36,38,108,3,2,0,0,0,0,0,0,0,0,2,2,0,1,0,0,21.6,20.0
178,68.504,7,10,13,24,38,92,3,2,0,0,0,0,0,2,0,0,2,1,1,1,0,0,18.4,13.0
179,68.504,4,8,19,21,40,92,3,2,0,0,0,1,1,1,0,0,2,0,1,0,1,1,18.4,19.0
180,68.504,6,10,19,33,40,108,3,2,0,0,1,1,1,2,0,0,2,1,1,0,0,1,21.6,19.0
181,68.503,2,3,18,30,41,94,3,2,1,0,0,0,1,1,0,0,1,1,1,2,0,0,18.8,18.0
182,68.503,1,18,19,28,40,106,3,2,1,0,1,1,1,1,0,0,1,1,1,0,0,2,21.2,19.0
183,68.501,3,7,26,28,34,98,3,2,0,0,0,0,0,1,0,0,2,0,1,1,0,1,19.6,26.0
184,68.5,3,10,15,30,42,100,3,2,0,0,1,0,1,3,0,0,3,0,1,1,0,0,20.0,15.0
185,68.5,7,11,12,32,38,100,3,2,1,0,1,0,1,2,0,0,1,2,1,0,1,0,20.0,12.0
186,68.5,6,7,20,28,39,100,3,2,1,0,0,0,0,1,0,0,1,1,2,0,0,1,20.0,20.0
187,68.0125,4,20,23,37,41,125,2,3,0,0,0,0,1,1,0,0,0,2,0,1,2,0,25.0,23.0
188,68.0085,3,17,28,31,38,117,2,3,0,0,1,1,1,1,0,0,1,1,0,2,0,1,23.4,28.0
189,68.0085,1,5,16,28,33,83,2,3,0,0,0,1,1,1,0,0,1,1,2,0,0,1,16.6,16.0
190,68.0085,8,13,28,31,37,117,2,3,0,0,1,1,1,1,0,0,1,0,0,2,1,1,23.4,28.0
191,68.0085,4,11,28,35,39,117,2,3,0,0,0,0,1,1,0,0,1,0,2,0,1,1,23.4,28.0
192,68.0075,5,19,29,30,32,115,2,3,1,0,1,0,1,2,0,0,0,1,2,0,1,1,23.0,29.0
193,68.0055,3,5,20,24,37,89,2,3,0,0,0,0,0,0,0,0,1,1,1,1,1,0,17.8,20.0
194,68.0055,3,7,20,27,32,89,2,3,0,0,1,0,0,1,0,0,1,1,1,1,1,0,17.8,20.0
195,68.0055,5,13,18,24,29,89,2,3,0,0,0,0,0,1,0,0,1,2,1,1,0,0,17.8,18.0
196,68.0055,2,16,19,35,39,111,2,3,0,0,1,1,1,1,0,0,1,0,3,0,0,1,22.2,19.0
197,68.0045,5,8,23,31,42,109,2,3,0,0,0,1,2,3,0,0,2,1,1,1,0,0,21.8,23.0
198,68.0045,2,17,23,29,38,109,2,3,0,0,0,0,1,2,0,0,2,3,0,0,0,0,21.8,23.0
199,68.0045,8,11,13,20,39,91,2,3,0,0,0,0,1,1,0,0,2,1,1,1,0,0,18.2,13.0
200,68.0045,7,14,23,26,39,109,2,3,0,0,0,0,1,2,0,0,2,1,2,0,0,0,21.8,23.0
201,68.0045,12,19,20,23,35,109,2,3,1,0,0,0,1,1,0,0,0,3,1,0,0,1,21.8,20.0
202,68.0045,5,14,22,27,41,109,2,3,0,0,0,1,1,1,0,0,2,0,1,2,0,0,21.8,22.0
203,68.0045,3,5,17,26,40,91,2,3,0,0,0,1,1,1,0,0,2,0,2,1,0,0,18.2,17.0
204,68.0045,1,13,18,27,32,91,2,3,0,0,0,0,0,0,0,0,2,1,0,1,1,0,18.2,18.0
205,68.0045,3,10,27,32,37,109,2,3,0,0,1,0,0,1,0,0,2,0,0,1,2,0,21.8,27.0
206,68.0045,3,10,17,29,32,91,2,3,0,0,0,0,0,2,0,0,2,1,0,1,1,0,18.2,17.0
207,68.0015,7,9,24,30,33,103,2,3,0,0,0,0,1,3,0,0,2,1,2,0,0,0,20.6,24.0
208,68.0015,1,7,20,33,36,97,2,3,0,0,0,0,0,1,0,0,2,2,1,0,0,0,19.4,20.0
209,68.0015,9,12,17,30,35,103,2,3,0,0,0,0,1,2,0,0,2,1,2,0,0,0,20.6,17.0
210,68.0015,1,8,23,30,35,97,2,3,0,0,0,0,2,2,0,0,2,1,2,0,0,0,19.4,23.0
211,68.0005,7,11,17,26,40,101,2,3,0,0,1,1,2,3,0,0,3,0,2,0,0,0,20.2,17.0
212,68.0005,6,7,23,25,38,99,2,3,1,0,0,1,2,3,0,0,1,2,2,0,0,0,19.8,23.0
213,68.0005,1,9,14,35,40,99,2,3,0,0,0,1,1,2,0,0,3,0,2,0,0,0,19.8,14.0
214,68.0005,2,10,21,33,35,101,2,3,0,0,0,0,0,1,0,0,3,1,1,0,0,0,20.2,21.0
215,68.0005,7,11,18,31,32,99,2,3,1,0,1,1,2,3,0,0,1,1,1,1,1,0,19.8,18.0
216,68.0005,6,15,19,26,33,99,2,3,0,0,1,0,0,0,0,0,3,1,0,0,0,1,19.8,19.0
217,68.0005,6,13,17,24,41,101,2,3,0,0,0,0,0,0,0,0,3,0,0,2,0,0,20.2,17.0
218,67.509,2,18,28,33,37,118,3,2,0,0,1,0,0,0,0,0,1,2,0,0,1,1,23.6,28.0
219,67.509,9,12,28,32,37,118,3,2,0,0,1,0,0,1,0,0,1,1,0,0,2,1,23.6,28.0
220,67.506,10,12,23,29,38,112,3,2,0,0,0,0,1,3,0,0,1,4,0,0,0,0,22.4,23.0
221,67.506,2,5,12,31,38,88,3,2,0,0,1,1,1,1,0,0,1,2,1,1,0,0,17.6,12.0
222,67.505,2,13,18,35,42,110,3,2,0,0,1,0,0,1,0,0,2,1,1,1,0,0,22.0,18.0
223,67.505,4,11,17,38,40,110,3,2,0,0,0,1,2,2,0,0,2,1,1,0,1,0,22.0,17.0
224,67.505,5,11,14,22,38,90,3,2,0,0,0,1,2,2,0,0,2,1,1,1,0,0,18.0,14.0
225,67.505,6,14,20,31,39,110,3,2,0,0,0,1,1,1,0,0,2,1,1,1,0,0,22.0,20.0
226,67.505,3,10,18,24,35,90,3,2,0,0,0,0,0,1,0,0,2,1,1,1,0,0,18.0,18.0
227,67.505,2,7,16,27,38,90,3,2,0,0,1,1,1,2,0,0,2,1,2,0,0,0,18.0,16.0
228,67.504,1,12,19,20,40,92,3,2,1,0,1,1,1,1,0,0,1,2,1,0,0,1,18.4,19.0
229,67.502,4,7,10,36,39,96,3,2,0,0,0,0,0,2,0,0,2,0,2,0,1,0,19.2,10.0
230,67.502,2,6,25,32,39,104,3,2,0,0,1,1,1,1,0,0,2,0,2,0,1,0,20.8,25.0
231,67.502,4,7,17,32,36,96,3,2,0,0,1,0,0,1,0,0,2,0,1,0,2,0,19.2,17.0
232,67.502,4,6,21,30,35,96,3,2,0,0,0,0,1,1,0,0,2,0,2,0,1,0,19.2,21.0
233,67.0125,8,18,23,35,41,125,2,3,0,0,1,0,1,1,0,0,1,2,1,1,0,0,25.0,23.0
234,67.0095,1,7,18,22,33,81,2,3,0,0,0,1,1,2,0,0,1,2,1,1,0,0,16.2,18.0
235,67.0085,1,19,24,32,41,117,2,3,0,0,1,0,0,0,0,0,2,0,0,1,1,1,23.4,24.0
