Rank,Score,Num1,Num2,Num3,Num4,Num5,Sum,Even,Odd,Seq2,Seq3,Mod,Dup1,Dup2,Dup3,RankScore,Mean,Median
138,65.0,3,6,15,27,42,93,2,3,0,0,0,0,0,1,40.0,18.6,15.0
139,65.0,2,9,25,29,34,99,2,3,0,0,1,1,1,3,40.0,19.8,25.0
140,65.0,3,11,22,24,33,93,2,3,0,0,1,1,2,2,40.0,18.6,22.0
141,65.0,1,15,21,28,42,107,2,3,0,0,1,0,0,1,40.0,21.4,21.0
142,65.0,5,10,20,33,39,107,2,3,0,0,1,0,0,1,40.0,21.4,20.0
143,65.0,7,13,26,28,33,107,2,3,0,0,1,0,0,1,40.0,21.4,26.0
144,65.0,1,8,24,33,35,101,2,3,0,0,0,0,0,0,40.0,20.2,24.0
145,65.0,2,7,27,31,34,101,2,3,0,0,1,1,1,2,40.0,20.2,27.0
146,65.0,1,5,22,33,38,99,2,3,0,0,0,1,1,1,40.0,19.8,22.0
147,65.0,3,6,21,29,42,101,2,3,0,0,0,0,0,2,40.0,20.2,21.0
148,65.0,3,5,24,27,40,99,2,3,0,0,0,1,1,1,40.0,19.8,24.0
149,64.5,1,7,28,30,32,98,3,2,0,0,0,0,1,2,40.0,19.6,28.0
150,64.5,5,13,20,34,36,108,3,2,0,0,0,0,0,0,40.0,21.6,20.0
151,64.5,4,14,17,30,33,98,3,2,0,0,1,0,1,1,40.0,19.6,17.0
152,64.5,3,10,14,34,37,98,3,2,0,0,1,0,0,1,40.0,19.6,14.0
153,64.5,8,10,23,32,35,108,3,2,0,0,0,0,1,2,40.0,21.6,23.0
154,64.5,6,8,20,31,37,102,3,2,0,0,0,1,1,1,40.0,20.4,20.0
155,64.5,7,12,15,30,38,102,3,2,0,0,0,0,1,2,40.0,20.4,15.0
156,64.5,7,10,12,31,38,98,3,2,0,0,0,1,1,3,40.0,19.6,12.0
157,64.5,5,12,18,30,37,102,3,2,0,0,0,0,1,1,40.0,20.4,18.0
158,64.5,8,10,14,27,33,92,3,2,0,0,0,0,0,1,40.0,18.4,14.0
159,64.5,2,9,16,28,37,92,3,2,0,0,0,1,1,2,40.0,18.4,16.0
160,64.5,3,12,14,22,41,92,3,2,0,0,1,1,1,1,40.0,18.4,14.0
161,64.5,1,15,26,28,38,108,3,2,0,0,1,0,0,0,40.0,21.6,26.0
162,64.5,6,13,17,30,36,102,3,2,0,0,1,0,1,1,40.0,20.4,17.0
163,64.5,9,17,22,26,34,108,3,2,0,0,0,1,1,2,40.0,21.6,22.0
164,64.5,2,13,18,20,39,92,3,2,0,0,0,0,0,0,40.0,18.4,18.0
165,64.5,6,10,17,31,34,98,3,2,0,0,0,1,1,2,40.0,19.6,17.0
166,64.5,6,13,15,20,38,92,3,2,0,0,0,0,0,0,40.0,18.4,15.0
167,64.5,7,10,19,32,40,108,3,2,0,0,1,1,1,3,40.0,21.6,19.0
168,64.5,8,11,17,30,36,102,3,2,0,0,0,0,2,2,40.0,20.4,17.0
169,64.5,1,8,22,26,41,98,3,2,0,0,1,1,1,1,40.0,19.6,22.0
170,64.5,3,14,17,34,40,108,3,2,0,0,1,1,1,1,40.0,21.6,17.0
171,64.5,6,9,14,22,41,92,3,2,0,0,0,1,1,2,40.0,18.4,14.0
172,64.01,5,12,21,37,40,115,2,3,0,0,0,1,1,1,40.0,23.0,21.0
173,64.01,2,14,25,33,41,115,2,3,0,0,0,1,1,1,40.0,23.0,25.0
174,64.0,9,13,15,30,42,109,2,3,0,0,0,0,1,3,40.0,21.8,15.0
175,64.0,1,4,28,31,39,103,2,3,0,0,1,1,1,1,40.0,20.6,28.0
176,64.0,3,6,15,26,41,91,2,3,0,0,1,0,0,0,40.0,18.2,15.0
177,64.0,5,7,24,29,38,103,2,3,0,0,0,0,0,2,40.0,20.6,24.0
178,64.0,6,11,13,28,33,91,2,3,0,0,1,0,1,1,40.0,18.2,13.0
179,64.0,6,13,17,22,33,91,2,3,0,0,1,1,1,1,40.0,18.2,17.0
180,64.0,4,15,17,32,41,109,2,3,0,0,0,0,0,0,40.0,21.8,17.0
181,64.0,1,8,25,29,34,97,2,3,0,0,0,1,1,2,40.0,19.4,25.0
182,64.0,9,17,19,28,36,109,2,3,0,0,1,0,0,1,40.0,21.8,19.0
183,64.0,2,4,29,31,37,103,2,3,0,0,0,1,1,2,40.0,20.6,29.0
184,64.0,4,9,15,32,37,97,2,3,0,0,0,0,0,1,40.0,19.4,15.0
185,64.0,7,10,19,23,32,91,2,3,0,0,0,0,1,3,40.0,18.2,19.0
186,64.0,4,19,23,25,38,109,2,3,0,0,0,1,2,2,40.0,21.8,23.0
187,64.0,4,8,19,37,41,109,2,3,0,0,0,0,0,0,40.0,21.8,19.0
188,64.0,9,19,23,26,32,109,2,3,0,0,1,0,1,2,40.0,21.8,23.0
189,64.0,5,12,17,30,33,97,2,3,0,0,0,0,1,1,40.0,19.4,17.0
190,64.0,3,5,25,28,42,103,2,3,0,0,1,1,1,2,40.0,20.6,25.0
191,64.0,5,14,21,27,42,109,2,3,0,0,0,0,0,1,40.0,21.8,21.0
192,64.0,5,16,19,28,41,109,2,3,0,0,0,1,1,1,40.0,21.8,19.0
193,64.0,1,12,17,21,40,91,2,3,0,0,1,1,1,1,40.0,18.2,17.0
194,63.51,3,8,20,37,42,110,3,2,0,0,0,0,0,1,40.0,22.0,20.0
195,63.51,7,9,16,20,38,90,3,2,0,0,0,1,1,3,40.0,18.0,16.0
196,63.51,8,11,13,24,34,90,3,2,0,0,1,0,1,1,40.0,18.0,13.0
197,63.51,7,18,26,28,31,110,3,2,0,0,1,1,1,2,40.0,22.0,26.0
198,63.51,4,16,23,32,35,110,3,2,0,0,0,1,2,2,40.0,22.0,23.0
199,63.51,3,5,18,28,36,90,3,2,0,0,1,0,0,0,40.0,18.0,18.0
200,63.51,6,14,17,23,30,90,3,2,0,0,0,0,2,2,40.0,18.0,17.0
201,63.51,7,10,21,38,40,116,3,2,0,0,1,1,1,3,40.0,23.2,21.0
202,63.51,5,10,17,24,34,90,3,2,0,0,1,0,0,1,40.0,18.0,17.0
203,63.51,4,13,18,35,40,110,3,2,0,0,0,1,1,1,40.0,22.0,18.0
204,63.51,2,15,18,35,40,110,3,2,0,0,1,1,1,1,40.0,22.0,18.0
205,63.51,2,18,23,30,37,110,3,2,0,0,0,0,2,2,40.0,22.0,23.0
206,63.51,4,13,24,35,40,116,3,2,0,0,1,1,1,1,40.0,23.2,24.0
207,63.51,3,14,21,34,38,110,3,2,0,0,1,0,0,0,40.0,22.0,21.0
208,63.51,2,6,28,33,41,110,3,2,0,0,0,0,0,0,40.0,22.0,28.0
209,63.51,9,17,20,28,36,110,3,2,0,0,0,0,0,1,40.0,22.0,20.0
210,63.51,4,18,23,28,37,110,3,2,0,0,1,0,1,1,40.0,22.0,23.0
211,63.51,5,13,26,30,36,110,3,2,0,0,1,0,1,1,40.0,22.0,26.0
212,63.51,1,4,19,28,38,90,3,2,0,0,1,0,0,0,40.0,18.0,19.0
213,63.51,6,12,22,29,41,110,3,2,0,0,1,1,1,2,40.0,22.0,22.0
214,63.51,2,15,23,36,40,116,3,2,0,0,0,1,2,2,40.0,23.2,23.0
215,63.51,5,8,16,27,34,90,3,2,0,0,0,1,1,1,40.0,18.0,16.0
216,63.5,6,16,17,29,32,100,3,2,1,0,1,1,1,2,40.0,20.0,17.0
217,63.5,6,8,23,28,31,96,3,2,0,0,1,1,2,2,40.0,19.2,23.0
218,63.5,2,16,17,24,41,100,3,2,1,0,0,1,1,1,40.0,20.0,17.0
219,63.01,3,9,25,32,42,111,2,3,0,0,1,1,1,3,40.0,22.2,25.0
220,63.01,9,11,18,33,40,111,2,3,0,0,0,1,2,3,40.0,22.2,18.0
221,63.01,6,9,15,21,38,89,2,3,0,0,0,0,0,1,40.0,17.8,15.0
222,63.01,1,17,25,30,38,111,2,3,0,0,0,1,2,2,40.0,22.2,25.0
223,63.01,7,13,18,20,31,89,2,3,0,0,0,1,1,2,40.0,17.8,18.0
224,63.01,5,10,15,22,37,89,2,3,0,0,1,1,1,2,40.0,17.8,15.0
225,63.01,1,5,26,38,41,111,2,3,0,0,1,0,0,0,40.0,22.2,26.0
226,63.01,1,7,16,26,39,89,2,3,0,0,1,1,1,2,40.0,17.8,16.0
227,63.01,6,9,15,23,36,89,2,3,0,0,1,0,1,2,40.0,17.8,15.0
228,63.01,7,15,26,29,34,111,2,3,0,0,0,0,0,2,40.0,22.2,26.0
229,63.01,1,15,17,24,32,89,2,3,0,0,0,0,0,0,40.0,17.8,17.0
230,63.01,1,13,19,22,34,89,2,3,0,0,0,1,1,1,40.0,17.8,19.0
231,63.01,3,13,28,32,35,111,2,3,0,0,1,0,0,0,40.0,22.2,28.0
232,63.01,3,18,24,31,35,111,2,3,0,0,0,1,1,1,40.0,22.2,24.0
233,63.01,3,13,17,24,32,89,2,3,0,0,1,0,0,0,40.0,17.8,17.0
234,63.01,1,9,16,24,39,89,2,3,0,0,1,1,1,2,40.0,17.8,16.0
235,63.01,3,16,19,21,30,89,2,3,0,0,0,1,2,2,40.0,17.8,19.0
236,63.01,4,6,19,29,31,89,2,3,0,0,1,1,1,2,40.0,17.8,19.0
237,63.01,6,13,23,32,37,111,2,3,0,0,1,0,1,1,40.0,22.2,23.0
238,63.01,2,7,15,23,42,89,2,3,0,0,1,0,1,3,40.0,17.8,15.0
239,63.01,6,14,23,29,39,111,2,3,0,0,1,0,1,2,40.0,22.2,23.0
240,63.01,7,12,24,31,37,111,2,3,0,0,1,1,1,2,40.0,22.2,24.0
241,63.01,8,11,24,33,41,117,2,3,0,0,1,0,1,1,40.0,23.4,24.0
242,63.0,9,13,15,32,36,105,2,3,0,0,0,0,0,1,40.0,21.0,15.0
243,63.0,9,14,15,22,39,99,2,3,1,0,1,1,1,2,40.0,19.8,15.0
244,63.0,7,13,14,28,39,101,2,3,1,0,0,0,0,1,40.0,20.2,14.0
245,63.0,4,15,16,29,37,101,2,3,1,0,0,1,1,2,40.0,20.2,16.0
246,63.0,3,10,19,35,38,105,2,3,0,0,0,0,0,1,40.0,21.0,19.0
247,63.0,2,3,17,37,40,99,2,3,1,0,1,1,1,1,40.0,19.8,17.0
248,63.0,1,8,26,31,39,105,2,3,0,0,1,1,1,1,40.0,21.0,26.0
249,63.0,8,9,17,29,36,99,2,3,1,0,1,0,0,2,40.0,19.8,17.0
250,62.51,7,12,15,24,30,88,3,2,0,0,0,0,1,2,40.0,17.6,15.0
251,62.51,6,12,23,35,42,118,3,2,0,0,1,0,1,2,40.0,23.6,23.0
252,62.51,6,16,19,30,41,112,3,2,0,0,1,1,2,2,40.0,22.4,19.0
253,62.51,6,8,13,24,37,88,3,2,0,0,0,0,0,0,40.0,17.6,13.0
254,62.51,1,12,18,24,33,88,3,2,0,0,0,0,0,0,40.0,17.6,18.0
255,62.51,4,9,23,36,40,112,3,2,0,0,0,1,2,3,40.0,22.4,23.0
256,62.51,4,9,26,33,40,112,3,2,0,0,0,1,1,2,40.0,22.4,26.0
257,62.51,5,8,19,38,42,112,3,2,0,0,1,0,0,1,40.0,22.4,19.0
258,62.51,4,13,15,20,36,88,3,2,0,0,0,0,0,0,40.0,17.6,15.0
259,62.51,6,12,25,28,41,112,3,2,0,0,0,1,1,1,40.0,22.4,25.0
260,62.51,1,18,26,31,42,118,3,2,0,0,1,1,1,2,40.0,23.6,26.0
261,62.51,6,14,17,34,41,112,3,2,0,0,1,0,0,0,40.0,22.4,17.0
262,62.51,5,14,18,34,41,112,3,2,0,0,1,0,0,0,40.0,22.4,18.0
263,62.51,9,14,25,30,34,112,3,2,0,0,1,1,2,3,40.0,22.4,25.0
264,62.51,5,17,24,28,38,112,3,2,0,0,1,0,0,0,40.0,22.4,24.0
265,62.5,14,18,21,23,30,106,3,2,0,0,0,0,2,2,40.0,21.2,21.0
266,62.5,5,17,18,26,32,98,3,2,1,0,0,0,0,0,40.0,19.6,18.0
267,62.5,8,10,21,29,30,98,3,2,1,0,1,0,1,3,40.0,19.6,21.0
268,62.5,4,16,18,27,29,94,3,2,0,0,0,1,1,2,40.0,18.8,18.0
269,62.5,10,15,24,27,30,106,3,2,0,0,1,0,1,2,40.0,21.2,24.0
270,62.5,4,8,10,35,37,94,3,2,0,0,0,0,0,1,40.0,18.8,10.0
271,62.5,1,4,20,28,41,94,3,2,0,0,1,0,0,0,40.0,18.8,20.0
272,62.5,7,8,14,28,41,98,3,2,1,0,1,0,0,1,40.0,19.6,14.0
273,62.5,14,17,20,23,32,106,3,2,0,0,0,0,1,1,40.0,21.2,20.0
274,62.5,7,13,14,28,36,98,3,2,1,0,0,0,0,1,40.0,19.6,14.0
275,62.5,5,12,14,36,39,106,3,2,0,0,0,0,0,0,40.0,21.2,14.0
276,62.5,6,15,18,30,37,106,3,2,0,0,0,0,1,1,40.0,21.2,18.0
277,62.01,5,7,19,24,32,87,2,3,0,0,0,0,0,1,40.0,17.4,19.0
278,62.01,2,7,13,29,36,87,2,3,0,0,0,0,0,2,40.0,17.4,13.0
279,62.01,6,9,17,20,35,87,2,3,0,0,0,0,0,1,40.0,17.4,17.0
280,62.01,4,15,25,30,39,113,2,3,0,0,1,1,2,2,40.0,22.6,25.0
281,62.01,2,19,27,31,34,113,2,3,0,0,0,1,1,1,40.0,22.6,27.0
282,62.01,2,13,23,36,39,113,2,3,0,0,1,0,1,1,40.0,22.6,23.0
283,62.01,1,10,14,29,33,87,2,3,0,0,0,0,0,2,40.0,17.4,14.0
284,62.01,5,10,13,28,31,87,2,3,0,0,0,1,1,2,40.0,17.4,13.0
285,62.01,5,13,25,34,36,113,2,3,0,0,1,1,1,1,40.0,22.6,25.0
286,62.01,4,13,26,35,41,119,2,3,0,0,0,0,0,0,40.0,23.8,26.0
287,62.01,1,19,23,34,36,113,2,3,0,0,0,0,1,1,40.0,22.6,23.0
288,62.01,5,11,22,39,42,119,2,3,0,0,1,1,2,3,40.0,23.8,22.0
289,62.01,7,11,15,38,42,113,2,3,0,0,0,0,1,3,40.0,22.6,15.0
290,62.01,5,13,28,30,37,113,2,3,0,0,0,0,1,1,40.0,22.6,28.0
291,62.01,6,9,17,22,33,87,2,3,0,0,0,1,1,2,40.0,17.4,17.0
292,62.01,4,13,18,37,41,113,2,3,0,0,0,0,0,0,40.0,22.6,18.0
293,62.01,2,7,10,27,41,87,2,3,0,0,1,0,0,2,40.0,17.4,10.0
294,62.01,3,11,26,34,39,113,2,3,0,0,0,0,1,1,40.0,22.6,26.0
295,62.01,7,15,18,32,41,113,2,3,0,0,0,0,0,1,40.0,22.6,18.0
296,62.01,5,18,23,32,41,119,2,3,0,0,0,0,1,1,40.0,23.8,23.0
297,62.01,8,17,22,29,37,113,2,3,0,0,1,1,1,2,40.0,22.6,22.0
298,62.01,7,13,24,31,38,113,2,3,0,0,0,1,1,2,40.0,22.6,24.0
299,62.01,4,10,19,23,31,87,2,3,0,0,0,1,2,3,40.0,17.4,19.0
300,62.01,2,9,23,37,42,113,2,3,0,0,1,0,1,3,40.0,22.6,23.0
