Rank,Score,Num1,Num2,Num3,Num4,Num5,Sum,Even,Odd,Seq2,Seq3,Mod,Modx,Dup1,Dup2,Dup3,r0,r1,r2,r3,r4,r5,r6,r7,Mean,Median
145,69.5,3,7,24,30,36,100,3,2,0,0,0,0,1,1,1,0,0,2,0,2,1,0,0,20.0,24
146,69.0105,3,17,22,38,41,121,2,3,0,0,0,0,0,1,1,0,0,1,1,0,3,0,0,24.2,22
147,69.0105,4,11,29,37,40,121,2,3,0,0,0,0,1,1,2,0,0,1,1,1,0,2,0,24.2,29
148,69.0075,4,11,13,20,37,85,2,3,0,0,0,0,0,0,0,0,0,1,1,0,1,2,0,17.0,13
149,69.0075,1,4,18,23,39,85,2,3,0,0,0,0,0,2,2,0,0,1,2,1,0,1,0,17.0,18
150,69.0065,3,17,20,31,42,113,2,3,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,22.6,20
151,69.0045,4,7,11,30,39,91,2,3,0,0,0,0,1,1,1,0,0,1,0,3,0,1,0,18.2,11
152,69.0035,1,11,16,28,37,93,2,3,0,0,1,0,0,1,1,0,0,2,0,1,0,1,1,18.6,16
153,69.0035,8,17,19,23,40,107,2,3,0,0,0,0,1,2,2,0,0,2,1,1,0,0,1,21.4,19
154,69.0035,3,8,11,30,41,93,2,3,0,0,1,0,0,0,0,0,0,2,0,1,2,0,0,18.6,11
155,69.0035,5,10,24,31,37,107,2,3,0,0,0,0,1,1,2,0,0,2,0,1,1,1,0,21.4,24
156,69.0035,6,17,20,29,35,107,2,3,0,0,0,0,0,0,1,0,0,2,2,1,0,0,0,21.4,20
157,69.0035,3,15,20,33,36,107,2,3,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,21.4,20
158,69.0035,5,11,26,30,35,107,2,3,0,0,1,0,1,1,1,0,0,2,0,3,0,0,0,21.4,26
159,69.0035,2,15,18,31,41,107,2,3,0,0,1,0,0,1,1,0,0,2,1,0,2,0,0,21.4,18
160,69.0035,5,11,21,32,38,107,2,3,0,0,1,0,1,2,2,0,0,2,1,1,0,1,0,21.4,21
161,69.0025,7,10,22,23,33,95,2,3,1,0,1,0,1,2,3,0,0,1,2,1,1,0,0,19.0,22
162,69.0025,1,12,29,30,33,105,2,3,1,0,0,0,0,0,1,0,0,1,3,1,0,0,0,21.0,29
163,69.0025,5,18,19,26,37,105,2,3,1,0,0,0,1,2,2,0,0,1,1,1,0,1,1,21.0,19
164,69.0025,5,18,20,21,41,105,2,3,1,0,1,0,1,2,2,0,0,1,2,1,1,0,0,21.0,20
165,69.0005,5,8,17,30,39,99,2,3,0,0,0,0,1,1,1,0,0,2,0,3,0,0,0,19.8,17
166,69.0005,10,17,20,23,31,101,2,3,0,0,1,0,0,1,2,0,0,2,2,0,1,0,0,20.2,20
167,69.0005,2,5,19,36,39,101,2,3,0,0,1,0,1,1,1,0,0,2,0,2,0,0,1,20.2,19
168,69.0005,1,11,18,30,39,99,2,3,0,0,1,0,0,1,1,0,0,2,1,2,0,0,0,19.8,18
169,69.0005,3,8,23,29,36,99,2,3,0,0,1,0,0,1,2,0,0,2,2,0,1,0,0,19.8,23
170,68.511,5,18,26,32,41,122,3,2,0,0,0,0,1,2,2,0,0,1,1,1,1,1,0,24.4,26
171,68.509,12,16,23,30,37,118,3,2,0,0,0,0,0,2,2,0,0,0,2,2,0,1,0,23.6,23
172,68.508,3,10,12,20,39,84,3,2,0,0,1,0,0,0,1,0,0,1,2,1,1,0,0,16.8,12
173,68.507,2,10,23,38,41,114,3,2,0,0,0,0,0,2,3,0,0,2,2,0,1,0,0,22.8,23
174,68.505,2,7,16,30,35,90,3,2,0,0,0,0,1,2,2,0,0,1,0,4,0,0,0,18.0,16
175,68.505,3,9,16,30,32,90,3,2,0,0,0,0,0,1,1,0,0,1,0,2,1,1,0,18.0,16
176,68.504,4,12,21,34,37,108,3,2,0,0,1,0,1,1,1,0,0,2,1,0,0,2,0,21.6,21
177,68.504,6,12,15,35,40,108,3,2,0,0,1,0,1,1,1,0,0,2,1,2,0,0,0,21.6,15
178,68.504,3,12,15,20,42,92,3,2,0,0,1,0,0,0,0,0,0,2,2,0,1,0,0,18.4,15
179,68.504,1,6,16,29,40,92,3,2,0,0,1,0,1,2,3,0,0,2,1,2,0,0,0,18.4,16
180,68.504,7,9,12,26,38,92,3,2,0,0,0,0,1,2,2,0,0,2,2,1,0,0,0,18.4,12
181,68.504,8,13,22,27,38,108,3,2,0,0,1,0,0,1,1,0,0,2,1,0,2,0,0,21.6,22
182,68.504,2,9,20,37,40,108,3,2,0,0,1,0,1,1,1,0,0,2,1,1,0,1,0,21.6,20
183,68.504,6,11,13,22,40,92,3,2,0,0,0,0,1,1,1,0,0,2,0,1,2,0,0,18.4,13
184,68.504,9,16,18,24,41,108,3,2,0,0,0,0,0,2,2,0,0,2,1,1,1,0,0,21.6,18
185,68.503,4,11,12,28,39,94,3,2,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,18.8,12
186,68.501,1,8,20,29,40,98,3,2,0,0,1,0,1,1,2,0,0,2,2,1,0,0,0,19.6,20
187,68.501,4,6,23,31,34,98,3,2,0,0,1,0,1,2,2,0,0,2,1,0,1,1,0,19.6,23
188,68.501,3,6,25,32,36,102,3,2,0,0,1,0,0,0,0,0,0,2,0,1,1,1,0,20.4,25
189,68.501,3,9,20,28,42,102,3,2,0,0,0,0,0,0,0,0,0,2,1,0,1,0,1,20.4,20
190,68.501,12,14,21,25,30,102,3,2,0,0,0,0,1,1,1,0,0,2,1,2,0,0,0,20.4,21
191,68.501,7,12,15,32,36,102,3,2,0,0,1,0,1,1,1,0,0,2,1,1,0,1,0,20.4,15
192,68.5,1,10,12,36,41,100,3,2,0,0,1,0,0,0,1,0,0,3,1,0,1,0,0,20.0,12
193,68.5,4,15,17,26,38,100,3,2,0,0,0,0,0,1,1,0,0,3,1,0,0,1,0,20.0,17
194,68.5,4,13,14,31,38,100,3,2,1,0,1,0,1,2,2,0,0,1,1,0,2,1,0,20.0,14
195,68.5,11,12,20,22,35,100,3,2,1,0,1,0,0,0,0,0,0,1,2,1,1,0,0,20.0,20
196,68.5,6,14,21,28,31,100,3,2,0,0,1,0,1,1,1,0,0,3,0,0,1,0,1,20.0,21
197,68.0125,4,20,29,31,41,125,2,3,0,0,1,0,0,0,1,0,0,0,2,0,2,1,0,25.0,29
198,68.0115,3,18,27,35,40,123,2,3,0,0,0,0,1,2,2,0,0,1,1,2,1,0,0,24.6,27
199,68.0115,2,16,25,39,41,123,2,3,0,0,0,0,0,1,1,0,0,1,0,3,1,0,0,24.6,25
200,68.0095,13,16,22,33,35,119,2,3,0,0,1,0,0,1,1,0,0,0,1,2,2,0,0,23.8,22
201,68.0095,5,20,23,32,39,119,2,3,0,0,0,0,1,2,2,0,0,0,2,2,0,1,0,23.8,23
202,68.0085,4,9,13,22,35,83,2,3,0,0,0,0,0,0,0,0,0,1,0,1,2,1,0,16.6,13
203,68.0085,2,4,19,25,33,83,2,3,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,16.6,19
204,68.0055,1,20,23,30,37,111,2,3,0,0,1,0,0,1,1,0,0,1,2,1,0,1,0,22.2,23
205,68.0055,6,16,19,23,25,89,2,3,0,0,1,0,0,2,2,0,0,1,1,2,0,0,1,17.8,19
206,68.0055,2,7,23,25,32,89,2,3,0,0,1,0,1,2,2,0,0,1,1,2,0,1,0,17.8,23
207,68.0055,12,18,21,25,35,111,2,3,0,0,1,0,0,1,1,0,0,1,2,2,0,0,0,22.2,21
208,68.0045,3,9,13,26,40,91,2,3,0,0,1,0,1,1,1,0,0,2,0,1,2,0,0,18.2,13
209,68.0045,3,11,16,24,37,91,2,3,0,0,0,0,0,1,1,0,0,2,0,1,1,1,0,18.2,16
210,68.0045,1,10,19,23,38,91,2,3,0,0,0,0,0,2,3,0,0,2,2,0,0,0,1,18.2,19
211,68.0045,9,14,25,29,32,109,2,3,0,0,1,0,1,1,2,0,0,2,1,1,0,1,0,21.8,25
212,68.0045,4,17,27,29,32,109,2,3,0,0,1,0,0,0,1,0,0,2,1,0,0,2,0,21.8,27
213,68.0035,3,19,20,27,38,107,2,3,1,0,0,0,0,1,1,0,0,1,2,0,1,0,1,21.4,20
214,68.0015,1,10,19,32,35,97,2,3,0,0,0,0,0,0,1,0,0,2,0,1,0,1,1,19.4,19
215,68.0015,3,14,17,31,38,103,2,3,0,0,0,0,1,2,2,0,0,2,1,0,2,0,0,20.6,17
216,68.0015,3,10,17,32,35,97,2,3,0,0,0,0,0,0,1,0,0,2,0,1,1,1,0,19.4,17
217,68.0015,11,13,20,24,35,103,2,3,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,20.6,20
218,68.0015,3,6,24,31,39,103,2,3,0,0,0,0,0,0,0,0,0,2,0,1,2,0,0,20.6,24
219,68.0005,4,5,25,27,38,99,2,3,1,0,1,0,1,2,2,0,0,1,1,2,0,1,0,19.8,25
220,68.0005,2,17,25,27,30,101,2,3,0,0,1,0,0,0,0,0,0,3,0,2,0,0,0,20.2,25
221,68.0005,1,12,24,27,37,101,2,3,0,0,1,0,0,0,0,0,0,3,1,0,0,1,0,20.2,24
222,68.0005,2,11,23,27,38,101,2,3,0,0,0,0,0,2,2,0,0,3,2,0,0,0,0,20.2,23
223,68.0005,6,15,19,21,40,101,2,3,0,0,0,0,1,1,1,0,0,3,0,1,0,0,1,20.2,19
224,68.0005,8,11,19,24,39,101,2,3,0,0,1,0,0,0,0,0,0,3,0,1,0,0,1,20.2,19
225,68.0005,7,8,16,31,39,101,2,3,1,0,0,0,1,2,2,0,0,1,0,3,1,0,0,20.2,16
226,67.512,3,16,28,36,41,124,3,2,0,0,1,0,0,1,1,0,0,1,0,1,2,0,1,24.8,28
227,67.512,3,18,22,39,42,124,3,2,0,0,1,0,0,1,1,0,0,1,1,1,2,0,0,24.8,22
228,67.512,3,16,29,36,40,124,3,2,0,0,1,0,1,2,3,0,0,1,1,2,1,0,0,24.8,29
229,67.51,5,20,28,30,37,120,3,2,0,0,1,0,1,1,1,0,0,0,1,2,0,1,1,24.0,28
230,67.509,4,15,28,33,38,118,3,2,0,0,1,0,0,1,1,0,0,1,2,0,0,1,1,23.6,28
231,67.509,4,7,12,23,36,82,3,2,0,0,0,0,1,2,2,0,0,1,2,1,0,1,0,16.4,12
232,67.509,1,18,28,32,39,118,3,2,0,0,1,0,0,1,1,0,0,1,1,1,0,1,1,23.6,28
233,67.509,2,4,12,25,39,82,3,2,0,0,1,0,0,0,0,0,0,1,1,2,0,1,0,16.4,12
234,67.509,6,19,28,30,35,118,3,2,0,0,0,0,0,0,0,0,0,1,0,2,0,0,2,23.6,28
235,67.506,10,16,22,29,35,112,3,2,0,0,0,0,0,1,3,0,0,1,1,2,1,0,0,22.4,22
