Rank,Score,Num1,Num2,Num3,Num4,Num5,Sum,Even,Odd,Seq2,Seq3,Mod,Dup1,Dup2,Dup3,r0,r1,r2,r3,r4,r5,r6,r7,Mean,Median
35,74.0025,5,13,23,30,34,105,2,3,0,0,1,0,2,2,0,0,1,1,2,1,0,0,21.0,23
36,74.0025,4,9,19,23,40,95,2,3,0,0,1,1,2,3,0,0,1,1,1,0,1,1,19.0,19
37,74.0015,4,13,19,20,41,97,2,3,1,0,0,0,0,0,0,0,0,1,0,2,1,1,19.4,19
38,73.507,5,13,16,20,32,86,3,2,0,0,0,1,1,1,0,0,0,1,2,1,1,0,17.2,16
39,73.507,5,12,18,38,41,114,3,2,0,0,1,0,0,0,0,0,0,3,1,1,0,0,22.8,18
40,73.504,4,7,16,30,35,92,3,2,0,0,0,1,2,3,0,0,0,0,4,0,1,0,18.4,16
41,73.503,5,14,18,20,37,94,3,2,0,0,0,0,0,0,0,0,1,2,1,0,1,0,18.8,18
42,73.503,4,9,20,32,41,106,3,2,0,0,0,0,0,1,0,0,1,1,0,1,2,0,21.2,20
43,73.503,3,7,24,32,40,106,3,2,0,0,0,1,1,2,0,0,1,0,2,1,1,0,21.2,24
44,73.503,5,12,26,30,33,106,3,2,0,0,0,0,1,1,0,0,1,2,2,0,0,0,21.2,26
45,73.503,3,7,16,38,42,106,3,2,0,0,0,1,1,3,0,0,1,1,2,1,0,0,21.2,16
46,73.503,5,12,14,23,40,94,3,2,0,0,0,1,2,2,0,0,1,2,2,0,0,0,18.8,14
47,73.503,4,8,13,29,40,94,3,2,0,0,0,1,1,2,0,0,1,1,1,1,1,0,18.8,13
48,73.0045,3,5,20,28,35,91,2,3,0,0,1,0,0,0,0,0,0,1,2,1,0,1,18.2,20
49,73.0035,4,10,13,25,41,93,2,3,0,0,0,1,1,2,0,0,1,0,1,2,1,0,18.6,13
50,73.0035,5,15,18,23,32,93,2,3,0,0,1,0,1,1,0,0,1,2,1,0,1,0,18.6,18
51,73.0035,1,7,16,28,41,93,2,3,0,0,1,1,1,2,0,0,1,0,2,1,0,1,18.6,16
52,72.507,4,10,23,37,40,114,3,2,0,0,1,1,2,3,0,0,1,1,1,0,2,0,22.8,23
53,72.504,5,18,22,29,34,108,3,2,0,0,0,1,1,2,0,0,1,2,1,1,0,0,21.6,22
54,72.504,8,12,23,28,37,108,3,2,0,0,1,0,1,1,0,0,1,2,0,0,1,1,21.6,23
55,72.504,5,16,23,28,36,108,3,2,0,0,1,1,2,2,0,0,1,1,2,0,0,1,21.6,23
56,72.504,5,12,16,23,36,92,3,2,0,0,1,1,2,2,0,0,1,2,2,0,0,0,18.4,16
57,72.5,8,13,22,27,30,100,3,2,0,0,0,1,2,2,0,0,2,0,1,2,0,0,20.0,22
58,72.0075,5,15,23,32,40,115,2,3,0,0,1,1,2,2,0,0,1,1,2,0,1,0,23.0,23
59,72.0045,5,18,23,26,37,109,2,3,0,0,0,0,1,1,0,0,1,2,1,0,1,0,21.8,23
60,72.0045,5,7,24,32,41,109,2,3,0,0,0,0,0,1,0,0,1,0,2,1,1,0,21.8,24
61,72.0045,5,16,19,21,30,91,2,3,0,0,0,1,2,2,0,0,1,0,3,0,0,1,18.2,19
62,72.0045,1,12,25,32,39,109,2,3,0,0,1,1,1,1,0,0,1,1,2,0,1,0,21.8,25
63,72.0045,3,7,21,38,40,109,2,3,0,0,0,1,1,2,0,0,1,1,2,1,0,0,21.8,21
64,72.0015,3,11,19,32,38,103,2,3,0,0,0,0,1,1,0,0,1,1,0,1,1,1,20.6,19
65,72.0015,1,5,28,32,37,103,2,3,0,0,0,0,0,0,0,0,1,0,1,0,2,1,20.6,28
66,72.0005,4,15,21,29,32,101,2,3,0,0,0,0,0,1,0,0,2,1,0,0,2,0,20.2,21
67,72.0005,4,5,23,29,38,99,2,3,1,0,0,0,1,2,0,0,0,3,1,0,1,0,19.8,23
68,72.0005,4,13,17,29,36,99,2,3,0,0,0,0,0,1,0,0,2,1,0,1,1,0,19.8,17
69,72.0005,1,11,22,28,39,101,2,3,0,0,1,1,2,2,0,0,2,0,1,1,0,1,20.2,22
70,71.508,2,12,28,33,41,116,3,2,0,0,1,0,0,0,0,0,1,2,0,1,0,1,23.2,28
71,71.505,4,12,16,21,37,90,3,2,0,0,0,1,1,1,0,0,1,1,1,0,2,0,18.0,16
72,71.505,4,7,12,26,41,90,3,2,0,0,0,0,0,1,0,0,1,1,1,1,1,0,18.0,12
73,71.505,6,13,23,30,38,110,3,2,0,0,1,0,2,2,0,0,1,2,1,1,0,0,22.0,23
74,71.505,4,12,15,20,39,90,3,2,0,0,0,0,0,0,0,0,1,2,1,0,1,0,18.0,15
75,71.502,4,7,24,29,40,104,3,2,0,0,1,1,1,3,0,0,1,1,2,0,1,0,20.8,24
76,71.502,2,4,29,32,37,104,3,2,0,0,1,0,0,1,0,0,1,1,0,0,3,0,20.8,29
77,71.502,4,8,19,30,35,96,3,2,0,0,0,0,1,1,0,0,1,0,2,0,1,1,19.2,19
78,71.502,4,8,23,29,40,104,3,2,0,0,0,1,2,3,0,0,1,2,1,0,1,0,20.8,23
79,71.501,8,12,19,27,32,98,3,2,0,0,1,0,0,0,0,0,2,1,0,0,1,1,19.6,19
80,71.501,8,14,18,23,35,98,3,2,0,0,1,0,1,1,0,0,2,2,1,0,0,0,19.6,18
81,71.501,4,8,17,28,41,98,3,2,0,0,1,0,0,0,0,0,2,0,0,1,1,1,19.6,17
82,71.501,9,14,20,23,32,98,3,2,0,0,0,0,1,2,0,0,2,2,0,0,1,0,19.6,20
83,71.501,2,10,20,29,41,102,3,2,0,0,1,0,0,2,0,0,2,2,0,1,0,0,20.4,20
84,71.501,3,8,12,37,42,102,3,2,0,0,1,0,0,1,0,0,2,1,0,1,1,0,20.4,12
85,71.501,7,10,24,28,33,102,3,2,0,0,0,0,0,2,0,0,2,1,1,0,0,1,20.4,24
86,71.501,6,13,18,29,36,102,3,2,0,0,1,0,0,1,0,0,2,2,0,1,0,0,20.4,18
87,71.501,2,16,23,26,35,102,3,2,0,0,1,1,2,2,0,0,2,1,2,0,0,0,20.4,23
88,71.501,4,6,10,37,41,98,3,2,0,0,0,0,0,1,0,0,2,0,0,1,2,0,19.6,10
89,71.501,4,6,13,37,42,102,3,2,0,0,0,0,0,1,0,0,2,0,0,1,2,0,20.4,13
90,71.5,4,5,16,33,42,100,3,2,1,0,0,1,1,2,0,0,1,1,2,0,1,0,20.0,16
91,71.5,3,4,13,38,42,100,3,2,1,0,1,0,0,1,0,0,1,1,0,2,1,0,20.0,13
92,71.0055,5,11,13,28,32,89,2,3,0,0,0,0,1,1,0,0,1,0,1,1,1,1,17.8,13
93,71.0055,4,16,23,27,41,111,2,3,0,0,0,1,2,2,0,0,1,1,1,1,1,0,22.2,23
94,71.0055,6,12,23,33,37,111,2,3,0,0,1,0,1,1,0,0,1,3,0,0,1,0,22.2,23
95,71.0055,1,3,18,29,38,89,2,3,0,0,1,0,0,1,0,0,1,3,0,1,0,0,17.8,18
96,71.0055,4,19,21,30,37,111,2,3,0,0,0,0,1,1,0,0,1,0,1,0,2,1,22.2,21
97,71.0055,5,9,18,22,35,89,2,3,0,0,1,1,1,2,0,0,1,1,2,1,0,0,17.8,18
98,71.0025,3,7,14,33,38,95,2,3,0,0,1,0,0,1,0,0,1,2,1,1,0,0,19.0,14
99,71.0025,7,10,18,33,37,105,2,3,0,0,1,0,0,2,0,0,1,2,1,0,1,0,21.0,18
100,71.0015,4,14,19,27,33,97,2,3,0,0,1,0,0,0,0,0,2,1,0,0,1,1,19.4,19
101,71.0015,5,11,13,34,40,103,2,3,0,0,0,1,2,2,0,0,2,0,2,1,0,0,20.6,13
102,71.0015,7,15,20,24,31,97,2,3,0,0,0,1,1,2,0,0,2,1,1,1,0,0,19.4,20
103,71.0015,7,12,15,29,34,97,2,3,0,0,0,0,0,2,0,0,2,2,1,0,0,0,19.4,15
104,70.506,3,13,18,20,34,88,3,2,0,0,1,0,0,0,0,0,1,2,0,2,0,0,17.6,18
105,70.506,5,8,18,20,37,88,3,2,0,0,1,0,0,0,0,0,1,2,1,0,1,0,17.6,18
106,70.506,1,13,20,22,32,88,3,2,0,0,1,1,1,1,0,0,1,1,0,2,1,0,17.6,20
107,70.506,8,12,23,32,37,112,3,2,0,0,1,0,1,1,0,0,1,2,0,0,2,0,22.4,23
108,70.502,2,12,27,30,33,104,3,2,0,0,1,0,1,1,0,0,2,2,1,0,0,0,20.8,27
109,70.502,5,8,19,28,36,96,3,2,0,0,1,0,0,0,0,0,2,0,1,0,0,2,19.2,19
110,70.502,7,16,18,21,42,104,3,2,0,0,0,1,1,3,0,0,2,1,2,0,0,0,20.8,18
111,70.502,8,12,19,27,38,104,3,2,0,0,1,0,0,0,0,0,2,2,0,0,0,1,20.8,19
112,70.502,5,12,17,28,34,96,3,2,0,0,0,0,0,0,0,0,2,1,1,0,0,1,19.2,17
113,70.502,6,14,20,25,39,104,3,2,0,0,0,1,1,1,0,0,2,1,2,0,0,0,20.8,20
114,70.502,3,15,20,32,34,104,3,2,0,0,0,0,0,0,0,0,2,1,0,1,1,0,20.8,20
115,70.501,5,16,19,20,42,102,3,2,1,0,0,1,1,2,0,0,1,1,2,0,0,1,20.4,19
116,70.501,7,14,18,29,30,98,3,2,1,0,0,0,1,3,0,0,1,2,2,0,0,0,19.6,18
117,70.0095,7,12,23,36,41,119,2,3,0,0,0,0,1,2,0,0,1,2,1,1,0,0,23.8,23
118,70.0065,7,19,24,30,33,113,2,3,0,0,0,0,1,2,0,0,1,1,2,0,0,1,22.6,24
119,70.0065,3,7,28,34,41,113,2,3,0,0,0,0,0,1,0,0,1,0,1,2,0,1,22.6,28
120,70.0035,5,7,27,30,38,107,2,3,0,0,1,0,1,2,0,0,1,1,3,0,0,0,21.4,27
121,70.0025,5,11,19,28,42,105,2,3,0,0,0,0,1,2,0,0,2,0,1,0,0,2,21.0,19
122,70.0025,7,10,27,29,32,105,2,3,0,0,1,0,0,3,0,0,2,1,1,0,1,0,21.0,27
123,70.0025,7,17,21,28,32,105,2,3,0,0,1,0,0,1,0,0,2,0,1,0,1,1,21.0,21
124,70.0025,9,17,19,22,38,105,2,3,0,0,1,1,1,2,0,0,2,1,0,1,0,1,21.0,19
125,70.0025,1,16,23,26,39,105,2,3,0,0,1,1,2,2,0,0,2,1,2,0,0,0,21.0,23
126,70.0025,8,16,19,21,41,105,2,3,0,0,1,1,1,1,0,0,2,0,1,1,0,1,21.0,19
127,70.0025,4,10,23,27,41,105,2,3,0,0,0,0,1,2,0,0,2,1,0,1,1,0,21.0,23
128,70.0015,8,12,13,29,35,97,2,3,1,0,0,0,0,1,0,0,1,2,1,1,0,0,19.4,13
129,69.51,6,18,25,30,41,120,3,2,0,0,0,1,2,2,0,0,1,1,2,1,0,0,24.0,25
130,69.507,4,19,24,30,37,114,3,2,0,0,1,0,1,1,0,0,1,0,1,0,2,1,22.8,24
131,69.507,1,12,16,20,37,86,3,2,0,0,0,1,1,1,0,0,1,2,1,0,1,0,17.2,16
132,69.504,6,12,18,33,39,108,3,2,0,0,0,0,0,0,0,0,1,3,1,0,0,0,21.6,18
133,69.503,8,10,23,28,37,106,3,2,0,0,1,0,1,2,0,0,2,1,0,0,1,1,21.2,23
134,69.503,5,13,22,24,42,106,3,2,0,0,1,1,1,2,0,0,2,0,1,2,0,0,21.2,22
135,69.503,2,5,24,35,40,106,3,2,0,0,1,1,1,1,0,0,2,0,3,0,0,0,21.2,24
136,69.503,9,11,20,28,38,106,3,2,0,0,1,0,1,2,0,0,2,2,0,0,0,1,21.2,20
137,69.503,2,17,20,29,38,106,3,2,0,0,0,0,0,1,0,0,2,3,0,0,0,0,21.2,20
138,69.5,2,14,19,30,35,100,3,2,0,0,0,0,1,1,0,0,2,0,2,0,0,1,20.0,19
139,69.5,6,9,20,30,35,100,3,2,0,0,1,0,1,2,0,0,2,1,2,0,0,0,20.0,20
140,69.0105,3,12,26,39,41,121,2,3,0,0,0,0,0,0,0,0,1,1,1,2,0,0,24.2,26
141,69.0105,5,19,22,34,41,121,2,3,0,0,0,1,1,1,0,0,1,0,1,2,0,1,24.2,22
142,69.0075,2,5,28,39,41,115,2,3,0,0,0,0,0,0,0,0,1,0,2,1,0,1,23.0,28
143,69.0075,7,18,24,29,37,115,2,3,0,0,1,0,0,2,0,0,1,2,1,0,1,0,23.0,24
144,69.0075,2,18,25,29,41,115,2,3,0,0,0,1,1,2,0,0,1,2,1,1,0,0,23.0,25
145,69.0075,7,12,29,31,36,115,2,3,0,0,0,1,1,3,0,0,1,2,1,1,0,0,23.0,29
146,69.0075,5,7,16,24,33,85,2,3,0,0,0,1,1,2,0,0,1,1,3,0,0,0,17.0,16
147,69.0065,4,12,13,23,35,87,2,3,1,0,1,0,1,1,0,0,0,2,1,1,1,0,17.4,13
148,69.0065,3,10,24,35,41,113,2,3,0,0,0,0,0,1,0,0,2,0,1,2,0,0,22.6,24
149,69.0045,8,13,19,30,39,109,2,3,0,0,1,0,1,1,0,0,1,0,2,1,0,1,21.8,19
150,69.0035,8,14,19,29,37,107,2,3,0,0,1,0,0,1,0,0,2,1,0,0,1,1,21.4,19
151,69.0035,3,14,16,21,39,93,2,3,0,0,0,1,1,1,0,0,2,0,2,1,0,0,18.6,16
152,69.0035,1,14,18,29,31,93,2,3,0,0,1,1,1,2,0,0,2,2,0,1,0,0,18.6,18
153,69.0035,5,14,17,20,37,93,2,3,0,0,1,0,0,0,0,0,2,1,1,0,1,0,18.6,17
154,69.0035,2,9,19,28,35,93,2,3,0,0,1,0,0,1,0,0,2,0,1,0,0,2,18.6,19
155,69.0035,4,11,19,25,34,93,2,3,0,0,1,1,2,2,0,0,2,0,1,0,1,1,18.6,19
156,69.0035,2,10,19,35,41,107,2,3,0,0,0,0,0,1,0,0,2,0,1,1,0,1,21.4,19
157,69.0035,2,13,17,28,33,93,2,3,0,0,1,0,0,0,0,0,2,1,0,1,0,1,18.6,17
158,69.0025,3,4,15,32,41,95,2,3,1,0,0,0,0,0,0,0,1,0,0,2,2,0,19.0,15
159,69.0025,1,12,13,29,40,95,2,3,1,0,0,1,1,2,0,0,1,2,1,1,0,0,19.0,13
160,69.0025,7,8,16,33,41,105,2,3,1,0,0,1,1,2,0,0,1,1,2,1,0,0,21.0,16
161,69.0005,6,8,13,35,37,99,2,3,0,0,0,0,0,0,0,0,2,0,1,1,1,0,19.8,13
162,69.0005,4,11,17,32,37,101,2,3,0,0,1,0,1,1,0,0,2,0,0,0,3,0,20.2,17
163,68.511,5,12,29,36,40,122,3,2,0,0,0,1,1,2,0,0,1,2,2,0,0,0,24.4,29
164,68.509,7,20,23,30,38,118,3,2,0,0,1,0,2,3,0,0,0,3,2,0,0,0,23.6,23
165,68.508,4,14,28,33,37,116,3,2,0,0,1,0,0,0,0,0,1,1,0,0,2,1,23.2,28
166,68.508,3,5,18,22,36,84,3,2,0,0,0,1,1,1,0,0,1,1,1,2,0,0,16.8,18
167,68.508,3,7,14,22,38,84,3,2,0,0,0,1,1,2,0,0,1,1,1,2,0,0,16.8,14
168,68.508,3,19,28,32,34,116,3,2,0,0,0,0,0,0,0,0,1,0,0,1,1,2,23.2,28
169,68.508,1,16,29,32,38,116,3,2,0,0,0,1,1,2,0,0,1,2,1,0,1,0,23.2,29
170,68.505,4,7,22,27,30,90,3,2,0,0,1,1,2,3,0,0,1,0,2,1,1,0,18.0,22
171,68.504,2,12,18,27,33,92,3,2,0,0,1,0,0,0,0,0,2,3,0,0,0,0,18.4,18
172,68.504,4,5,20,25,38,92,3,2,1,0,1,1,1,1,0,0,0,2,2,0,1,0,18.4,20
173,68.504,4,13,24,26,41,108,3,2,0,0,1,0,0,0,0,0,2,0,0,2,1,0,21.6,24
174,68.504,7,10,14,22,39,92,3,2,0,0,0,1,1,3,0,0,2,0,2,1,0,0,18.4,14
175,68.504,4,10,14,23,41,92,3,2,0,0,1,0,1,2,0,0,2,1,0,1,1,0,18.4,14
176,68.504,6,8,23,30,41,108,3,2,0,0,0,0,2,2,0,0,2,1,1,1,0,0,21.6,23
177,68.504,4,11,20,24,33,92,3,2,0,0,1,0,1,1,0,0,2,2,0,0,1,0,18.4,20
178,68.504,4,9,16,26,37,92,3,2,0,0,1,1,1,2,0,0,2,0,1,0,2,0,18.4,16
179,68.504,6,15,19,28,40,108,3,2,0,0,0,1,1,1,0,0,2,0,1,0,0,2,21.6,19
180,68.504,5,17,20,30,36,108,3,2,0,0,1,0,1,1,0,0,2,1,2,0,0,0,21.6,20
181,68.504,1,12,24,33,38,108,3,2,0,0,0,0,0,0,0,0,2,3,0,0,0,0,21.6,24
182,68.504,3,6,18,23,42,92,3,2,0,0,1,0,1,2,0,0,2,2,0,1,0,0,18.4,18
183,68.501,2,5,20,29,42,98,3,2,0,0,1,0,0,2,0,0,2,2,1,0,0,0,19.6,20
184,68.501,1,3,12,40,42,98,3,2,0,0,1,1,1,2,0,0,2,1,1,1,0,0,19.6,12
185,68.5,6,16,21,23,34,100,3,2,0,0,1,1,2,2,0,0,3,1,1,0,0,0,20.0,21
186,68.5,5,12,14,27,42,100,3,2,0,0,1,0,0,1,0,0,3,1,1,0,0,0,20.0,14
187,68.5,2,15,24,28,31,100,3,2,0,0,0,1,1,1,0,0,3,0,0,1,0,1,20.0,24
188,68.5,9,12,19,26,34,100,3,2,0,0,1,0,0,1,0,0,3,1,0,0,0,1,20.0,19
189,68.5,1,10,18,29,42,100,3,2,0,0,0,0,0,3,0,0,3,2,0,0,0,0,20.0,18
190,68.5,1,12,19,26,42,100,3,2,0,0,1,0,0,1,0,0,3,1,0,0,0,1,20.0,19
191,68.5,5,6,20,31,38,100,3,2,1,0,0,1,1,1,0,0,1,2,1,1,0,0,20.0,20
192,68.5,1,19,22,24,34,100,3,2,0,0,1,1,1,1,0,0,3,0,0,1,0,1,20.0,22
193,68.0115,9,18,25,30,41,123,2,3,0,0,0,1,2,3,0,0,1,1,2,1,0,0,24.6,25
194,68.0115,9,16,20,37,41,123,2,3,0,0,0,1,1,2,0,0,1,1,1,1,1,0,24.6,20
195,68.0085,7,13,23,36,38,117,2,3,0,0,1,0,1,2,0,0,1,2,1,1,0,0,23.4,23
196,68.0085,3,7,16,23,34,83,2,3,0,0,1,1,2,3,0,0,1,1,2,1,0,0,16.6,16
197,68.0085,5,7,11,20,40,83,2,3,0,0,1,1,2,3,0,0,1,1,3,0,0,0,16.6,11
198,68.0085,9,18,20,31,39,117,2,3,0,0,1,1,1,2,0,0,1,2,1,1,0,0,23.4,20
199,68.0075,3,19,20,35,38,115,2,3,1,0,0,0,0,0,0,0,0,2,1,1,0,1,23.0,20
200,68.0055,4,9,22,37,39,111,2,3,0,0,1,1,1,2,0,0,1,0,1,1,2,0,22.2,22
201,68.0055,5,17,19,32,38,111,2,3,0,0,0,0,0,0,0,0,1,1,1,0,1,1,22.2,19
202,68.0055,11,18,20,25,37,111,2,3,0,0,0,1,2,2,0,0,1,2,1,0,1,0,22.2,20
203,68.0045,4,11,15,28,33,91,2,3,0,0,0,0,1,1,0,0,2,1,0,0,1,1,18.2,15
204,68.0045,5,13,26,29,36,109,2,3,0,0,1,0,0,1,0,0,2,1,1,1,0,0,21.8,26
205,68.0045,2,9,22,35,41,109,2,3,0,0,1,1,1,2,0,0,2,0,1,2,0,0,21.8,22
206,68.0045,1,19,23,26,40,109,2,3,0,0,0,1,2,2,0,0,2,1,1,0,0,1,21.8,23
207,68.0045,1,14,25,30,39,109,2,3,0,0,0,1,2,2,0,0,2,0,3,0,0,0,21.8,25
208,68.0045,4,9,11,28,39,91,2,3,0,0,1,0,1,2,0,0,2,0,1,0,1,1,18.2,11
209,68.0035,2,3,28,33,41,107,2,3,1,0,1,0,0,0,0,0,1,1,0,2,0,1,21.4,28
210,68.0015,7,9,19,32,36,103,2,3,0,0,1,0,0,2,0,0,2,0,1,0,1,1,20.6,19
211,68.0015,1,6,22,29,39,97,2,3,0,0,1,1,1,2,0,0,2,1,1,1,0,0,19.4,22
212,68.0015,2,9,13,35,38,97,2,3,0,0,0,0,0,1,0,0,2,1,1,1,0,0,19.4,13
213,68.0015,2,13,15,35,38,103,2,3,0,0,1,0,0,0,0,0,2,1,1,1,0,0,20.6,15
214,68.0005,8,15,17,20,39,99,2,3,0,0,0,0,0,0,0,0,3,1,1,0,0,0,19.8,17
215,67.509,2,7,12,23,38,82,3,2,0,0,1,0,1,2,0,0,1,3,1,0,0,0,16.4,12
216,67.505,4,11,24,33,38,110,3,2,0,0,1,0,1,1,0,0,2,2,0,0,1,0,22.0,24
217,67.505,1,19,22,32,36,110,3,2,0,0,1,1,1,1,0,0,2,0,0,1,1,1,22.0,22
218,67.505,9,13,18,28,42,110,3,2,0,0,1,0,0,2,0,0,2,1,0,1,0,1,22.0,18
219,67.505,6,9,12,25,38,90,3,2,0,0,0,1,1,2,0,0,2,2,1,0,0,0,18.0,12
220,67.505,6,12,14,25,33,90,3,2,0,0,0,1,1,1,0,0,2,2,1,0,0,0,18.0,14
221,67.505,5,10,26,32,37,110,3,2,0,0,0,0,0,1,0,0,2,0,1,0,2,0,22.0,26
222,67.505,7,11,18,32,42,110,3,2,0,0,1,0,1,3,0,0,2,1,1,0,1,0,22.0,18
223,67.505,6,13,21,32,38,110,3,2,0,0,0,0,0,0,0,0,2,1,0,1,1,0,22.0,21
224,67.505,7,18,21,28,36,110,3,2,0,0,1,0,0,1,0,0,2,1,1,0,0,1,22.0,21
225,67.504,5,14,28,30,31,108,3,2,1,0,0,1,2,2,0,0,1,0,2,1,0,1,21.6,28
226,67.502,4,6,17,32,37,96,3,2,0,0,1,0,0,0,0,0,2,0,0,0,3,0,19.2,17
227,67.502,2,8,25,32,37,104,3,2,0,0,1,1,1,1,0,0,2,0,1,0,2,0,20.8,25
228,67.502,1,5,16,36,38,96,3,2,0,0,1,1,1,1,0,0,2,1,2,0,0,0,19.2,16
229,67.502,4,6,22,27,37,96,3,2,0,0,1,1,1,1,0,0,2,0,0,1,2,0,19.2,22
230,67.501,7,10,13,26,42,98,3,2,0,0,0,0,0,3,0,0,3,0,1,1,0,0,19.6,13
231,67.501,2,7,28,29,32,98,3,2,1,0,1,0,0,2,0,0,1,1,1,0,1,1,19.6,28
232,67.501,6,14,21,28,33,102,3,2,0,0,0,0,0,0,0,0,3,1,0,0,0,1,20.4,21
233,67.501,5,12,24,27,34,102,3,2,0,0,1,0,0,0,0,0,3,1,1,0,0,0,20.4,24
234,67.501,2,4,17,34,41,98,3,2,0,0,1,0,0,0,0,0,3,0,0,1,1,0,19.6,17
235,67.501,6,10,20,27,35,98,3,2,0,0,1,0,0,1,0,0,3,1,1,0,0,0,19.6,20
236,67.501,5,8,10,33,42,98,3,2,0,0,0,0,0,2,0,0,3,1,1,0,0,0,19.6,10
237,67.501,8,14,20,27,33,102,3,2,0,0,0,0,0,0,0,0,3,2,0,0,0,0,20.4,20
238,67.501,2,7,28,30,31,98,3,2,1,0,0,1,2,3,0,0,1,0,2,1,0,1,19.6,28
239,67.5,6,7,14,33,40,100,3,2,1,0,0,1,1,2,0,0,2,1,2,0,0,0,20.0,14
240,67.0125,7,12,29,36,41,125,2,3,0,0,0,0,0,2,0,0,1,2,1,1,0,0,25.0,29
241,67.0125,4,17,29,35,40,125,2,3,0,0,0,1,1,2,0,0,1,1,2,0,1,0,25.0,29
242,67.0095,9,13,19,38,40,119,2,3,0,0,1,1,1,2,0,0,1,1,1,1,0,1,23.8,19
243,67.0085,5,18,29,32,33,117,2,3,1,0,0,0,0,1,0,0,0,3,1,0,1,0,23.4,29
244,67.0055,7,18,21,23,42,111,2,3,0,0,0,0,1,3,0,0,2,2,1,0,0,0,22.2,21
