Rank,Score,Num1,Num2,Num3,Num4,Num5,Sum,Even,Odd,Seq2,Seq3,Mod,Dup1,Dup2,Dup3,r0,r1,r2,r3,r4,r5,r6,r7,Mean,Median
50,73.0035,3,10,19,23,38,93,2,3,0,0,1,0,1,2,0,0,1,2,0,1,0,1,18.6,19
51,73.0035,1,12,28,31,35,107,2,3,0,0,1,1,1,1,0,0,1,1,1,1,0,1,21.4,28
52,73.0035,4,6,19,23,41,93,2,3,0,0,0,0,1,1,0,0,1,1,0,1,1,1,18.6,19
53,73.0035,1,12,18,25,37,93,2,3,0,0,0,1,1,1,0,0,1,2,1,0,1,0,18.6,18
54,73.0025,7,12,19,20,37,95,2,3,1,0,1,0,0,1,0,0,0,2,1,0,1,1,19.0,19
55,73.0005,3,5,20,34,39,101,2,3,0,0,0,0,0,0,0,0,1,1,2,1,0,0,20.2,20
56,73.0005,1,7,23,30,38,99,2,3,0,0,0,0,2,3,0,0,1,2,2,0,0,0,19.8,23
57,72.504,8,12,19,23,30,92,3,2,0,0,0,0,2,2,0,0,1,2,1,0,0,1,18.4,19
58,72.504,5,16,23,26,38,108,3,2,0,0,1,1,2,2,0,0,1,2,2,0,0,0,21.6,23
59,72.501,2,4,20,37,39,102,3,2,0,0,0,0,0,0,0,0,1,1,1,0,2,0,20.4,20
60,72.5,8,13,20,23,36,100,3,2,0,0,1,0,1,1,0,0,2,2,0,1,0,0,20.0,20
61,72.5,2,13,20,24,41,100,3,2,0,0,0,0,0,0,0,0,2,1,0,2,0,0,20.0,20
62,72.5,5,17,22,26,30,100,3,2,0,0,0,1,2,2,0,0,2,0,2,1,0,0,20.0,22
63,72.5,3,9,18,28,42,100,3,2,0,0,1,0,0,2,0,0,2,1,0,1,0,1,20.0,18
64,72.0085,4,18,23,33,39,117,2,3,0,0,1,0,1,1,0,0,0,3,1,0,1,0,23.4,23
65,72.0075,3,12,25,34,41,115,2,3,0,0,0,1,1,1,0,0,1,1,1,2,0,0,23.0,25
66,72.0045,2,12,25,29,41,109,2,3,0,0,1,1,1,2,0,0,1,2,1,1,0,0,21.8,25
67,72.0045,1,3,12,35,40,91,2,3,0,0,0,1,1,1,0,0,1,1,2,1,0,0,18.2,12
68,72.0045,2,13,25,32,37,109,2,3,0,0,1,1,1,1,0,0,1,0,1,1,2,0,21.8,25
69,72.0045,5,10,22,35,37,109,2,3,0,0,1,1,1,2,0,0,1,0,2,1,1,0,21.8,22
70,72.0015,3,9,22,30,39,103,2,3,0,0,1,1,2,3,0,0,1,0,2,2,0,0,20.6,22
71,72.0005,9,12,17,28,35,101,2,3,0,0,0,0,0,1,0,0,2,1,1,0,0,1,20.2,17
72,72.0005,9,13,20,25,34,101,2,3,0,0,0,1,1,2,0,0,2,1,1,1,0,0,20.2,20
73,72.0005,5,14,17,22,41,99,2,3,0,0,0,1,1,1,0,0,2,0,1,2,0,0,19.8,17
74,72.0005,6,15,19,28,31,99,2,3,0,0,0,1,1,1,0,0,2,0,0,1,0,2,19.8,19
75,72.0005,9,12,14,29,37,101,2,3,0,0,1,0,0,2,0,0,2,2,0,0,1,0,20.2,14
76,72.0005,9,13,20,27,32,101,2,3,0,0,0,0,0,1,0,0,2,1,0,1,1,0,20.2,20
77,72.0005,2,15,20,23,41,101,2,3,0,0,0,0,1,1,0,0,2,2,0,1,0,0,20.2,20
78,72.0005,1,3,22,34,41,101,2,3,0,0,1,1,1,1,0,0,2,0,0,3,0,0,20.2,22
79,72.0005,3,9,14,35,40,101,2,3,0,0,0,1,1,2,0,0,2,0,2,1,0,0,20.2,14
80,72.0005,1,8,19,33,40,101,2,3,0,0,0,1,1,1,0,0,2,1,1,0,0,1,20.2,19
81,72.0005,3,14,18,27,37,99,2,3,0,0,1,0,0,0,0,0,2,1,0,1,1,0,19.8,18
82,72.0005,5,11,21,30,32,99,2,3,0,0,1,0,2,2,0,0,2,0,2,0,1,0,19.8,21
83,72.0005,5,11,14,28,41,99,2,3,0,0,1,0,1,1,0,0,2,0,1,1,0,1,19.8,14
84,71.508,5,10,22,38,41,116,3,2,0,0,0,1,1,2,0,0,1,1,1,2,0,0,23.2,22
85,71.505,3,12,18,26,31,90,3,2,0,0,0,1,1,1,0,0,1,2,0,2,0,0,18.0,18
86,71.505,4,12,19,34,41,110,3,2,0,0,1,0,0,0,0,0,1,1,0,1,1,1,22.0,19
87,71.502,4,9,20,33,38,104,3,2,0,0,0,0,0,1,0,0,1,3,0,0,1,0,20.8,20
88,71.501,8,14,16,23,41,102,3,2,0,0,0,1,2,2,0,0,2,1,1,1,0,0,20.4,16
89,71.501,8,14,19,23,38,102,3,2,0,0,1,0,1,1,0,0,2,2,0,0,0,1,20.4,19
90,71.501,3,14,18,27,40,102,3,2,0,0,0,1,1,1,0,0,2,1,1,1,0,0,20.4,18
91,71.501,6,12,21,28,31,98,3,2,0,0,1,1,1,1,0,0,2,1,0,1,0,1,19.6,21
92,71.501,2,16,19,23,42,102,3,2,0,0,1,1,2,3,0,0,2,1,1,0,0,1,20.4,19
93,71.501,6,13,16,29,34,98,3,2,0,0,1,1,1,2,0,0,2,1,1,1,0,0,19.6,16
94,71.501,2,13,23,28,36,102,3,2,0,0,1,0,1,1,0,0,2,1,0,1,0,1,20.4,23
95,71.501,6,8,12,35,41,102,3,2,0,0,0,0,0,0,0,0,2,1,1,1,0,0,20.4,12
96,71.0095,3,5,16,20,37,81,2,3,0,0,0,1,1,1,0,0,0,1,2,1,1,0,16.2,16
97,71.0055,7,9,13,22,38,89,2,3,0,0,0,1,1,3,0,0,1,1,1,2,0,0,17.8,13
98,71.0055,4,7,13,27,38,89,2,3,0,0,1,0,0,1,0,0,1,1,1,1,1,0,17.8,13
99,71.0055,4,11,13,28,33,89,2,3,0,0,1,0,1,1,0,0,1,1,0,1,1,1,17.8,13
100,71.0055,4,10,13,23,39,89,2,3,0,0,1,0,1,2,0,0,1,1,1,1,1,0,17.8,13
101,71.0055,4,13,24,29,41,111,2,3,0,0,1,0,0,1,0,0,1,1,0,2,1,0,22.2,24
102,71.0025,5,13,17,32,38,105,2,3,0,0,0,0,0,0,0,0,1,1,1,1,1,0,21.0,17
103,71.0025,7,10,12,37,39,105,2,3,0,0,1,0,0,2,0,0,1,1,2,0,1,0,21.0,12
104,71.0025,3,7,26,29,40,105,2,3,0,0,0,1,1,3,0,0,1,1,2,1,0,0,21.0,26
105,71.0025,4,9,25,29,38,105,2,3,0,0,1,1,1,3,0,0,1,2,1,0,1,0,21.0,25
106,71.0025,3,7,19,32,34,95,2,3,0,0,0,0,0,1,0,0,1,0,1,1,1,1,19.0,19
107,71.0015,1,3,21,38,40,103,2,3,0,0,1,1,1,1,0,0,2,1,1,1,0,0,20.6,21
108,71.0015,1,14,23,28,37,103,2,3,0,0,0,0,1,1,0,0,2,1,0,0,1,1,20.6,23
109,71.0015,5,15,19,28,36,103,2,3,0,0,1,0,0,0,0,0,2,0,1,0,0,2,20.6,19
110,71.0015,5,11,14,32,41,103,2,3,0,0,1,0,1,1,0,0,2,0,1,1,1,0,20.6,14
111,71.0015,1,8,12,35,41,97,2,3,0,0,1,0,0,0,0,0,2,1,1,1,0,0,19.4,12
112,71.0015,5,15,20,23,34,97,2,3,0,0,1,0,1,1,0,0,2,2,1,0,0,0,19.4,20
113,71.0015,4,15,18,21,39,97,2,3,0,0,0,0,0,0,0,0,2,1,1,0,1,0,19.4,18
114,71.0015,1,8,20,33,41,103,2,3,0,0,1,0,0,0,0,0,2,2,0,1,0,0,20.6,20
115,71.0005,1,19,20,28,33,101,2,3,1,0,0,0,0,0,0,0,1,2,0,0,0,2,20.2,20
116,70.509,6,12,28,31,41,118,3,2,0,0,1,1,1,1,0,0,1,1,0,2,0,1,23.6,28
117,70.507,4,7,20,22,33,86,3,2,0,0,0,1,1,2,0,0,0,2,1,1,1,0,17.2,20
118,70.506,4,7,18,27,32,88,3,2,0,0,1,0,0,1,0,0,1,1,1,0,2,0,17.6,18
119,70.503,4,7,25,28,42,106,3,2,0,0,0,1,1,3,0,0,1,0,2,0,1,1,21.2,25
120,70.502,8,18,20,27,31,104,3,2,0,0,1,1,1,1,0,0,2,2,0,1,0,0,20.8,20
121,70.502,8,13,15,20,40,96,3,2,0,0,1,1,1,1,0,0,2,1,1,1,0,0,19.2,15
122,70.502,6,12,17,29,32,96,3,2,0,0,1,0,0,1,0,0,2,2,0,0,1,0,19.2,17
123,70.501,8,19,20,23,32,102,3,2,1,0,0,0,1,1,0,0,1,2,0,0,1,1,20.4,20
124,70.0065,8,19,25,28,33,113,2,3,0,0,1,1,1,1,0,0,1,1,1,0,0,2,22.6,25
125,70.0055,7,11,21,32,40,111,2,3,0,0,1,1,2,3,0,0,2,0,2,0,1,0,22.2,21
126,70.0055,4,5,19,28,33,89,2,3,1,0,0,0,0,0,0,0,0,1,1,0,1,2,17.8,19
127,70.0035,3,7,14,30,39,93,2,3,0,0,0,0,1,2,0,0,1,0,3,1,0,0,18.6,14
128,70.0025,5,17,20,24,39,105,2,3,0,0,0,0,0,0,0,0,2,1,2,0,0,0,21.0,20
129,70.0025,2,17,23,25,38,105,2,3,0,0,0,1,2,2,0,0,2,2,1,0,0,0,21.0,23
130,70.0025,7,15,18,24,41,105,2,3,0,0,0,0,0,1,0,0,2,1,1,1,0,0,21.0,18
131,70.0025,4,9,11,30,41,95,2,3,0,0,1,0,2,3,0,0,2,0,1,1,1,0,19.0,11
132,70.0025,3,7,16,27,42,95,2,3,0,0,1,1,1,3,0,0,2,0,2,1,0,0,19.0,16
133,70.0025,3,10,24,31,37,105,2,3,0,0,0,1,1,2,0,0,2,0,0,2,1,0,21.0,24
134,70.0025,2,13,22,27,41,105,2,3,0,0,1,1,1,1,0,0,2,0,0,3,0,0,21.0,22
135,70.0025,2,4,27,31,41,105,2,3,0,0,1,1,1,1,0,0,2,0,0,2,1,0,21.0,27
136,70.0025,4,15,19,26,31,95,2,3,0,0,0,1,1,1,0,0,2,0,0,1,1,1,19.0,19
137,70.0025,6,12,17,25,35,95,2,3,0,0,1,1,1,1,0,0,2,1,2,0,0,0,19.0,17
138,70.0025,1,10,16,37,41,105,2,3,0,0,1,1,1,2,0,0,2,0,1,1,1,0,21.0,16
139,70.0025,9,12,15,29,40,105,2,3,0,0,1,1,1,3,0,0,2,2,1,0,0,0,21.0,15
140,70.0015,3,7,14,39,40,103,2,3,1,0,0,1,1,2,0,0,1,0,3,1,0,0,20.6,14
141,70.0015,6,13,19,29,30,97,2,3,1,0,1,0,1,2,0,0,1,1,1,1,0,1,19.4,19
142,69.508,13,18,20,30,35,116,3,2,0,0,1,0,1,1,0,0,0,2,2,1,0,0,23.2,20
143,69.507,4,9,18,23,32,86,3,2,0,0,0,0,1,2,0,0,1,2,0,0,2,0,17.2,18
144,69.506,5,11,24,32,40,112,3,2,0,0,0,1,2,2,0,0,2,0,2,0,1,0,22.4,24
145,69.504,9,12,18,30,39,108,3,2,0,0,1,0,1,2,0,0,1,2,2,0,0,0,21.6,18
146,69.504,1,4,20,30,37,92,3,2,0,0,1,0,1,1,0,0,1,1,1,0,2,0,18.4,20
147,69.503,6,15,18,23,32,94,3,2,0,0,0,0,1,1,0,0,2,2,0,0,1,0,18.8,18
148,69.503,5,8,16,36,41,106,3,2,0,0,1,1,1,1,0,0,2,0,2,1,0,0,21.2,16
149,69.503,7,14,20,24,41,106,3,2,0,0,1,0,0,1,0,0,2,1,1,1,0,0,21.2,20
150,69.503,6,13,19,26,30,94,3,2,0,0,1,0,1,1,0,0,2,0,1,1,0,1,18.8,19
151,69.503,6,12,19,27,30,94,3,2,0,0,0,0,1,1,0,0,2,1,1,0,0,1,18.8,19
152,69.503,4,8,15,29,38,94,3,2,0,0,1,0,0,1,0,0,2,2,0,0,1,0,18.8,15
153,69.502,4,5,12,34,41,96,3,2,1,0,1,0,0,0,0,0,1,1,1,1,1,0,19.2,12
154,69.5,4,8,17,32,39,100,3,2,0,0,0,0,0,0,0,0,2,0,1,0,2,0,20.0,17
155,69.5,4,9,19,32,36,100,3,2,0,0,1,0,0,1,0,0,2,0,0,0,2,1,20.0,19
156,69.5,5,9,22,26,38,100,3,2,0,0,0,1,1,2,0,0,2,1,1,1,0,0,20.0,22
157,69.0115,7,20,25,30,41,123,2,3,0,0,1,1,2,3,0,0,0,1,3,1,0,0,24.6,25
158,69.0105,5,12,27,37,40,121,2,3,0,0,1,1,1,1,0,0,1,1,2,0,1,0,24.2,27
159,69.0075,5,10,12,25,33,85,2,3,0,0,1,1,1,2,0,0,1,2,2,0,0,0,17.0,12
160,69.0075,5,7,12,21,40,85,2,3,0,0,0,1,1,2,0,0,1,1,3,0,0,0,17.0,12
161,69.0075,4,17,22,33,39,115,2,3,0,0,0,1,1,1,0,0,1,1,1,1,1,0,23.0,22
162,69.0075,7,16,27,30,35,115,2,3,0,0,1,1,2,3,0,0,1,0,4,0,0,0,23.0,27
163,69.0045,5,7,20,27,32,91,2,3,0,0,1,0,0,1,0,0,1,1,2,0,1,0,18.2,20
164,69.0035,4,10,13,27,39,93,2,3,0,0,0,0,0,1,0,0,2,0,1,1,1,0,18.6,13
165,69.0035,1,17,20,30,39,107,2,3,0,0,1,0,1,1,0,0,2,1,2,0,0,0,21.4,20
166,69.0035,8,17,19,25,38,107,2,3,0,0,1,1,1,1,0,0,2,1,1,0,0,1,21.4,19
167,69.0035,1,7,26,33,40,107,2,3,0,0,0,1,1,2,0,0,2,1,2,0,0,0,21.4,26
168,69.0035,7,15,17,28,40,107,2,3,0,0,1,1,1,2,0,0,2,0,2,0,0,1,21.4,17
169,69.0035,4,15,24,31,33,107,2,3,0,0,1,1,1,1,0,0,2,1,0,1,1,0,21.4,24
170,69.0035,7,9,17,28,32,93,2,3,0,0,1,0,0,2,0,0,2,0,1,0,1,1,18.6,17
171,69.0035,6,15,20,31,35,107,2,3,0,0,1,1,1,1,0,0,2,1,1,1,0,0,21.4,20
172,69.0035,3,4,13,35,38,93,2,3,1,0,1,0,0,0,0,0,0,1,1,2,1,0,18.6,13
173,69.0035,1,13,25,32,36,107,2,3,0,0,0,1,1,1,0,0,2,0,1,1,1,0,21.4,25
174,69.0025,8,19,20,23,35,105,2,3,1,0,0,0,1,1,0,0,1,2,1,0,0,1,21.0,20
175,69.0025,4,16,17,29,39,105,2,3,1,0,1,1,1,2,0,0,1,1,2,0,1,0,21.0,17
176,69.0025,3,16,23,24,39,105,2,3,1,0,1,1,2,2,0,0,1,1,2,1,0,0,21.0,23
177,69.0005,1,6,23,29,40,99,2,3,0,0,0,1,2,3,0,0,2,2,1,0,0,0,19.8,23
178,69.0005,2,9,25,30,33,99,2,3,0,0,0,1,2,3,0,0,2,1,2,0,0,0,19.8,25
179,69.0005,2,4,27,33,35,101,2,3,0,0,0,0,0,0,0,0,2,1,1,0,1,0,20.2,27
180,68.509,5,22,28,30,33,118,3,2,0,0,0,1,2,2,0,0,0,1,2,1,0,1,23.6,28
181,68.508,7,18,26,30,35,116,3,2,0,0,0,0,1,2,0,0,1,1,3,0,0,0,23.2,26
182,68.508,7,19,22,32,36,116,3,2,0,0,1,1,1,2,0,0,1,0,1,1,1,1,23.2,22
183,68.508,4,8,16,23,33,84,3,2,0,0,1,1,2,2,0,0,1,2,1,0,1,0,16.8,16
184,68.508,4,13,19,38,42,116,3,2,0,0,0,0,0,1,0,0,1,1,0,1,1,1,23.2,19
185,68.507,3,13,26,30,42,114,3,2,0,0,1,0,1,2,0,0,2,0,1,2,0,0,22.8,26
186,68.504,8,11,20,30,39,108,3,2,0,0,1,0,2,2,0,0,2,1,2,0,0,0,21.6,20
187,68.504,7,10,19,26,30,92,3,2,0,0,1,0,1,3,0,0,2,0,2,0,0,1,18.4,19
188,68.504,4,6,19,26,37,92,3,2,0,0,1,0,0,0,0,0,2,0,0,0,2,1,18.4,19
189,68.504,3,6,12,29,42,92,3,2,0,0,1,0,0,2,0,0,2,2,0,1,0,0,18.4,12
190,68.504,7,10,13,24,38,92,3,2,0,0,0,0,0,2,0,0,2,1,1,1,0,0,18.4,13
191,68.504,1,9,16,28,38,92,3,2,0,0,1,1,1,2,0,0,2,1,1,0,0,1,18.4,16
192,68.504,3,16,21,32,36,108,3,2,0,0,1,1,1,1,0,0,2,0,1,1,1,0,21.6,21
193,68.504,8,14,25,29,32,108,3,2,0,0,0,1,1,2,0,0,2,1,1,0,1,0,21.6,25
194,68.504,6,15,22,28,37,108,3,2,0,0,0,1,1,1,0,0,2,0,0,1,1,1,21.6,22
195,68.504,1,4,12,33,42,92,3,2,0,0,1,0,0,1,0,0,2,2,0,0,1,0,18.4,12
196,68.504,4,7,14,25,42,92,3,2,0,0,1,1,1,3,0,0,2,0,2,0,1,0,18.4,14
197,68.503,4,10,22,23,35,94,3,2,1,0,0,1,2,3,0,0,1,1,1,1,1,0,18.8,22
198,68.503,3,12,24,25,30,94,3,2,1,0,0,1,2,2,0,0,1,1,2,1,0,0,18.8,24
199,68.503,2,5,29,30,40,106,3,2,1,0,1,1,2,3,0,0,1,1,3,0,0,0,21.2,29
200,68.501,10,13,21,28,30,102,3,2,0,0,1,0,1,2,0,0,2,0,1,1,0,1,20.4,21
201,68.501,2,7,26,28,35,98,3,2,0,0,0,0,0,1,0,0,2,0,2,0,0,1,19.6,26
202,68.5,2,10,20,27,41,100,3,2,0,0,1,0,0,1,0,0,3,1,0,1,0,0,20.0,20
203,68.5,4,6,15,33,42,100,3,2,0,0,0,0,0,1,0,0,3,1,0,0,1,0,20.0,15
204,68.5,5,10,14,29,42,100,3,2,0,0,0,0,0,3,0,0,3,1,1,0,0,0,20.0,14
205,68.0095,3,25,28,30,33,119,2,3,0,0,1,1,2,2,0,0,0,1,2,1,0,1,23.8,28
206,68.0095,7,20,23,30,39,119,2,3,0,0,1,0,2,3,0,0,0,2,3,0,0,0,23.8,23
207,68.0085,2,4,13,23,41,83,2,3,0,0,1,0,1,1,0,0,1,1,0,2,1,0,16.6,13
208,68.0085,9,18,22,33,35,117,2,3,0,0,0,1,1,2,0,0,1,2,1,1,0,0,23.4,22
209,68.0085,3,19,26,32,37,117,2,3,0,0,0,0,0,0,0,0,1,0,0,1,2,1,23.4,26
210,68.0075,3,18,19,35,40,115,2,3,1,0,0,1,1,1,0,0,0,1,2,1,0,1,23.0,19
211,68.0055,4,9,29,31,38,111,2,3,0,0,1,1,1,3,0,0,1,2,0,1,1,0,22.2,29
212,68.0045,5,17,26,29,32,109,2,3,0,0,0,0,0,1,0,0,2,1,1,0,1,0,21.8,26
213,68.0045,2,10,29,33,35,109,2,3,0,0,0,0,0,2,0,0,2,2,1,0,0,0,21.8,29
214,68.0045,3,10,16,21,41,91,2,3,0,0,1,1,1,2,0,0,2,0,1,2,0,0,18.2,16
215,68.0045,2,7,25,34,41,109,2,3,0,0,0,1,1,2,0,0,2,0,2,1,0,0,21.8,25
216,68.0045,3,6,17,28,37,91,2,3,0,0,1,0,0,0,0,0,2,0,0,1,1,1,18.2,17
217,68.0045,5,8,14,29,35,91,2,3,0,0,1,0,0,1,0,0,2,1,2,0,0,0,18.2,14
218,68.0045,5,14,23,26,41,109,2,3,0,0,0,0,1,1,0,0,2,1,1,1,0,0,21.8,23
219,68.0045,1,12,25,34,37,109,2,3,0,0,0,1,1,1,0,0,2,1,1,0,1,0,21.8,25
220,68.0045,5,9,17,22,38,91,2,3,0,0,0,1,1,2,0,0,2,1,1,1,0,0,18.2,17
221,68.0045,5,12,17,27,30,91,2,3,0,0,1,0,1,1,0,0,2,1,2,0,0,0,18.2,17
222,68.0035,3,18,19,25,42,107,2,3,1,0,0,1,1,2,0,0,1,1,1,1,0,1,21.4,19
223,68.0035,3,11,19,20,40,93,2,3,1,0,1,1,2,2,0,0,1,1,1,1,0,1,18.6,19
224,68.0035,4,5,15,29,40,93,2,3,1,0,1,1,1,2,0,0,1,1,2,0,1,0,18.6,15
225,68.0015,4,7,17,33,36,97,2,3,0,0,1,0,0,1,0,0,2,1,1,0,1,0,19.4,17
226,68.0015,1,8,16,35,37,97,2,3,0,0,0,1,1,1,0,0,2,0,2,0,1,0,19.4,16
227,68.0005,7,14,21,25,34,101,2,3,0,0,1,1,1,2,0,0,3,0,2,0,0,0,20.2,21
228,68.0005,5,6,18,33,37,99,2,3,1,0,0,0,0,0,0,0,1,2,1,0,1,0,19.8,18
229,68.0005,7,11,16,32,33,99,2,3,1,0,0,1,2,3,0,0,1,1,2,0,1,0,19.8,16
230,68.0005,2,9,13,34,41,99,2,3,0,0,0,0,0,1,0,0,3,0,0,2,0,0,19.8,13
231,68.0005,6,11,18,27,37,99,2,3,0,0,1,0,1,1,0,0,3,1,0,0,1,0,19.8,18
232,68.0005,5,12,21,27,36,101,2,3,0,0,0,0,0,0,0,0,3,1,1,0,0,0,20.2,21
233,68.0005,5,9,15,28,42,99,2,3,0,0,1,0,0,2,0,0,3,0,1,0,0,1,19.8,15
234,68.0005,5,9,11,36,40,101,2,3,0,0,0,1,2,3,0,0,3,0,2,0,0,0,20.2,11
235,68.0005,1,4,17,35,42,99,2,3,0,0,0,0,0,1,0,0,3,0,1,0,1,0,19.8,17
236,67.509,6,18,25,32,37,118,3,2,0,0,0,1,1,1,0,0,1,1,1,0,2,0,23.6,25
237,67.509,4,9,12,22,35,82,3,2,0,0,1,1,1,2,0,0,1,1,1,1,1,0,16.4,12
238,67.508,3,17,24,32,40,116,3,2,0,0,0,1,1,1,0,0,2,0,1,1,1,0,23.2,24
239,67.506,7,16,18,34,37,112,3,2,0,0,1,1,1,2,0,0,1,1,2,0,1,0,22.4,18
240,67.506,2,7,20,28,31,88,3,2,0,0,0,1,1,2,0,0,1,1,1,1,0,1,17.6,20
241,67.505,3,12,19,34,42,110,3,2,0,0,1,0,0,1,0,0,2,1,0,1,0,1,22.0,19
242,67.505,4,5,20,22,39,90,3,2,1,0,0,1,1,1,0,0,0,1,2,1,1,0,18.0,20
243,67.505,2,10,20,23,35,90,3,2,0,0,1,0,1,2,0,0,2,2,1,0,0,0,18.0,20
