Rank,Score,Num1,Num2,Num3,Num4,Num5,Sum,Even,Odd,Seq2,Seq3,Mod,Dup1,Dup2,Dup3,RankScore,Mean,Median
54,67.0015,5,11,23,26,32,97,2,3,0,0,0,0,2,2,40.0,19.4,23.0
55,67.0015,3,14,23,26,37,103,2,3,0,0,1,0,1,1,40.0,20.6,23.0
56,67.0015,9,11,16,24,37,97,2,3,0,0,0,1,2,3,40.0,19.4,16.0
57,67.0015,2,6,23,31,41,103,2,3,0,0,1,1,2,2,40.0,20.6,23.0
58,67.0015,9,11,17,26,34,97,2,3,0,0,0,0,1,2,40.0,19.4,17.0
59,67.0015,5,13,22,29,34,103,2,3,0,0,0,1,1,2,40.0,20.6,22.0
60,67.0015,3,10,19,29,36,97,2,3,0,0,1,0,0,2,40.0,19.4,19.0
61,67.0015,7,11,24,29,32,103,2,3,0,0,0,0,1,3,40.0,20.6,24.0
62,67.0015,7,14,19,24,33,97,2,3,0,0,1,0,0,1,40.0,19.4,19.0
63,67.0015,6,16,21,23,37,103,2,3,0,0,1,1,2,2,40.0,20.6,21.0
64,67.0015,9,12,17,26,33,97,2,3,0,0,0,0,0,1,40.0,19.4,17.0
65,67.0015,3,15,21,28,30,97,2,3,0,0,0,0,1,1,40.0,19.4,21.0
66,67.0015,3,10,16,29,39,97,2,3,0,0,1,1,1,3,40.0,19.4,16.0
67,66.505,1,10,26,31,42,110,3,2,0,0,1,1,1,3,40.0,22.0,26.0
68,66.505,1,11,26,30,42,110,3,2,0,0,1,0,2,3,40.0,22.0,26.0
69,66.502,3,15,18,28,40,104,3,2,0,0,1,1,1,1,40.0,20.8,18.0
70,66.502,6,11,18,29,40,104,3,2,0,0,0,1,2,3,40.0,20.8,18.0
71,66.502,7,16,19,24,38,104,3,2,0,0,0,1,1,2,40.0,20.8,19.0
72,66.502,8,12,21,27,36,104,3,2,0,0,0,0,0,0,40.0,20.8,21.0
73,66.502,5,18,20,22,39,104,3,2,0,0,0,1,1,1,40.0,20.8,20.0
74,66.502,1,7,18,38,40,104,3,2,0,0,1,1,1,2,40.0,20.8,18.0
75,66.502,4,10,17,27,38,96,3,2,0,0,1,0,0,1,40.0,19.2,17.0
76,66.502,1,14,20,29,40,104,3,2,0,0,1,1,1,2,40.0,20.8,20.0
77,66.502,2,9,15,38,40,104,3,2,0,0,0,1,1,2,40.0,20.8,15.0
78,66.502,8,13,20,24,31,96,3,2,0,0,0,1,1,1,40.0,19.2,20.0
79,66.502,6,10,25,28,35,104,3,2,0,0,1,1,1,2,40.0,20.8,25.0
80,66.502,2,14,19,25,36,96,3,2,0,0,0,1,1,1,40.0,19.2,19.0
81,66.502,6,13,15,28,42,104,3,2,0,0,0,0,0,1,40.0,20.8,15.0
82,66.502,2,13,21,28,40,104,3,2,0,0,0,1,1,1,40.0,20.8,21.0
83,66.502,3,6,12,34,41,96,3,2,0,0,0,0,0,0,40.0,19.2,12.0
84,66.502,3,17,20,22,34,96,3,2,0,0,0,1,1,1,40.0,19.2,20.0
85,66.502,6,11,14,27,38,96,3,2,0,0,0,0,1,1,40.0,19.2,14.0
86,66.502,5,10,20,28,41,104,3,2,0,0,1,0,0,1,40.0,20.8,20.0
87,66.502,6,12,14,27,37,96,3,2,0,0,1,0,0,0,40.0,19.2,14.0
88,66.502,4,8,12,39,41,104,3,2,0,0,0,0,0,0,40.0,20.8,12.0
89,66.0025,5,13,16,28,33,95,2,3,0,0,1,1,1,1,40.0,19.0,16.0
90,66.0025,3,18,20,23,31,95,2,3,0,0,1,1,2,2,40.0,19.0,20.0
91,66.0025,7,13,19,24,32,95,2,3,0,0,0,0,0,1,40.0,19.0,19.0
92,66.0025,8,11,15,20,41,95,2,3,0,0,1,0,1,1,40.0,19.0,15.0
93,66.0025,5,7,15,28,40,95,2,3,0,0,1,1,1,2,40.0,19.0,15.0
94,66.0025,5,17,21,30,32,105,2,3,0,0,0,0,1,1,40.0,21.0,21.0
95,66.0025,2,19,25,27,32,105,2,3,0,0,1,1,1,1,40.0,21.0,25.0
96,66.0025,3,15,18,26,33,95,2,3,0,0,1,0,0,0,40.0,19.0,18.0
97,66.0025,5,14,21,23,32,95,2,3,0,0,0,0,1,1,40.0,19.0,21.0
98,66.0025,2,7,18,27,41,95,2,3,0,0,1,0,0,1,40.0,19.0,18.0
99,66.0025,7,13,20,24,31,95,2,3,0,0,0,1,1,2,40.0,19.0,20.0
100,66.0025,7,11,22,28,37,105,2,3,0,0,1,1,2,3,40.0,21.0,22.0
101,66.0025,2,9,13,30,41,95,2,3,0,0,0,0,1,2,40.0,19.0,13.0
102,66.0025,6,10,21,25,33,95,2,3,0,0,0,1,1,2,40.0,19.0,21.0
103,66.0025,1,12,17,27,38,95,2,3,0,0,1,0,0,0,40.0,19.0,17.0
104,65.506,5,10,24,31,42,112,3,2,0,0,0,1,1,3,40.0,22.4,24.0
105,65.506,6,11,20,35,40,112,3,2,0,0,1,1,2,2,40.0,22.4,20.0
106,65.506,5,14,20,32,41,112,3,2,0,0,0,0,0,0,40.0,22.4,20.0
107,65.503,9,13,16,26,30,94,3,2,0,0,1,1,2,3,40.0,18.8,16.0
108,65.503,4,7,16,26,41,94,3,2,0,0,1,1,1,2,40.0,18.8,16.0
109,65.503,5,12,17,32,40,106,3,2,0,0,1,1,1,1,40.0,21.2,17.0
110,65.503,2,18,21,30,35,106,3,2,0,0,0,0,1,1,40.0,21.2,21.0
111,65.503,4,8,15,29,38,94,3,2,0,0,1,0,0,1,40.0,18.8,15.0
112,65.503,2,14,19,21,38,94,3,2,0,0,0,0,0,0,40.0,18.8,19.0
113,65.503,3,6,18,26,41,94,3,2,0,0,1,0,0,0,40.0,18.8,18.0
114,65.503,3,8,19,22,42,94,3,2,0,0,1,1,1,2,40.0,18.8,19.0
115,65.503,6,15,18,25,30,94,3,2,0,0,1,1,2,2,40.0,18.8,18.0
116,65.503,6,10,19,21,38,94,3,2,0,0,0,0,0,1,40.0,18.8,19.0
117,65.503,7,18,21,26,34,106,3,2,0,0,0,0,0,1,40.0,21.2,21.0
118,65.503,2,8,17,26,41,94,3,2,0,0,0,0,0,0,40.0,18.8,17.0
119,65.503,1,8,17,38,42,106,3,2,0,0,1,0,0,1,40.0,21.2,17.0
120,65.503,5,10,24,29,38,106,3,2,0,0,0,0,0,2,40.0,21.2,24.0
121,65.503,3,8,16,38,41,106,3,2,0,0,1,1,1,1,40.0,21.2,16.0
122,65.503,4,7,17,26,40,94,3,2,0,0,1,1,1,2,40.0,18.8,17.0
123,65.503,2,7,19,28,38,94,3,2,0,0,1,0,0,1,40.0,18.8,19.0
124,65.503,4,18,22,29,33,106,3,2,0,0,0,1,1,2,40.0,21.2,22.0
125,65.503,2,17,24,26,37,106,3,2,0,0,1,0,0,0,40.0,21.2,24.0
126,65.503,8,14,17,29,38,106,3,2,0,0,1,0,0,1,40.0,21.2,17.0
127,65.503,2,19,21,26,38,106,3,2,0,0,0,0,0,0,40.0,21.2,21.0
128,65.503,5,8,19,26,36,94,3,2,0,0,1,0,0,0,40.0,18.8,19.0
129,65.503,2,18,23,29,34,106,3,2,0,0,0,0,1,2,40.0,21.2,23.0
130,65.503,8,10,15,32,41,106,3,2,0,0,0,0,0,1,40.0,21.2,15.0
131,65.503,3,5,16,28,42,94,3,2,0,0,0,1,1,2,40.0,18.8,16.0
132,65.503,6,12,15,31,42,106,3,2,0,0,1,1,1,2,40.0,21.2,15.0
133,65.503,3,10,26,32,35,106,3,2,0,0,0,0,0,1,40.0,21.2,26.0
134,65.503,5,15,18,24,32,94,3,2,0,0,1,0,0,0,40.0,18.8,18.0
135,65.503,3,8,23,32,40,106,3,2,0,0,1,1,2,2,40.0,21.2,23.0
136,65.503,1,6,12,34,41,94,3,2,0,0,1,0,0,0,40.0,18.8,12.0
137,65.503,2,9,13,30,40,94,3,2,0,0,1,1,2,3,40.0,18.8,13.0
138,65.503,8,13,17,24,32,94,3,2,0,0,0,0,0,0,40.0,18.8,17.0
139,65.503,2,15,23,30,36,106,3,2,0,0,0,0,2,2,40.0,21.2,23.0
140,65.503,4,10,16,27,37,94,3,2,0,0,1,1,1,2,40.0,18.8,16.0
141,65.5,2,4,23,34,37,100,3,2,0,0,1,0,1,1,40.0,20.0,23.0
142,65.5,2,5,26,28,39,100,3,2,0,0,0,0,0,0,40.0,20.0,26.0
143,65.5,2,5,20,34,39,100,3,2,0,0,0,0,0,0,40.0,20.0,20.0
144,65.0035,2,12,29,31,33,107,2,3,0,0,1,1,1,2,40.0,21.4,29.0
145,65.0035,2,10,19,25,37,93,2,3,0,0,0,1,1,2,40.0,18.6,19.0
146,65.0035,4,10,21,23,35,93,2,3,0,0,0,0,1,2,40.0,18.6,21.0
147,65.0035,5,9,12,27,40,93,2,3,0,0,0,1,1,2,40.0,18.6,12.0
148,65.0035,7,12,17,26,31,93,2,3,0,0,1,1,1,2,40.0,18.6,17.0
149,65.0035,1,10,21,28,33,93,2,3,0,0,1,0,0,1,40.0,18.6,21.0
150,65.0035,1,13,17,20,42,93,2,3,0,0,0,0,0,1,40.0,18.6,17.0
151,65.0035,9,15,20,25,38,107,2,3,0,0,1,1,1,2,40.0,21.4,20.0
152,65.0035,3,12,20,25,33,93,2,3,0,0,1,1,1,1,40.0,18.6,20.0
153,65.0035,7,10,23,26,41,107,2,3,0,0,0,0,1,3,40.0,21.4,23.0
154,65.0035,5,10,20,33,39,107,2,3,0,0,1,0,0,1,40.0,21.4,20.0
155,65.0035,2,13,15,21,42,93,2,3,0,0,1,0,0,1,40.0,18.6,15.0
156,65.0035,5,10,24,29,39,107,2,3,0,0,1,0,0,2,40.0,21.4,24.0
157,65.0035,1,9,13,28,42,93,2,3,0,0,0,0,0,2,40.0,18.6,13.0
158,65.0035,2,19,21,31,34,107,2,3,0,0,1,1,1,1,40.0,21.4,21.0
159,65.0035,7,13,20,28,39,107,2,3,0,0,0,0,0,1,40.0,21.4,20.0
160,65.0005,3,11,14,34,39,101,2,3,0,0,1,0,1,1,40.0,20.2,14.0
161,65.0005,7,11,15,32,34,99,2,3,0,0,0,0,1,2,40.0,19.8,15.0
162,65.0005,6,12,17,31,35,101,2,3,0,0,0,1,1,1,40.0,20.2,17.0
163,65.0005,6,10,15,33,35,99,2,3,0,0,1,0,0,1,40.0,19.8,15.0
164,65.0005,7,9,11,36,38,101,2,3,0,0,0,0,1,3,40.0,20.2,11.0
165,65.0005,2,11,15,34,37,99,2,3,0,0,0,0,1,1,40.0,19.8,15.0
166,65.0005,2,7,21,32,39,101,2,3,0,0,1,0,0,1,40.0,20.2,21.0
167,65.0005,5,7,26,29,34,101,2,3,0,0,0,0,0,2,40.0,20.2,26.0
168,65.0005,1,11,17,32,38,99,2,3,0,0,1,0,1,1,40.0,19.8,17.0
169,65.0005,4,13,17,31,34,99,2,3,0,0,1,1,1,1,40.0,19.8,17.0
170,65.0005,5,9,19,30,38,101,2,3,0,0,1,0,1,2,40.0,20.2,19.0
171,65.0005,3,9,20,26,41,99,2,3,0,0,0,0,0,1,40.0,19.8,20.0
172,65.0005,3,13,17,32,36,101,2,3,0,0,1,0,0,0,40.0,20.2,17.0
173,65.0005,3,9,26,29,32,99,2,3,0,0,1,0,0,2,40.0,19.8,26.0
174,64.507,2,18,21,33,40,114,3,2,0,0,0,1,1,1,40.0,22.8,21.0
175,64.507,5,12,22,34,41,114,3,2,0,0,1,1,1,1,40.0,22.8,22.0
176,64.507,5,13,26,30,40,114,3,2,0,0,1,1,2,2,40.0,22.8,26.0
177,64.504,5,18,22,24,39,108,3,2,0,0,0,1,1,1,40.0,21.6,22.0
178,64.504,8,10,17,25,32,92,3,2,0,0,0,1,1,2,40.0,18.4,17.0
179,64.504,2,18,25,30,33,108,3,2,0,0,0,1,2,2,40.0,21.6,25.0
180,64.504,1,8,17,24,42,92,3,2,0,0,0,0,0,1,40.0,18.4,17.0
181,64.504,5,10,18,25,34,92,3,2,0,0,1,1,1,2,40.0,18.4,18.0
182,64.504,3,18,24,30,33,108,3,2,0,0,1,0,1,1,40.0,21.6,24.0
183,64.504,5,7,16,26,38,92,3,2,0,0,1,1,1,2,40.0,18.4,16.0
184,64.504,4,17,21,30,36,108,3,2,0,0,0,0,1,1,40.0,21.6,21.0
185,64.504,3,12,18,34,41,108,3,2,0,0,0,0,0,0,40.0,21.6,18.0
186,64.504,2,9,18,23,40,92,3,2,0,0,0,1,2,3,40.0,18.4,18.0
187,64.504,1,9,16,24,42,92,3,2,0,0,0,1,1,3,40.0,18.4,16.0
188,64.504,8,11,14,23,36,92,3,2,0,0,0,0,2,2,40.0,18.4,14.0
189,64.504,9,16,21,24,38,108,3,2,0,0,0,1,1,2,40.0,21.6,21.0
190,64.504,4,19,22,26,37,108,3,2,0,0,0,1,1,1,40.0,21.6,22.0
191,64.504,7,12,15,24,34,92,3,2,0,0,1,0,0,1,40.0,18.4,15.0
192,64.504,3,14,17,32,42,108,3,2,0,0,1,0,0,1,40.0,21.6,17.0
193,64.504,8,11,13,28,32,92,3,2,0,0,1,0,1,1,40.0,18.4,13.0
194,64.504,2,12,21,24,33,92,3,2,0,0,1,0,0,0,40.0,18.4,21.0
195,64.504,4,14,23,30,37,108,3,2,0,0,1,0,2,2,40.0,21.6,23.0
196,64.504,4,12,18,27,31,92,3,2,0,0,0,1,1,1,40.0,18.4,18.0
197,64.504,4,6,17,39,42,108,3,2,0,0,0,0,0,1,40.0,21.6,17.0
198,64.504,5,12,15,26,34,92,3,2,0,0,1,0,0,0,40.0,18.4,15.0
199,64.501,3,5,28,30,32,98,3,2,0,0,0,0,1,1,40.0,19.6,28.0
200,64.501,4,8,25,27,34,98,3,2,0,0,1,1,1,1,40.0,19.6,25.0
201,64.501,5,9,26,28,30,98,3,2,0,0,0,0,1,2,40.0,19.6,26.0
202,64.501,3,8,24,28,35,98,3,2,0,0,1,0,0,0,40.0,19.6,24.0
203,64.501,1,14,18,30,39,102,3,2,0,0,0,0,1,1,40.0,20.4,18.0
204,64.0075,3,19,21,30,42,115,2,3,0,0,0,0,1,2,40.0,23.0,21.0
205,64.0075,5,12,27,30,41,115,2,3,0,0,0,0,1,1,40.0,23.0,27.0
206,64.0075,3,13,20,37,42,115,2,3,0,0,1,0,0,1,40.0,23.0,20.0
207,64.0045,7,14,21,29,38,109,2,3,0,0,0,0,0,2,40.0,21.8,21.0
208,64.0045,6,16,19,27,41,109,2,3,0,0,1,1,1,1,40.0,21.8,19.0
209,64.0045,9,19,21,26,34,109,2,3,0,0,1,0,0,1,40.0,21.8,21.0
210,64.0045,9,14,17,29,40,109,2,3,0,0,1,1,1,3,40.0,21.8,17.0
211,64.0045,3,9,22,34,41,109,2,3,0,0,0,1,1,2,40.0,21.8,22.0
212,64.0045,8,19,21,27,34,109,2,3,0,0,0,0,0,0,40.0,21.8,21.0
213,64.0045,4,10,27,33,35,109,2,3,0,0,0,0,0,1,40.0,21.8,27.0
214,64.0045,3,7,21,36,42,109,2,3,0,0,0,0,0,2,40.0,21.8,21.0
215,64.0045,4,17,25,30,33,109,2,3,0,0,0,1,2,2,40.0,21.8,25.0
216,64.0045,2,13,18,25,33,91,2,3,0,0,1,1,1,1,40.0,18.2,18.0
217,64.0045,4,7,18,27,35,91,2,3,0,0,1,0,0,1,40.0,18.2,18.0
218,64.0045,3,6,15,28,39,91,2,3,0,0,0,0,0,0,40.0,18.2,15.0
219,64.0045,4,8,19,23,37,91,2,3,0,0,0,0,1,1,40.0,18.2,19.0
220,64.0045,7,14,19,27,42,109,2,3,0,0,1,0,0,2,40.0,21.8,19.0
221,64.0045,3,8,18,25,37,91,2,3,0,0,1,1,1,1,40.0,18.2,18.0
222,64.0045,8,11,14,21,37,91,2,3,0,0,1,0,1,1,40.0,18.2,14.0
223,64.0045,6,11,13,27,34,91,2,3,0,0,0,0,1,1,40.0,18.2,13.0
224,64.0015,3,10,19,33,38,103,2,3,0,0,1,0,0,1,40.0,20.6,19.0
225,64.0015,3,11,18,32,39,103,2,3,0,0,0,0,1,1,40.0,20.6,18.0
226,64.0015,1,9,20,32,35,97,2,3,0,0,0,0,0,1,40.0,19.4,20.0
227,64.0015,1,12,15,36,39,103,2,3,0,0,0,0,0,0,40.0,20.6,15.0
228,64.0015,2,8,23,27,37,97,2,3,0,0,1,0,1,1,40.0,19.4,23.0
229,64.0015,7,13,15,30,32,97,2,3,0,0,0,0,1,2,40.0,19.4,15.0
230,64.0015,3,10,14,31,39,97,2,3,0,0,0,1,1,2,40.0,19.4,14.0
231,64.0015,4,10,19,31,33,97,2,3,0,0,0,1,1,2,40.0,19.4,19.0
232,63.508,4,15,27,30,40,116,3,2,0,0,1,1,2,2,40.0,23.2,27.0
233,63.508,4,13,26,33,40,116,3,2,0,0,1,1,1,1,40.0,23.2,26.0
234,63.508,7,10,20,38,41,116,3,2,0,0,1,0,0,2,40.0,23.2,20.0
235,63.508,3,18,23,32,40,116,3,2,0,0,1,1,2,2,40.0,23.2,23.0
236,63.508,3,10,26,37,40,116,3,2,0,0,1,1,1,2,40.0,23.2,26.0
237,63.505,2,15,22,34,37,110,3,2,0,0,1,1,1,1,40.0,22.0,22.0
238,63.505,4,10,22,35,39,110,3,2,0,0,0,1,1,2,40.0,22.0,22.0
239,63.505,1,5,26,38,40,110,3,2,0,0,0,1,1,1,40.0,22.0,26.0
240,63.505,1,13,18,28,30,90,3,2,0,0,1,0,1,1,40.0,18.0,18.0
241,63.505,2,11,20,26,31,90,3,2,0,0,1,1,2,2,40.0,18.0,20.0
242,63.505,8,12,19,21,30,90,3,2,0,0,0,0,1,1,40.0,18.0,19.0
243,63.505,4,16,21,33,36,110,3,2,0,0,1,1,1,1,40.0,22.0,21.0
244,63.505,3,10,26,29,42,110,3,2,0,0,0,0,0,3,40.0,22.0,26.0
245,63.505,1,5,14,28,42,90,3,2,0,0,0,0,0,1,40.0,18.0,14.0
246,63.505,8,10,26,31,35,110,3,2,0,0,0,1,1,2,40.0,22.0,26.0
247,63.505,7,10,12,26,35,90,3,2,0,0,0,0,0,2,40.0,18.0,12.0
248,63.505,1,12,20,23,34,90,3,2,0,0,0,0,1,1,40.0,18.0,20.0
249,63.505,6,10,19,24,31,90,3,2,0,0,0,1,1,2,40.0,18.0,19.0
250,63.505,5,10,22,35,38,110,3,2,0,0,1,1,1,2,40.0,22.0,22.0
251,63.505,8,11,13,22,36,90,3,2,0,0,0,1,2,2,40.0,18.0,13.0
252,63.505,2,18,23,26,41,110,3,2,0,0,0,0,1,1,40.0,22.0,23.0
253,63.505,5,12,14,22,37,90,3,2,0,0,1,1,1,1,40.0,18.0,14.0
254,63.505,4,12,15,38,41,110,3,2,0,0,0,0,0,0,40.0,22.0,15.0
255,63.505,3,6,16,28,37,90,3,2,0,0,1,1,1,1,40.0,18.0,16.0
256,63.505,4,10,27,33,36,110,3,2,0,0,0,0,0,1,40.0,22.0,27.0
257,63.505,2,7,18,25,38,90,3,2,0,0,1,1,1,2,40.0,18.0,18.0
258,63.505,6,10,18,23,33,90,3,2,0,0,1,0,1,2,40.0,18.0,18.0
259,63.505,7,10,19,22,32,90,3,2,0,0,1,1,1,3,40.0,18.0,19.0
260,63.502,7,12,18,31,36,104,3,2,0,0,0,1,1,2,40.0,20.8,18.0
261,63.502,8,15,18,30,33,104,3,2,0,0,1,0,1,1,40.0,20.8,18.0
262,63.502,2,4,20,29,41,96,3,2,0,0,0,0,0,1,40.0,19.2,20.0
263,63.502,5,8,25,30,36,104,3,2,0,0,1,1,2,2,40.0,20.8,25.0
264,63.502,6,10,18,31,39,104,3,2,0,0,0,1,1,2,40.0,20.8,18.0
265,63.502,5,9,20,28,34,96,3,2,0,0,0,0,0,1,40.0,19.2,20.0
266,63.502,7,9,16,34,38,104,3,2,0,0,0,1,1,3,40.0,20.8,16.0
267,63.5,8,13,14,28,37,100,3,2,1,0,1,0,0,0,40.0,20.0,14.0
268,63.0085,5,15,21,36,40,117,2,3,0,0,1,1,1,1,40.0,23.4,21.0
269,63.0085,5,10,23,37,42,117,2,3,0,0,0,0,1,3,40.0,23.4,23.0
270,63.0085,2,17,22,35,41,117,2,3,0,0,1,1,1,1,40.0,23.4,22.0
271,63.0055,5,14,23,30,39,111,2,3,0,0,0,0,2,2,40.0,22.2,23.0
272,63.0055,2,15,25,33,36,111,2,3,0,0,1,1,1,1,40.0,22.2,25.0
273,63.0055,9,11,28,30,33,111,2,3,0,0,0,0,2,3,40.0,22.2,28.0
274,63.0055,4,17,26,31,33,111,2,3,0,0,0,1,1,1,40.0,22.2,26.0
275,63.0055,6,9,15,20,39,89,2,3,0,0,1,0,0,1,40.0,17.8,15.0
276,63.0055,6,8,13,23,39,89,2,3,0,0,1,0,1,1,40.0,17.8,13.0
277,63.0055,9,12,20,31,39,111,2,3,0,0,1,1,1,2,40.0,22.2,20.0
278,63.0055,7,14,23,26,41,111,2,3,0,0,0,0,1,2,40.0,22.2,23.0
279,63.0055,1,15,18,24,31,89,2,3,0,0,1,1,1,1,40.0,17.8,18.0
280,63.0055,9,17,21,30,34,111,2,3,0,0,0,0,1,2,40.0,22.2,21.0
281,63.0055,1,8,19,23,38,89,2,3,0,0,1,0,1,1,40.0,17.8,19.0
282,63.0055,5,19,24,26,37,111,2,3,0,0,0,0,0,0,40.0,22.2,24.0
283,63.0055,6,9,18,21,35,89,2,3,0,0,0,0,0,1,40.0,17.8,18.0
284,63.0055,6,15,21,32,37,111,2,3,0,0,0,0,0,0,40.0,22.2,21.0
285,63.0055,4,13,19,33,42,111,2,3,0,0,1,0,0,1,40.0,22.2,19.0
286,63.0025,3,5,26,33,38,105,2,3,0,0,1,0,0,0,40.0,21.0,26.0
287,63.0025,4,12,15,35,39,105,2,3,0,0,1,0,0,0,40.0,21.0,15.0
288,63.0025,6,10,17,33,39,105,2,3,0,0,0,0,0,1,40.0,21.0,17.0
289,63.0025,5,12,15,30,33,95,2,3,0,0,1,0,1,1,40.0,19.0,15.0
290,63.0005,2,13,23,24,37,99,2,3,1,0,1,0,1,1,40.0,19.8,23.0
291,63.0005,3,11,26,27,32,99,2,3,1,0,0,0,1,1,40.0,19.8,26.0
292,63.0005,1,16,17,26,39,99,2,3,1,0,1,1,1,1,40.0,19.8,17.0
293,63.0005,7,12,22,23,35,99,2,3,1,0,1,1,2,3,40.0,19.8,22.0
294,63.0005,5,15,16,23,42,101,2,3,1,0,1,1,2,3,40.0,20.2,16.0
295,63.0005,7,18,21,22,33,101,2,3,1,0,0,1,1,2,40.0,20.2,21.0
296,62.509,8,11,26,32,41,118,3,2,0,0,1,0,1,1,40.0,23.6,26.0
297,62.509,4,16,27,30,41,118,3,2,0,0,0,1,2,2,40.0,23.6,27.0
298,62.509,2,14,27,33,42,118,3,2,0,0,1,0,0,1,40.0,23.6,27.0
