Rank,Score,Num1,Num2,Num3,Num4,Num5,Sum,Even,Odd,Seq2,Seq3,Mod,Dup1,Dup2,Dup3,r0,r1,r2,r3,r4,r5,r6,r7,Mean,Median
41,78.502,4,12,19,28,41,104,3,2,0,0,0,0,0,0,0,0,0,1,0,1,1,2,20.8,19.0
42,78.502,7,12,20,25,32,96,3,2,0,0,1,1,1,1,0,0,0,2,2,0,1,0,19.2,20.0
43,78.502,4,16,19,25,32,96,3,2,0,0,0,0,1,1,0,0,0,0,2,0,2,1,19.2,19.0
44,78.0055,3,12,25,30,41,111,2,3,0,0,0,0,0,0,0,0,0,1,2,2,0,0,22.2,25.0
45,78.0025,5,12,25,30,33,105,2,3,0,0,1,1,1,1,0,0,0,2,3,0,0,0,21.0,25.0
46,78.0025,3,12,16,29,35,95,2,3,0,0,0,0,1,2,0,0,0,2,2,1,0,0,19.0,16.0
47,78.0025,7,13,20,25,30,95,2,3,0,0,1,1,1,1,0,0,0,1,3,1,0,0,19.0,20.0
48,77.506,4,16,20,31,41,112,3,2,0,0,1,0,1,1,0,0,0,1,1,2,1,0,22.4,20.0
49,77.503,4,16,22,25,39,106,3,2,0,0,0,0,1,1,0,0,0,0,3,1,1,0,21.2,22.0
50,77.503,4,12,16,23,39,94,3,2,0,0,0,0,2,2,0,0,0,2,2,0,1,0,18.8,16.0
51,77.503,4,13,22,28,39,106,3,2,0,0,0,0,0,0,0,0,0,0,1,2,1,1,21.2,22.0
52,77.5,7,12,19,30,32,100,3,2,0,0,1,1,1,1,0,0,0,1,2,0,1,1,20.0,19.0
53,77.5,5,12,16,30,37,100,3,2,0,0,0,1,2,2,0,0,0,1,3,0,1,0,20.0,16.0
54,77.5,3,13,16,30,38,100,3,2,0,0,1,0,2,2,0,0,0,1,2,2,0,0,20.0,16.0
55,77.5,7,12,18,30,33,100,3,2,0,0,0,1,2,2,0,0,0,3,2,0,0,0,20.0,18.0
56,77.0065,3,16,23,30,41,113,2,3,0,0,1,0,2,2,0,0,0,1,2,2,0,0,22.6,23.0
57,77.0065,7,12,20,33,41,113,2,3,0,0,0,1,1,1,0,0,0,3,1,1,0,0,22.6,20.0
58,77.0065,5,12,20,35,41,113,2,3,0,0,1,1,1,1,0,0,0,2,2,1,0,0,22.6,20.0
59,77.0035,3,7,12,30,41,93,2,3,0,0,0,1,1,1,0,0,0,1,2,2,0,0,18.6,12.0
60,77.0035,3,13,16,35,40,107,2,3,0,0,1,1,2,2,0,0,0,0,3,2,0,0,21.4,16.0
61,77.0035,3,18,22,31,33,107,2,3,0,0,1,0,1,1,0,0,0,2,0,3,0,0,21.4,22.0
62,77.0035,5,12,20,25,31,93,2,3,0,0,1,1,1,1,0,0,0,2,2,1,0,0,18.6,20.0
63,77.0035,3,13,20,25,32,93,2,3,0,0,1,0,0,0,0,0,0,1,1,2,1,0,18.6,20.0
64,77.0035,4,13,23,29,38,107,2,3,0,0,1,0,2,3,0,0,0,3,0,1,1,0,21.4,23.0
65,77.0035,3,16,19,28,41,107,2,3,0,0,0,0,1,1,0,0,0,0,1,2,0,2,21.4,19.0
66,77.0035,3,12,23,28,41,107,2,3,0,0,1,0,1,1,0,0,0,2,0,2,0,1,21.4,23.0
67,77.0035,7,13,20,28,39,107,2,3,0,0,0,1,1,1,0,0,0,1,2,1,0,1,21.4,20.0
68,77.0005,3,7,25,28,38,101,2,3,0,0,1,1,2,2,0,0,0,1,2,1,0,1,20.2,25.0
69,77.0005,4,7,23,28,39,101,2,3,0,0,0,1,2,2,0,0,0,1,2,0,1,1,20.2,23.0
70,77.0005,3,5,22,33,38,101,2,3,0,0,1,1,2,2,0,0,0,2,1,2,0,0,20.2,22.0
71,77.0005,3,16,18,31,33,101,2,3,0,0,1,0,2,2,0,0,0,2,1,2,0,0,20.2,18.0
72,77.0005,5,12,19,30,33,99,2,3,0,0,0,1,1,1,0,0,0,2,2,0,0,1,19.8,19.0
73,76.507,3,18,22,31,40,114,3,2,0,0,0,1,2,2,0,0,0,1,1,3,0,0,22.8,22.0
74,76.504,3,16,19,30,40,108,3,2,0,0,1,1,2,2,0,0,0,0,3,1,0,1,21.6,19.0
75,76.504,3,16,20,29,40,108,3,2,0,0,1,1,2,3,0,0,0,2,2,1,0,0,21.6,20.0
76,76.504,3,16,22,28,39,108,3,2,0,0,0,0,1,1,0,0,0,0,2,2,0,1,21.6,22.0
77,76.504,3,16,18,20,35,92,3,2,0,0,0,0,2,2,0,0,0,2,2,1,0,0,18.4,18.0
78,76.504,4,12,20,25,31,92,3,2,0,0,0,0,0,0,0,0,0,2,1,1,1,0,18.4,20.0
79,76.504,4,12,23,29,40,108,3,2,0,0,0,1,2,3,0,0,0,3,1,0,1,0,21.6,23.0
80,76.504,7,13,20,22,30,92,3,2,0,0,1,1,1,1,0,0,0,1,2,2,0,0,18.4,20.0
81,76.504,7,16,20,30,35,108,3,2,0,0,1,1,2,2,0,0,0,1,4,0,0,0,21.6,20.0
82,76.504,3,18,22,28,37,108,3,2,0,0,1,0,1,1,0,0,0,1,0,2,1,1,21.6,22.0
83,76.504,3,12,16,37,40,108,3,2,0,0,0,1,2,2,0,0,0,1,2,1,1,0,21.6,16.0
84,76.504,3,18,25,30,32,108,3,2,0,0,0,0,1,1,0,0,0,1,2,1,1,0,21.6,25.0
85,76.503,3,10,20,32,41,106,3,2,0,0,1,0,0,1,0,0,1,1,0,2,1,0,21.2,20.0
86,76.501,4,7,18,32,37,98,3,2,0,0,1,1,2,2,0,0,0,1,1,0,3,0,19.6,18.0
87,76.501,4,7,25,30,32,98,3,2,0,0,0,1,1,1,0,0,0,0,3,0,2,0,19.6,25.0
88,76.501,4,13,16,31,38,102,3,2,0,0,0,0,2,2,0,0,0,1,1,2,1,0,20.4,16.0
89,76.501,7,12,18,30,35,102,3,2,0,0,0,1,2,2,0,0,0,2,3,0,0,0,20.4,18.0
90,76.501,4,13,16,32,37,102,3,2,0,0,0,0,1,1,0,0,0,0,1,1,3,0,20.4,16.0
91,76.5,3,14,25,28,30,100,3,2,0,0,0,1,1,1,0,0,1,0,2,1,0,1,20.0,25.0
92,76.5,3,12,18,26,41,100,3,2,0,0,0,0,1,1,0,0,1,2,0,2,0,0,20.0,18.0
93,76.5,7,10,16,28,39,100,3,2,0,0,0,1,2,3,0,0,1,0,3,0,0,1,20.0,16.0
94,76.5,5,12,20,26,37,100,3,2,0,0,0,1,1,1,0,0,1,2,1,0,1,0,20.0,20.0
95,76.5,7,13,16,22,42,100,3,2,0,0,1,1,2,2,0,0,1,0,2,2,0,0,20.0,16.0
96,76.5,3,18,21,28,30,100,3,2,0,0,1,0,1,1,0,0,1,1,1,1,0,1,20.0,21.0
97,76.5,3,16,20,26,35,100,3,2,0,0,1,0,1,1,0,0,1,1,2,1,0,0,20.0,20.0
98,76.5,2,4,18,35,41,100,3,2,0,0,0,0,1,1,0,0,1,1,1,1,1,0,20.0,18.0
99,76.5,3,6,18,32,41,100,3,2,0,0,0,0,1,1,0,0,1,1,0,2,1,0,20.0,18.0
100,76.5,4,10,12,33,41,100,3,2,0,0,0,0,0,1,0,0,1,2,0,1,1,0,20.0,12.0
101,76.5,2,16,23,28,31,100,3,2,0,0,0,0,2,2,0,0,1,1,1,1,0,1,20.0,23.0
102,76.5,4,6,13,37,40,100,3,2,0,0,0,1,1,1,0,0,1,0,1,1,2,0,20.0,13.0
103,76.5,3,12,20,26,39,100,3,2,0,0,0,0,0,0,0,0,1,2,1,1,0,0,20.0,20.0
104,76.5,6,12,23,28,31,100,3,2,0,0,0,0,1,1,0,0,1,2,0,1,0,1,20.0,23.0
105,76.5,1,16,18,28,37,100,3,2,0,0,1,0,2,2,0,0,1,1,1,0,1,1,20.0,18.0
106,76.0075,3,12,22,37,41,115,2,3,0,0,1,0,0,0,0,0,0,1,0,3,1,0,23.0,22.0
107,76.0075,4,16,23,31,41,115,2,3,0,0,1,0,2,2,0,0,0,1,1,2,1,0,23.0,23.0
108,76.0075,3,12,25,35,40,115,2,3,0,0,1,1,1,1,0,0,0,1,3,1,0,0,23.0,25.0
109,76.0045,4,13,16,35,41,109,2,3,0,0,0,0,1,1,0,0,0,0,2,2,1,0,21.8,16.0
110,76.0045,4,13,25,30,37,109,2,3,0,0,0,0,0,0,0,0,0,0,2,1,2,0,21.8,25.0
111,76.0045,5,12,25,29,38,109,2,3,0,0,1,1,2,3,0,0,0,3,2,0,0,0,21.8,25.0
112,76.0045,5,18,20,25,41,109,2,3,0,0,1,1,2,2,0,0,0,2,2,1,0,0,21.8,20.0
113,76.0045,3,18,20,29,39,109,2,3,0,0,1,0,1,2,0,0,0,3,1,1,0,0,21.8,20.0
114,76.0015,3,16,18,31,35,103,2,3,0,0,0,0,2,2,0,0,0,1,2,2,0,0,20.6,18.0
115,76.0015,4,7,20,25,41,97,2,3,0,0,0,1,1,1,0,0,0,1,2,1,1,0,19.4,20.0
116,76.0015,4,7,23,32,37,103,2,3,0,0,1,1,2,2,0,0,0,1,1,0,3,0,20.6,23.0
117,76.0015,3,13,16,30,35,97,2,3,0,0,1,0,1,1,0,0,0,0,3,2,0,0,19.4,16.0
118,76.0015,5,12,16,31,39,103,2,3,0,0,0,1,2,2,0,0,0,1,3,1,0,0,20.6,16.0
119,76.0005,4,15,23,28,31,101,2,3,0,0,0,0,1,1,0,0,1,1,0,1,1,1,20.2,23.0
120,76.0005,4,16,21,29,31,101,2,3,0,0,1,0,1,2,0,0,1,1,1,1,1,0,20.2,21.0
121,76.0005,5,15,20,22,37,99,2,3,0,0,1,1,1,1,0,0,1,1,1,1,1,0,19.8,20.0
122,76.0005,9,12,16,29,33,99,2,3,0,0,1,0,1,2,0,0,1,3,1,0,0,0,19.8,16.0
123,76.0005,4,11,23,30,33,101,2,3,0,0,1,0,1,1,0,0,1,2,1,0,1,0,20.2,23.0
124,76.0005,3,9,16,32,41,101,2,3,0,0,0,0,1,1,0,0,1,0,1,2,1,0,20.2,16.0
125,76.0005,5,11,20,25,38,99,2,3,0,0,1,1,2,2,0,0,1,2,2,0,0,0,19.8,20.0
126,76.0005,3,6,19,31,40,99,2,3,0,0,0,1,1,1,0,0,1,0,1,2,0,1,19.8,19.0
127,76.0005,4,15,19,22,41,101,2,3,0,0,0,0,0,0,0,0,1,0,0,2,1,1,20.2,19.0
128,76.0005,7,13,20,24,37,101,2,3,0,0,1,1,1,1,0,0,1,1,1,1,1,0,20.2,20.0
129,76.0005,7,13,21,28,30,99,2,3,0,0,0,1,1,1,0,0,1,0,2,1,0,1,19.8,21.0
130,76.0005,2,7,19,32,41,101,2,3,0,0,1,1,1,1,0,0,1,0,1,1,1,1,20.2,19.0
131,76.0005,2,13,20,23,41,99,2,3,0,0,1,0,1,1,0,0,1,2,0,2,0,0,19.8,20.0
132,76.0005,7,12,18,21,41,99,2,3,0,0,1,1,2,2,0,0,1,2,1,1,0,0,19.8,18.0
133,76.0005,5,13,24,28,31,101,2,3,0,0,0,1,1,1,0,0,1,0,1,2,0,1,20.2,24.0
134,76.0005,7,10,22,29,33,101,2,3,0,0,0,1,1,3,0,0,1,2,1,1,0,0,20.2,22.0
135,76.0005,8,12,19,25,35,99,2,3,0,0,1,0,0,0,0,0,1,1,2,0,0,1,19.8,19.0
136,76.0005,5,11,22,28,35,101,2,3,0,0,1,1,1,1,0,0,1,0,2,1,0,1,20.2,22.0
137,76.0005,1,3,20,35,40,99,2,3,0,0,1,1,1,1,0,0,1,1,2,1,0,0,19.8,20.0
138,76.0005,5,13,20,24,39,101,2,3,0,0,0,1,1,1,0,0,1,1,2,1,0,0,20.2,20.0
139,76.0005,3,9,16,30,41,99,2,3,0,0,0,0,1,1,0,0,1,0,2,2,0,0,19.8,16.0
140,76.0005,1,13,16,30,41,101,2,3,0,0,1,0,1,1,0,0,1,0,2,2,0,0,20.2,16.0
141,76.0005,3,13,19,26,40,101,2,3,0,0,1,1,1,1,0,0,1,0,1,2,0,1,20.2,19.0
142,76.0005,3,6,19,30,41,99,2,3,0,0,0,0,0,0,0,0,1,0,1,2,0,1,19.8,19.0
143,76.0005,5,15,20,28,33,101,2,3,0,0,1,1,1,1,0,0,1,2,1,0,0,1,20.2,20.0
144,76.0005,1,12,22,25,39,99,2,3,0,0,1,0,0,0,0,0,1,1,2,1,0,0,19.8,22.0
145,76.0005,7,13,22,27,30,99,2,3,0,0,1,1,1,1,0,0,1,0,2,2,0,0,19.8,22.0
146,76.0005,5,11,22,29,32,99,2,3,0,0,1,1,1,2,0,0,1,1,1,1,1,0,19.8,22.0
147,76.0005,5,16,22,27,31,101,2,3,0,0,0,1,2,2,0,0,1,0,2,2,0,0,20.2,22.0
148,76.0005,4,7,17,30,41,99,2,3,0,0,1,1,1,1,0,0,1,0,2,1,1,0,19.8,17.0
149,76.0005,4,11,19,29,38,101,2,3,0,0,1,0,1,2,0,0,1,2,0,0,1,1,20.2,19.0
150,76.0005,1,3,16,38,41,99,2,3,0,0,1,0,2,2,0,0,1,1,1,2,0,0,19.8,16.0
151,76.0005,7,15,20,25,32,99,2,3,0,0,1,1,1,1,0,0,1,1,2,0,1,0,19.8,20.0
152,76.0005,4,9,13,32,41,99,2,3,0,0,0,0,0,0,0,0,1,0,0,2,2,0,19.8,13.0
153,76.0005,5,10,25,28,33,101,2,3,0,0,1,1,1,2,0,0,1,1,2,0,0,1,20.2,25.0
154,76.0005,7,10,20,29,35,101,2,3,0,0,1,1,1,3,0,0,1,2,2,0,0,0,20.2,20.0
155,76.0005,3,12,19,26,39,99,2,3,0,0,1,0,0,0,0,0,1,1,1,1,0,1,19.8,19.0
156,76.0005,1,12,19,29,38,99,2,3,0,0,1,0,1,2,0,0,1,3,0,0,0,1,19.8,19.0
157,76.0005,1,13,25,30,32,101,2,3,0,0,0,0,0,0,0,0,1,0,2,1,1,0,20.2,25.0
158,76.0005,3,11,13,32,40,99,2,3,0,0,1,1,1,1,0,0,1,0,1,2,1,0,19.8,13.0
159,76.0005,3,11,20,25,40,99,2,3,0,0,1,1,1,1,0,0,1,1,2,1,0,0,19.8,20.0
160,76.0005,2,16,19,23,41,101,2,3,0,0,0,0,2,2,0,0,1,1,1,1,0,1,20.2,19.0
161,75.508,7,18,20,30,41,116,3,2,0,0,1,1,2,2,0,0,0,2,2,1,0,0,23.2,20.0
162,75.505,4,18,22,29,37,110,3,2,0,0,0,0,1,2,0,0,0,2,0,1,2,0,22.0,22.0
163,75.505,5,18,22,28,37,110,3,2,0,0,1,1,2,2,0,0,0,1,1,1,1,1,22.0,22.0
164,75.505,5,16,20,30,39,110,3,2,0,0,1,1,2,2,0,0,0,1,4,0,0,0,22.0,20.0
165,75.505,7,13,22,30,38,110,3,2,0,0,0,1,2,2,0,0,0,1,2,2,0,0,22.0,22.0
166,75.505,5,13,20,22,30,90,3,2,0,0,1,1,1,1,0,0,0,1,2,2,0,0,18.0,20.0
167,75.505,7,16,22,30,35,110,3,2,0,0,0,1,2,2,0,0,0,0,4,1,0,0,22.0,22.0
168,75.505,7,12,18,22,31,90,3,2,0,0,1,1,2,2,0,0,0,2,1,2,0,0,18.0,18.0
169,75.505,5,12,25,30,38,110,3,2,0,0,1,1,2,2,0,0,0,2,3,0,0,0,22.0,25.0
170,75.505,4,12,20,23,31,90,3,2,0,0,0,0,1,1,0,0,0,3,0,1,1,0,18.0,20.0
171,75.504,4,11,22,30,41,108,3,2,0,0,1,0,0,0,0,0,1,0,1,2,1,0,21.6,22.0
172,75.504,2,12,23,30,41,108,3,2,0,0,1,0,1,1,0,0,1,2,1,1,0,0,21.6,23.0
173,75.502,4,7,23,30,32,96,3,2,0,0,0,1,2,2,0,0,0,1,2,0,2,0,19.2,23.0
174,75.502,3,7,20,28,38,96,3,2,0,0,1,1,2,2,0,0,0,2,1,1,0,1,19.2,20.0
175,75.501,2,16,20,29,35,102,3,2,0,0,0,0,1,2,0,0,1,2,2,0,0,0,20.4,20.0
176,75.501,6,18,20,23,35,102,3,2,0,0,0,0,2,2,0,0,1,3,1,0,0,0,20.4,20.0
177,75.501,3,16,20,27,32,98,3,2,0,0,0,0,1,1,0,0,1,1,1,1,1,0,19.6,20.0
178,75.501,4,12,24,29,33,102,3,2,0,0,1,0,0,1,0,0,1,3,0,0,1,0,20.4,24.0
179,75.501,7,10,22,28,35,102,3,2,0,0,0,1,1,2,0,0,1,0,2,1,0,1,20.4,22.0
180,75.501,7,10,20,28,33,98,3,2,0,0,1,1,1,2,0,0,1,2,1,0,0,1,19.6,20.0
181,75.501,4,11,23,28,32,98,3,2,0,0,0,0,1,1,0,0,1,1,0,0,2,1,19.6,23.0
182,75.501,6,18,22,25,31,102,3,2,0,0,0,0,1,1,0,0,1,1,1,2,0,0,20.4,22.0
183,75.501,5,13,16,28,36,98,3,2,0,0,1,1,2,2,0,0,1,0,2,1,0,1,19.6,16.0
184,75.501,4,9,12,32,41,98,3,2,0,0,1,0,0,0,0,0,1,1,0,1,2,0,19.6,12.0
185,75.501,4,10,23,29,32,98,3,2,0,0,0,0,1,3,0,0,1,2,0,0,2,0,19.6,23.0
186,75.501,2,4,25,30,41,102,3,2,0,0,0,0,0,0,0,0,1,0,2,1,1,0,20.4,25.0
187,75.501,5,16,22,24,35,102,3,2,0,0,1,1,2,2,0,0,1,0,3,1,0,0,20.4,22.0
188,75.501,1,12,18,31,40,102,3,2,0,0,1,1,2,2,0,0,1,2,1,1,0,0,20.4,18.0
189,75.501,4,10,20,25,39,98,3,2,0,0,1,0,0,1,0,0,1,1,2,0,1,0,19.6,20.0
190,75.501,3,15,20,28,32,98,3,2,0,0,0,0,0,0,0,0,1,1,0,1,1,1,19.6,20.0
191,75.501,8,13,18,20,39,98,3,2,0,0,1,0,1,1,0,0,1,2,1,1,0,0,19.6,18.0
192,75.501,6,12,20,23,41,102,3,2,0,0,0,0,1,1,0,0,1,3,0,1,0,0,20.4,20.0
193,75.501,3,12,24,30,33,102,3,2,0,0,1,0,0,0,0,0,1,2,1,1,0,0,20.4,24.0
194,75.501,5,10,23,28,32,98,3,2,0,0,0,1,2,3,0,0,1,1,1,0,1,1,19.6,23.0
195,75.501,4,6,18,33,41,102,3,2,0,0,0,0,1,1,0,0,1,2,0,1,1,0,20.4,18.0
196,75.501,1,16,20,22,39,98,3,2,0,0,0,0,1,1,0,0,1,1,2,1,0,0,19.6,20.0
197,75.501,2,18,23,25,30,98,3,2,0,0,0,0,2,2,0,0,1,2,2,0,0,0,19.6,23.0
198,75.501,2,13,25,28,30,98,3,2,0,0,0,0,0,0,0,0,1,0,2,1,0,1,19.6,25.0
199,75.501,6,18,20,25,33,102,3,2,0,0,0,0,1,1,0,0,1,3,1,0,0,0,20.4,20.0
200,75.501,5,11,20,28,38,102,3,2,0,0,1,1,2,2,0,0,1,2,1,0,0,1,20.4,20.0
201,75.501,8,12,18,25,39,102,3,2,0,0,1,0,1,1,0,0,1,2,2,0,0,0,20.4,18.0
202,75.501,4,17,19,22,40,102,3,2,0,0,0,1,1,1,0,0,1,0,1,1,1,1,20.4,19.0
203,75.501,1,13,16,32,40,102,3,2,0,0,0,1,2,2,0,0,1,0,2,1,1,0,20.4,16.0
204,75.501,3,7,16,30,42,98,3,2,0,0,0,1,2,2,0,0,1,0,3,1,0,0,19.6,16.0
205,75.501,3,14,20,22,39,98,3,2,0,0,0,1,1,1,0,0,1,1,1,2,0,0,19.6,20.0
206,75.501,5,10,16,28,39,98,3,2,0,0,0,1,2,3,0,0,1,0,3,0,0,1,19.6,16.0
207,75.501,3,13,20,24,38,98,3,2,0,0,1,0,1,1,0,0,1,2,0,2,0,0,19.6,20.0
208,75.501,2,16,23,29,32,102,3,2,0,0,1,0,2,3,0,0,1,2,1,0,1,0,20.4,23.0
209,75.501,3,12,19,28,36,98,3,2,0,0,0,0,0,0,0,0,1,1,0,1,0,2,19.6,19.0
210,75.501,3,16,19,22,42,102,3,2,0,0,1,0,1,1,0,0,1,0,1,2,0,1,20.4,19.0
211,75.501,3,13,22,30,34,102,3,2,0,0,1,1,1,1,0,0,1,0,1,3,0,0,20.4,22.0
212,75.5,4,12,23,30,31,100,3,2,1,0,0,0,1,1,0,0,0,2,1,1,1,0,20.0,23.0
213,75.5,7,19,20,22,32,100,3,2,1,0,1,1,1,1,0,0,0,1,1,1,1,1,20.0,20.0
214,75.5,4,18,22,23,33,100,3,2,1,0,1,0,2,2,0,0,0,3,0,1,1,0,20.0,22.0
215,75.5,3,4,22,31,40,100,3,2,1,0,0,1,1,1,0,0,0,0,1,3,1,0,20.0,22.0
216,75.0085,3,12,29,32,41,117,2,3,0,0,1,0,0,1,0,0,0,2,0,2,1,0,23.4,29.0
217,75.0055,5,16,22,29,39,111,2,3,0,0,1,1,2,3,0,0,0,1,3,1,0,0,22.2,22.0
218,75.0055,3,18,20,31,39,111,2,3,0,0,0,0,1,1,0,0,0,2,1,2,0,0,22.2,20.0
219,75.0055,3,7,18,29,32,89,2,3,0,0,0,1,2,3,0,0,0,2,1,1,1,0,17.8,18.0
220,75.0055,3,12,16,23,35,89,2,3,0,0,1,0,2,2,0,0,0,2,2,1,0,0,17.8,16.0
221,75.0055,4,16,25,29,37,111,2,3,0,0,0,0,1,2,0,0,0,1,2,0,2,0,22.2,25.0
222,75.0055,4,13,16,25,31,89,2,3,0,0,0,0,1,1,0,0,0,0,2,2,1,0,17.8,16.0
223,75.0055,3,16,23,32,37,111,2,3,0,0,1,0,2,2,0,0,0,1,1,1,2,0,22.2,23.0
224,75.0055,3,12,29,32,35,111,2,3,0,0,1,0,0,1,0,0,0,2,1,1,1,0,22.2,29.0
225,75.0055,5,12,16,37,41,111,2,3,0,0,0,1,2,2,0,0,0,1,2,1,1,0,22.2,16.0
226,75.0045,4,11,23,31,40,109,2,3,0,0,1,1,2,2,0,0,1,1,1,1,1,0,21.8,23.0
227,75.0045,4,10,23,31,41,109,2,3,0,0,1,0,1,2,0,0,1,1,0,2,1,0,21.8,23.0
228,75.0045,3,15,20,30,41,109,2,3,0,0,1,0,0,0,0,0,1,1,1,2,0,0,21.8,20.0
229,75.0025,4,7,18,31,35,95,2,3,0,0,0,1,2,2,0,0,0,1,2,1,1,0,19.0,18.0
230,75.0025,3,5,22,28,37,95,2,3,0,0,0,1,1,1,0,0,0,0,1,2,1,1,19.0,22.0
231,75.0025,4,7,12,33,39,95,2,3,0,0,0,1,1,1,0,0,0,2,2,0,1,0,19.0,12.0
232,75.0025,3,5,20,28,39,95,2,3,0,0,0,1,1,1,0,0,0,1,2,1,0,1,19.0,20.0
233,75.0025,4,7,25,32,37,105,2,3,0,0,1,1,1,1,0,0,0,0,2,0,3,0,21.0,25.0
234,75.0025,4,7,20,25,39,95,2,3,0,0,0,1,1,1,0,0,0,1,3,0,1,0,19.0,20.0
235,75.0015,4,15,23,25,30,97,2,3,0,0,1,0,1,1,0,0,1,1,2,0,1,0,19.4,23.0
236,75.0015,3,14,20,25,35,97,2,3,0,0,1,1,1,1,0,0,1,1,2,1,0,0,19.4,20.0
